Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11593229998834431,0.11599870002828538,0.1160070999758318,2.5840290000196546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5840788000496104,39.90397380001377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,40.917840000009164,,,,,,,,39.90398980001919,40.9078448000364,47.40743140003178,47.89869299996644,41.39994809997734,47.40726860007271,2,3.1527921999804676,None,47.89870520005934,53.9032092000125,2,3.1527921999804676,None,53.90359060000628,54.39466740004718,54.39467790001072,60.39933020004537,vergnügz,None,None,60.39955289999489,60.399575200048275,60.39958219998516,60.399667100049555,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.39978720003273,63.39265150006395,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,64.40655479999259,,,,,,,,63.392666900064796,64.39659250003751,64.39705590007361,64.8887182000326,,,3,2.126864599995315,,,,,,,,,,,,,,,,,,,,,64.88872809999157,70.89282720000483,Tasche,hohl,"['Tasche', 'hohl']",test_adj,3,"['Tasche', 'Blume', 'Vase', 'Schlüssel', 'Eimer', 'Uhr', 'Jacke', 'Lampe', 'Trommel', 'Kette', 'Fahrrad', 'Kerze', 'Tasse', 'Schere', 'Ring', 'Kamera', 'Socke', 'Buch', 'Bürste', 'Kiste', 'Hut', 'Geige', 'Brille', 'Rucksack', 'Telefon', 'Hammer', 'Würfel', 'Löffel', 'Stift', 'Flasche']",['hohl'],3,2.126864599995315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,70.90229490003549,,,,,,,,,,70.89348610001616,71.38426830002572,,,1,1.760113500058651,,,,,,,,,,,,,,,,,,,,,71.38427889999002,77.38654900004622,Blume,kurz,"['Blume', 'kurz']",test_adj,3,"['Tasche', 'Blume', 'Vase', 'Schlüssel', 'Eimer', 'Uhr', 'Jacke', 'Lampe', 'Trommel', 'Kette', 'Fahrrad', 'Kerze', 'Tasse', 'Schere', 'Ring', 'Kamera', 'Socke', 'Buch', 'Bürste', 'Kiste', 'Hut', 'Geige', 'Brille', 'Rucksack', 'Telefon', 'Hammer', 'Würfel', 'Löffel', 'Stift', 'Flasche']","['hohl', 'kurz']",1,1.760113500058651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,77.3959770000074,,,,,,,,,,77.3871247000061,77.87800809997134,,,2,1.7150963000021875,,,,,,,,,,,,,,,,,,,,,77.87801810004748,83.88462560006883,Vase,schlicht,"['Vase', 'schlicht']",restudy,3,"['Tasche', 'Blume', 'Vase', 'Schlüssel', 'Eimer', 'Uhr', 'Jacke', 'Lampe', 'Trommel', 'Kette', 'Fahrrad', 'Kerze', 'Tasse', 'Schere', 'Ring', 'Kamera', 'Socke', 'Buch', 'Bürste', 'Kiste', 'Hut', 'Geige', 'Brille', 'Rucksack', 'Telefon', 'Hammer', 'Würfel', 'Löffel', 'Stift', 'Flasche']","['hohl', 'kurz', 'schlicht']",2,1.7150963000021875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,83.8940666000126,,,,,,,,,,83.885149299982,84.37626679998357,,,1,1.1934231000486761,,,,,,,,,,,,,,,,,,,,,84.37627670005895,90.37722330004908,Schlüssel,lang,"['Schlüssel', 'lang']",restudy,3,"['Tasche', 'Blume', 'Vase', 'Schlüssel', 'Eimer', 'Uhr', 'Jacke', 'Lampe', 'Trommel', 'Kette', 'Fahrrad', 'Kerze', 'Tasse', 'Schere', 'Ring', 'Kamera', 'Socke', 'Buch', 'Bürste', 'Kiste', 'Hut', 'Geige', 'Brille', 'Rucksack', 'Telefon', 'Hammer', 'Würfel', 'Löffel', 'Stift', 'Flasche']","['hohl', 'kurz', 'schlicht', 'lang']",1,1.1934231000486761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,90.38654560002033,,,,,,,,,,90.37774100003298,90.86851820000447,,,3,1.396349799935706,,,,,,,,,,,,,,,,,,,,,90.86852889996953,96.87884130002931,Eimer,schwer,"['Eimer', 'schwer']",restudy,3,"['Tasche', 'Blume', 'Vase', 'Schlüssel', 'Eimer', 'Uhr', 'Jacke', 'Lampe', 'Trommel', 'Kette', 'Fahrrad', 'Kerze', 'Tasse', 'Schere', 'Ring', 'Kamera', 'Socke', 'Buch', 'Bürste', 'Kiste', 'Hut', 'Geige', 'Brille', 'Rucksack', 'Telefon', 'Hammer', 'Würfel', 'Löffel', 'Stift', 'Flasche']","['hohl', 'kurz', 'schlicht', 'lang', 'schwer']",3,1.396349799935706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,96.88830049999524,,,,,,,,,,96.87938200007193,97.37020200002007,,,1,1.1590940000023693,,,,,,,,,,,,,,,,,,,,,97.37021259998437,103.37312410003506,Uhr,kratzig,"['Uhr', 'kratzig']",test_adj,3,"['Tasche', 'Blume', 'Vase', 'Schlüssel', 'Eimer', 'Uhr', 'Jacke', 'Lampe', 'Trommel', 'Kette', 'Fahrrad', 'Kerze', 'Tasse', 'Schere', 'Ring', 'Kamera', 'Socke', 'Buch', 'Bürste', 'Kiste', 'Hut', 'Geige', 'Brille', 'Rucksack', 'Telefon', 'Hammer', 'Würfel', 'Löffel', 'Stift', 'Flasche']","['hohl', 'kurz', 'schlicht', 'lang', 'schwer', 'kratzig']",1,1.1590940000023693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-21_14h02.09.867,watkins1,2023.2.3,99.69582805691951,75,2023-12-21 14h02.28.432228 +0000,
