Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Kette', 'Stift', 'Fahrrad', 'Bürste', 'Vase', 'Buch', 'Schlüssel', 'Flasche', 'Kamera', 'Geige', 'Kerze', 'Brille', 'Rucksack', 'Uhr', 'Ring']","['Jacke', 'Lampe', 'Trommel', 'Tasche', 'Schere', 'Eimer', 'Telefon', 'Kiste', 'Hammer', 'Hut', 'Tasse', 'Löffel', 'Blume', 'Würfel', 'Socke']",0.11708759993780404,0.11715799989178777,0.11716619995422661,17.755997599917464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.756046199938282,60.270703699905425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,61.284983999910764,,,,,,,,,,60.270721199922264,61.275010899989866,67.77623259997927,68.26764809992164,61.767099199933,67.77606709999964,1,1.9513991000130773,None,68.26765930000693,74.27304669993464,1,1.9513991000130773,None,74.27333869994618,74.2733626998961,74.27336979995016,74.2734493999742,,1.8172813000855967,None,74.27416879998054,74.76468789996579,74.76469879993238,80.76979089993984,hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.76995009998791,83.42047289991751,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,84.4340992999496,,,,,,,,,,83.42048939992674,84.42408299993258,84.42456059996039,84.91623299999628,,,3,2.467218599980697,,,,,,,,,,,,,,,,,,,,,84.9162432999583,90.917380400002,Tasche,nachhaltig,"['Tasche', 'nachhaltig']",test_sub,2,"['Tasche', 'Brille', 'Eimer', 'Rucksack', 'Kette', 'Stift', 'Bürste', 'Geige', 'Vase', 'Uhr', 'Kamera', 'Hut', 'Tasse', 'Schere', 'Telefon', 'Jacke', 'Ring', 'Buch', 'Flasche', 'Würfel', 'Fahrrad', 'Lampe', 'Kiste', 'Blume', 'Hammer', 'Trommel', 'Löffel', 'Socke', 'Kerze', 'Schlüssel']",['nachhaltig'],3,2.467218599980697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,90.92691069992725,,,,,,,,,,,,90.91803009994328,91.40889169997536,,,2,3.1355246999301016,,,,,,,,,,,,,,,,,,,,,91.40890209993813,97.41679269995075,Brille,gestreift,"['Brille', 'gestreift']",restudy,2,"['Tasche', 'Brille', 'Eimer', 'Rucksack', 'Kette', 'Stift', 'Bürste', 'Geige', 'Vase', 'Uhr', 'Kamera', 'Hut', 'Tasse', 'Schere', 'Telefon', 'Jacke', 'Ring', 'Buch', 'Flasche', 'Würfel', 'Fahrrad', 'Lampe', 'Kiste', 'Blume', 'Hammer', 'Trommel', 'Löffel', 'Socke', 'Kerze', 'Schlüssel']","['nachhaltig', 'gestreift']",2,3.1355246999301016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,97.42627299996093,,,,,,,,,,,,97.4173218999058,97.90878539998084,,,2,2.227601999999024,,,,,,,,,,,,,,,,,,,,,97.90879589994438,103.91269709996413,Eimer,klobig,"['Eimer', 'klobig']",test_sub,2,"['Tasche', 'Brille', 'Eimer', 'Rucksack', 'Kette', 'Stift', 'Bürste', 'Geige', 'Vase', 'Uhr', 'Kamera', 'Hut', 'Tasse', 'Schere', 'Telefon', 'Jacke', 'Ring', 'Buch', 'Flasche', 'Würfel', 'Fahrrad', 'Lampe', 'Kiste', 'Blume', 'Hammer', 'Trommel', 'Löffel', 'Socke', 'Kerze', 'Schlüssel']","['nachhaltig', 'gestreift', 'klobig']",2,2.227601999999024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,103.92213479999918,,,,,,,,,,,,103.91324469994288,104.40424609999172,,,2,1.3404642000095919,,,,,,,,,,,,,,,,,,,,,104.40425639995374,110.40811759990174,Rucksack,hübsch,"['Rucksack', 'hübsch']",restudy,2,"['Tasche', 'Brille', 'Eimer', 'Rucksack', 'Kette', 'Stift', 'Bürste', 'Geige', 'Vase', 'Uhr', 'Kamera', 'Hut', 'Tasse', 'Schere', 'Telefon', 'Jacke', 'Ring', 'Buch', 'Flasche', 'Würfel', 'Fahrrad', 'Lampe', 'Kiste', 'Blume', 'Hammer', 'Trommel', 'Löffel', 'Socke', 'Kerze', 'Schlüssel']","['nachhaltig', 'gestreift', 'klobig', 'hübsch']",2,1.3404642000095919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,110.41758829995524,,,,,,,,,,,,110.40864329994656,110.89988899999298,,,2,5.005093900021166,,,,,,,,,,,,,,,,,,,,,110.89989949995652,116.90088159998413,Kette,flach,"['Kette', 'flach']",restudy,2,"['Tasche', 'Brille', 'Eimer', 'Rucksack', 'Kette', 'Stift', 'Bürste', 'Geige', 'Vase', 'Uhr', 'Kamera', 'Hut', 'Tasse', 'Schere', 'Telefon', 'Jacke', 'Ring', 'Buch', 'Flasche', 'Würfel', 'Fahrrad', 'Lampe', 'Kiste', 'Blume', 'Hammer', 'Trommel', 'Löffel', 'Socke', 'Kerze', 'Schlüssel']","['nachhaltig', 'gestreift', 'klobig', 'hübsch', 'flach']",2,5.005093900021166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,116.91031019994989,,,,,,,,,,,,116.90141639998183,117.39242859999649,,,1,3.3051719999639317,,,,,,,,,,,,,,,,,,,,,117.39243899995927,123.3942182000028,Stift,dunkel,"['Stift', 'dunkel']",restudy,2,"['Tasche', 'Brille', 'Eimer', 'Rucksack', 'Kette', 'Stift', 'Bürste', 'Geige', 'Vase', 'Uhr', 'Kamera', 'Hut', 'Tasse', 'Schere', 'Telefon', 'Jacke', 'Ring', 'Buch', 'Flasche', 'Würfel', 'Fahrrad', 'Lampe', 'Kiste', 'Blume', 'Hammer', 'Trommel', 'Löffel', 'Socke', 'Kerze', 'Schlüssel']","['nachhaltig', 'gestreift', 'klobig', 'hübsch', 'flach', 'dunkel']",1,3.3051719999639317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-25_09h54.08.033,watkins1,2023.2.3,99.65638474448492,100,2024-01-25 09h54.18.458148 +0000,
