Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Vase', 'Kamera', 'Kiste', 'Kerze', 'Fahrrad', 'Schlüssel', 'Brille', 'Kette', 'Löffel', 'Würfel', 'Blume', 'Lampe', 'Eimer', 'Geige', 'Telefon']","['Bürste', 'Hut', 'Ring', 'Tasse', 'Schere', 'Uhr', 'Socke', 'Tasche', 'Trommel', 'Hammer', 'Jacke', 'Rucksack', 'Flasche', 'Buch', 'Stift']",0.12243360001593828,0.12250149995088577,0.12250959989614785,19.762880000052974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76292959996499,79.16458599991165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,80.17806699988432,,,,,,,,,,79.16460400004871,80.16814249986783,86.66374209988862,87.15511559997685,80.66033850004897,86.66357450000942,2,3.801073000067845,None,87.15512729994953,93.16138289985247,2,3.801073000067845,None,93.16167850000784,93.16170189995319,93.16170910000801,93.16179209994152,,None,None,93.16195149999112,93.65293139987625,93.6529428998474,99.65809819987044,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.65826579998247,112.2951841999311,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,113.3088225000538,,,,,,,,,,112.29520149994642,113.29884579987265,113.29933359986171,113.79078439995646,,,1,2.3165633999742568,,,,,,,,,,,,,,,,,,,,,113.7907956999261,119.79825949994847,Ring,flauschig,"['Ring', 'flauschig']",test_sub,2,"['Ring', 'Geige', 'Schere', 'Jacke', 'Löffel', 'Kamera', 'Tasse', 'Flasche', 'Socke', 'Buch', 'Hammer', 'Telefon', 'Stift', 'Eimer', 'Kerze', 'Lampe', 'Uhr', 'Rucksack', 'Blume', 'Vase', 'Kiste', 'Brille', 'Schlüssel', 'Hut', 'Würfel', 'Fahrrad', 'Bürste', 'Tasche', 'Kette', 'Trommel']",['flauschig'],1,2.3165633999742568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,119.80772010004148,,,,,,,,,,,,119.79891199991107,120.28987780003808,,,1,1.9276610999368131,,,,,,,,,,,,,,,,,,,,,120.28988939989358,126.295413200045,Geige,nass,"['Geige', 'nass']",restudy,2,"['Ring', 'Geige', 'Schere', 'Jacke', 'Löffel', 'Kamera', 'Tasse', 'Flasche', 'Socke', 'Buch', 'Hammer', 'Telefon', 'Stift', 'Eimer', 'Kerze', 'Lampe', 'Uhr', 'Rucksack', 'Blume', 'Vase', 'Kiste', 'Brille', 'Schlüssel', 'Hut', 'Würfel', 'Fahrrad', 'Bürste', 'Tasche', 'Kette', 'Trommel']","['flauschig', 'nass']",1,1.9276610999368131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,126.30483849998564,,,,,,,,,,,,126.29594390001148,126.78723799996078,,,2,2.0700020000804216,,,,,,,,,,,,,,,,,,,,,126.78724989993498,132.7897065000143,Schere,kalt,"['Schere', 'kalt']",test_sub,2,"['Ring', 'Geige', 'Schere', 'Jacke', 'Löffel', 'Kamera', 'Tasse', 'Flasche', 'Socke', 'Buch', 'Hammer', 'Telefon', 'Stift', 'Eimer', 'Kerze', 'Lampe', 'Uhr', 'Rucksack', 'Blume', 'Vase', 'Kiste', 'Brille', 'Schlüssel', 'Hut', 'Würfel', 'Fahrrad', 'Bürste', 'Tasche', 'Kette', 'Trommel']","['flauschig', 'nass', 'kalt']",2,2.0700020000804216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,132.79923340003006,,,,,,,,,,,,132.790226199897,133.28135119983926,,,3,2.688319900073111,,,,,,,,,,,,,,,,,,,,,133.2813623000402,139.28439489984885,Jacke,nachhaltig,"['Jacke', 'nachhaltig']",test_sub,2,"['Ring', 'Geige', 'Schere', 'Jacke', 'Löffel', 'Kamera', 'Tasse', 'Flasche', 'Socke', 'Buch', 'Hammer', 'Telefon', 'Stift', 'Eimer', 'Kerze', 'Lampe', 'Uhr', 'Rucksack', 'Blume', 'Vase', 'Kiste', 'Brille', 'Schlüssel', 'Hut', 'Würfel', 'Fahrrad', 'Bürste', 'Tasche', 'Kette', 'Trommel']","['flauschig', 'nass', 'kalt', 'nachhaltig']",3,2.688319900073111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,139.29391300003044,,,,,,,,,,,,139.28493149997666,139.77592579997145,,,1,2.6416366000194103,,,,,,,,,,,,,,,,,,,,,139.77593740005977,145.77967079984955,Löffel,flach,"['Löffel', 'flach']",restudy,2,"['Ring', 'Geige', 'Schere', 'Jacke', 'Löffel', 'Kamera', 'Tasse', 'Flasche', 'Socke', 'Buch', 'Hammer', 'Telefon', 'Stift', 'Eimer', 'Kerze', 'Lampe', 'Uhr', 'Rucksack', 'Blume', 'Vase', 'Kiste', 'Brille', 'Schlüssel', 'Hut', 'Würfel', 'Fahrrad', 'Bürste', 'Tasche', 'Kette', 'Trommel']","['flauschig', 'nass', 'kalt', 'nachhaltig', 'flach']",1,2.6416366000194103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,145.78912650002167,,,,,,,,,,,,145.78019859991036,146.27120239986107,,,1,2.010237199952826,,,,,,,,,,,,,,,,,,,,,146.27121370006353,152.27968059992418,Kamera,kurz,"['Kamera', 'kurz']",restudy,2,"['Ring', 'Geige', 'Schere', 'Jacke', 'Löffel', 'Kamera', 'Tasse', 'Flasche', 'Socke', 'Buch', 'Hammer', 'Telefon', 'Stift', 'Eimer', 'Kerze', 'Lampe', 'Uhr', 'Rucksack', 'Blume', 'Vase', 'Kiste', 'Brille', 'Schlüssel', 'Hut', 'Würfel', 'Fahrrad', 'Bürste', 'Tasche', 'Kette', 'Trommel']","['flauschig', 'nass', 'kalt', 'nachhaltig', 'flach', 'kurz']",1,2.010237199952826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-04_13h05.32.763,watkins1,2023.2.3,99.70189130356688,41,2023-12-04 13h05.38.816473 +0000,
