Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stift', 'Vase', 'Buch', 'Fahrrad', 'Schlüssel', 'Brille', 'Socke', 'Hut', 'Blume', 'Uhr', 'Würfel', 'Ring', 'Telefon', 'Kamera', 'Hammer']","['Eimer', 'Lampe', 'Rucksack', 'Kiste', 'Tasse', 'Flasche', 'Schere', 'Geige', 'Kette', 'Trommel', 'Kerze', 'Bürste', 'Jacke', 'Tasche', 'Löffel']",0.10651439998764545,0.10657900001388043,0.10658760002115741,5.954875299998093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.954925000027288,41.91171279997798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,42.92528620001394,,,,,,,,,,41.91172979999101,42.915252099977806,49.4146361000021,49.906007800018415,43.40742170001613,49.41446350002661,3,2.851290600025095,None,49.90601889998652,55.91398549999576,3,2.851290600025095,None,55.914281699981075,55.914306099992245,55.914313399989624,55.914395899977535,,1.9881951999850571,None,55.91455980000319,56.405693500011694,56.40570519998437,62.41050090000499,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.41065939998953,68.90743969997857,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,69.92130049999105,,,,,,,,,,68.90745569998398,69.91131360002328,69.91176689998247,70.40333330002613,,,1,2.61524620000273,,,,,,,,,,,,,,,,,,,,,70.40334419999272,76.40924479998648,Geige,breit,"['Geige', 'breit']",test_sub,2,"['Geige', 'Vase', 'Schlüssel', 'Hut', 'Kerze', 'Socke', 'Stift', 'Lampe', 'Tasse', 'Uhr', 'Kiste', 'Würfel', 'Löffel', 'Tasche', 'Flasche', 'Schere', 'Telefon', 'Brille', 'Rucksack', 'Trommel', 'Hammer', 'Bürste', 'Ring', 'Fahrrad', 'Blume', 'Jacke', 'Kamera', 'Kette', 'Eimer', 'Buch']",['breit'],1,2.61524620000273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,76.4187646000064,,,,,,,,,,,,76.40988310001558,76.9009914000053,,,1,2.1990789999836124,,,,,,,,,,,,,,,,,,,,,76.90100269997492,82.90263939998113,Vase,robust,"['Vase', 'robust']",restudy,2,"['Geige', 'Vase', 'Schlüssel', 'Hut', 'Kerze', 'Socke', 'Stift', 'Lampe', 'Tasse', 'Uhr', 'Kiste', 'Würfel', 'Löffel', 'Tasche', 'Flasche', 'Schere', 'Telefon', 'Brille', 'Rucksack', 'Trommel', 'Hammer', 'Bürste', 'Ring', 'Fahrrad', 'Blume', 'Jacke', 'Kamera', 'Kette', 'Eimer', 'Buch']","['breit', 'robust']",1,2.1990789999836124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,82.91216319997329,,,,,,,,,,,,82.90316970000276,83.3942063000286,,,3,3.577497200050857,,,,,,,,,,,,,,,,,,,,,83.3942168999929,89.40284420002718,Schlüssel,schlicht,"['Schlüssel', 'schlicht']",restudy,2,"['Geige', 'Vase', 'Schlüssel', 'Hut', 'Kerze', 'Socke', 'Stift', 'Lampe', 'Tasse', 'Uhr', 'Kiste', 'Würfel', 'Löffel', 'Tasche', 'Flasche', 'Schere', 'Telefon', 'Brille', 'Rucksack', 'Trommel', 'Hammer', 'Bürste', 'Ring', 'Fahrrad', 'Blume', 'Jacke', 'Kamera', 'Kette', 'Eimer', 'Buch']","['breit', 'robust', 'schlicht']",3,3.577497200050857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,89.41224660002626,,,,,,,,,,,,89.40336350002326,89.89460469997721,,,1,4.96682009997312,,,,,,,,,,,,,,,,,,,,,89.89461580000352,95.8986701000249,Hut,nass,"['Hut', 'nass']",restudy,2,"['Geige', 'Vase', 'Schlüssel', 'Hut', 'Kerze', 'Socke', 'Stift', 'Lampe', 'Tasse', 'Uhr', 'Kiste', 'Würfel', 'Löffel', 'Tasche', 'Flasche', 'Schere', 'Telefon', 'Brille', 'Rucksack', 'Trommel', 'Hammer', 'Bürste', 'Ring', 'Fahrrad', 'Blume', 'Jacke', 'Kamera', 'Kette', 'Eimer', 'Buch']","['breit', 'robust', 'schlicht', 'nass']",1,4.96682009997312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,95.90811329998542,,,,,,,,,,,,95.89919540000847,96.39024330000393,,,1,2.1816457000095397,,,,,,,,,,,,,,,,,,,,,96.39025410002796,102.39181609998923,Kerze,schwer,"['Kerze', 'schwer']",test_sub,2,"['Geige', 'Vase', 'Schlüssel', 'Hut', 'Kerze', 'Socke', 'Stift', 'Lampe', 'Tasse', 'Uhr', 'Kiste', 'Würfel', 'Löffel', 'Tasche', 'Flasche', 'Schere', 'Telefon', 'Brille', 'Rucksack', 'Trommel', 'Hammer', 'Bürste', 'Ring', 'Fahrrad', 'Blume', 'Jacke', 'Kamera', 'Kette', 'Eimer', 'Buch']","['breit', 'robust', 'schlicht', 'nass', 'schwer']",1,2.1816457000095397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,102.40133490000153,,,,,,,,,,,,102.39233409997541,102.88319209998008,,,3,2.5205181999481283,,,,,,,,,,,,,,,,,,,,,102.88320300000487,108.88555960002122,Socke,flauschig,"['Socke', 'flauschig']",restudy,2,"['Geige', 'Vase', 'Schlüssel', 'Hut', 'Kerze', 'Socke', 'Stift', 'Lampe', 'Tasse', 'Uhr', 'Kiste', 'Würfel', 'Löffel', 'Tasche', 'Flasche', 'Schere', 'Telefon', 'Brille', 'Rucksack', 'Trommel', 'Hammer', 'Bürste', 'Ring', 'Fahrrad', 'Blume', 'Jacke', 'Kamera', 'Kette', 'Eimer', 'Buch']","['breit', 'robust', 'schlicht', 'nass', 'schwer', 'flauschig']",3,2.5205181999481283,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2024-01-22_11h34.40.360,watkins1,2023.2.3,99.67039002824941,97,2024-01-22 11h35.23.211777 +0000,
