Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,scale_answer_6.rt,scale_answer_6.duration,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_4.rt,scale_answer_4.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11306060012429953,0.11313079996034503,0.11313930014148355,9.01282860012725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.012875699903816,61.4645313997753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,62.47810739977285,,,,,,,,61.464548899792135,62.46813349984586,68.96941399993375,69.46103730006143,62.96021320018917,68.96924429992214,2,3.0772778000682592,None,69.46104749990627,75.47075110021979,2,3.0772778000682592,None,75.47105540009215,75.47107909992337,75.47108619986102,75.47116759978235,,None,None,75.47132819984108,75.47134779999033,75.4713546000421,75.47142850002274,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.47154089994729,81.88332069991156,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,82.897074600216,,,,,,,,81.88333739992231,82.8870431999676,82.88748539984226,83.37921580020338,,,3,2.047101799864322,,,,,,,,,,,,,,,,,,,,,83.37922579981387,89.38129450008273,Jacke,elegant,"['Jacke', 'elegant']",restudy_diff,1,"['Jacke', 'Flasche', 'Trommel', 'Brille', 'Blume', 'Tasse', 'Fahrrad', 'Stift', 'Eimer', 'Rucksack', 'Schere', 'Kamera', 'Uhr', 'Telefon', 'Vase', 'Kette', 'Hut', 'Hammer', 'Löffel', 'Kerze', 'Socke', 'Kiste']",['elegant'],3,2.047101799864322,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,89.39072880009189,,,,,,,,,,89.38188510015607,89.87277759984136,,,3,2.3478345000185072,,,,,,,,,,,,,,,,,,,,,89.87278930004686,95.87822629977018,Flasche,schmutzig,"['Flasche', 'schmutzig']",restudy_diff,1,"['Jacke', 'Flasche', 'Trommel', 'Brille', 'Blume', 'Tasse', 'Fahrrad', 'Stift', 'Eimer', 'Rucksack', 'Schere', 'Kamera', 'Uhr', 'Telefon', 'Vase', 'Kette', 'Hut', 'Hammer', 'Löffel', 'Kerze', 'Socke', 'Kiste']","['elegant', 'schmutzig']",3,2.3478345000185072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,95.88771050004289,,,,,,,,,,95.87870460003614,96.36972599988803,,,3,1.6853303997777402,,,,,,,,,,,,,,,,,,,,,96.36973610008135,102.37239899998531,Trommel,glatt,"['Trommel', 'glatt']",restudy_diff,1,"['Jacke', 'Flasche', 'Trommel', 'Brille', 'Blume', 'Tasse', 'Fahrrad', 'Stift', 'Eimer', 'Rucksack', 'Schere', 'Kamera', 'Uhr', 'Telefon', 'Vase', 'Kette', 'Hut', 'Hammer', 'Löffel', 'Kerze', 'Socke', 'Kiste']","['elegant', 'schmutzig', 'glatt']",3,1.6853303997777402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,102.38198469998315,,,,,,,,,,102.3728906000033,102.86401899997145,,,3,2.8703821999952197,,,,,,,,,,,,,,,,,,,,,102.86402919981629,108.8722025998868,Brille,strahlend,"['Brille', 'strahlend']",restudy_diff,1,"['Jacke', 'Flasche', 'Trommel', 'Brille', 'Blume', 'Tasse', 'Fahrrad', 'Stift', 'Eimer', 'Rucksack', 'Schere', 'Kamera', 'Uhr', 'Telefon', 'Vase', 'Kette', 'Hut', 'Hammer', 'Löffel', 'Kerze', 'Socke', 'Kiste']","['elegant', 'schmutzig', 'glatt', 'strahlend']",3,2.8703821999952197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,108.88167080003768,,,,,,,,,,108.87267340021208,109.36358249979094,,,1,1.6044363998807967,,,,,,,,,,,,,,,,,,,,,109.36359270010144,115.37312289979309,Blume,lustig,"['Blume', 'lustig']",restudy_diff,1,"['Jacke', 'Flasche', 'Trommel', 'Brille', 'Blume', 'Tasse', 'Fahrrad', 'Stift', 'Eimer', 'Rucksack', 'Schere', 'Kamera', 'Uhr', 'Telefon', 'Vase', 'Kette', 'Hut', 'Hammer', 'Löffel', 'Kerze', 'Socke', 'Kiste']","['elegant', 'schmutzig', 'glatt', 'strahlend', 'lustig']",1,1.6044363998807967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,115.38257949985564,,,,,,,,,,115.3736001001671,115.86473890021443,,,3,1.1026314999908209,,,,,,,,,,,,,,,,,,,,,115.8647489999421,121.865510399919,Tasse,bunt,"['Tasse', 'bunt']",restudy_diff,1,"['Jacke', 'Flasche', 'Trommel', 'Brille', 'Blume', 'Tasse', 'Fahrrad', 'Stift', 'Eimer', 'Rucksack', 'Schere', 'Kamera', 'Uhr', 'Telefon', 'Vase', 'Kette', 'Hut', 'Hammer', 'Löffel', 'Kerze', 'Socke', 'Kiste']","['elegant', 'schmutzig', 'glatt', 'strahlend', 'lustig', 'bunt']",3,1.1026314999908209,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-12_13h39.43.361,watkins1,2023.2.3,99.71680434810368,62,2023-12-12 13h39.51.087737 +0000,
