Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10586429992690682,0.10593020007945597,0.10593839990906417,5.6111719000618905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.611219400074333,31.660762600135058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,32.674496999941766,,,,,,,,31.660778099903837,32.66451540007256,39.15811190009117,39.64942259993404,33.156492199981585,39.15794680011459,2,3.059778300113976,None,39.64943310013041,45.65903569990769,2,3.059778300113976,None,45.65933810011484,46.15069260005839,46.1507037000265,52.155380200129,vergnügt,None,None,52.15560290007852,52.1556257000193,52.15563279995695,52.1557146999985,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.15583280008286,56.31304090004414,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,57.32690059999004,,,,,,,,56.313056600047275,57.316918099997565,57.31738750007935,57.809032399905846,,,1,3.407581000123173,,,,,,,,,,,,,,,,,,,,,57.80905629997142,63.817671600030735,Buch,groß,"['Buch', 'groß']",restudy,3,"['Buch', 'Lampe', 'Würfel', 'Schlüssel', 'Eimer', 'Geige', 'Socke', 'Löffel', 'Blume', 'Kerze', 'Ring', 'Hut', 'Trommel', 'Telefon', 'Fahrrad', 'Schere', 'Tasse', 'Kamera', 'Uhr', 'Flasche', 'Kette', 'Bürste', 'Jacke', 'Vase', 'Tasche', 'Kiste', 'Stift', 'Hammer', 'Brille', 'Rucksack']",['groß'],1,3.407581000123173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,63.827105399919674,,,,,,,,,,63.81833490007557,64.30915340012871,,,1,1.652562600094825,,,,,,,,,,,,,,,,,,,,,64.3091631999705,70.31054440001026,Lampe,hübsch,"['Lampe', 'hübsch']",restudy,3,"['Buch', 'Lampe', 'Würfel', 'Schlüssel', 'Eimer', 'Geige', 'Socke', 'Löffel', 'Blume', 'Kerze', 'Ring', 'Hut', 'Trommel', 'Telefon', 'Fahrrad', 'Schere', 'Tasse', 'Kamera', 'Uhr', 'Flasche', 'Kette', 'Bürste', 'Jacke', 'Vase', 'Tasche', 'Kiste', 'Stift', 'Hammer', 'Brille', 'Rucksack']","['groß', 'hübsch']",1,1.652562600094825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,70.31985899992287,,,,,,,,,,70.31109339999966,70.80279610003345,,,1,1.50268719997257,,,,,,,,,,,,,,,,,,,,,70.80280690011568,76.8094252999872,Würfel,nachhaltig,"['Würfel', 'nachhaltig']",test_adj,3,"['Buch', 'Lampe', 'Würfel', 'Schlüssel', 'Eimer', 'Geige', 'Socke', 'Löffel', 'Blume', 'Kerze', 'Ring', 'Hut', 'Trommel', 'Telefon', 'Fahrrad', 'Schere', 'Tasse', 'Kamera', 'Uhr', 'Flasche', 'Kette', 'Bürste', 'Jacke', 'Vase', 'Tasche', 'Kiste', 'Stift', 'Hammer', 'Brille', 'Rucksack']","['groß', 'hübsch', 'nachhaltig']",1,1.50268719997257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,76.81884289998561,,,,,,,,,,76.80995470006019,77.30097949993797,,,1,1.7418847000226378,,,,,,,,,,,,,,,,,,,,,77.30098910001107,83.30535980011337,Schlüssel,breit,"['Schlüssel', 'breit']",restudy,3,"['Buch', 'Lampe', 'Würfel', 'Schlüssel', 'Eimer', 'Geige', 'Socke', 'Löffel', 'Blume', 'Kerze', 'Ring', 'Hut', 'Trommel', 'Telefon', 'Fahrrad', 'Schere', 'Tasse', 'Kamera', 'Uhr', 'Flasche', 'Kette', 'Bürste', 'Jacke', 'Vase', 'Tasche', 'Kiste', 'Stift', 'Hammer', 'Brille', 'Rucksack']","['groß', 'hübsch', 'nachhaltig', 'breit']",1,1.7418847000226378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,83.31476219999604,,,,,,,,,,83.3059827000834,83.79695310001262,,,2,2.2847268998157233,,,,,,,,,,,,,,,,,,,,,83.79696410009637,89.80122369993478,Eimer,rustikal,"['Eimer', 'rustikal']",restudy,3,"['Buch', 'Lampe', 'Würfel', 'Schlüssel', 'Eimer', 'Geige', 'Socke', 'Löffel', 'Blume', 'Kerze', 'Ring', 'Hut', 'Trommel', 'Telefon', 'Fahrrad', 'Schere', 'Tasse', 'Kamera', 'Uhr', 'Flasche', 'Kette', 'Bürste', 'Jacke', 'Vase', 'Tasche', 'Kiste', 'Stift', 'Hammer', 'Brille', 'Rucksack']","['groß', 'hübsch', 'nachhaltig', 'breit', 'rustikal']",2,2.2847268998157233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,89.81065030000173,,,,,,,,,,89.8017621000763,90.29261459992267,,,1,1.31678680004552,,,,,,,,,,,,,,,,,,,,,90.29262450011447,96.29818710009567,Geige,hässlich,"['Geige', 'hässlich']",restudy,3,"['Buch', 'Lampe', 'Würfel', 'Schlüssel', 'Eimer', 'Geige', 'Socke', 'Löffel', 'Blume', 'Kerze', 'Ring', 'Hut', 'Trommel', 'Telefon', 'Fahrrad', 'Schere', 'Tasse', 'Kamera', 'Uhr', 'Flasche', 'Kette', 'Bürste', 'Jacke', 'Vase', 'Tasche', 'Kiste', 'Stift', 'Hammer', 'Brille', 'Rucksack']","['groß', 'hübsch', 'nachhaltig', 'breit', 'rustikal', 'hässlich']",1,1.31678680004552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-29_11h34.39.758,watkins1,2023.2.3,99.71342366701576,29,2023-11-29 11h34.46.633780 +0000,
