Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,scale_answer_6.rt,scale_answer_6.duration,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_4.rt,scale_answer_4.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1094065997749567,0.1094760000705719,0.10948449978604913,6.149546300061047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.149596999865025,41.03706689970568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,42.05108009977266,,,,,,,,41.03708350006491,42.0411296999082,48.54116779984906,49.03249399969354,42.533075499814004,48.54099809983745,3,3.195846099872142,None,49.03250479977578,55.0334803997539,3,3.195846099872142,None,55.03377609979361,55.03380049997941,55.03380770003423,55.03389129973948,,None,None,55.03406189987436,55.03408239968121,55.03408950008452,55.03416469972581,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.03428009990603,59.498157899826765,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60.51197159988806,,,,,,,,59.49817409971729,60.5018841996789,60.502331600058824,60.99390419991687,,,3,1.7773513002321124,,,,,,,,,,,,,,,,,,,,,60.9939151997678,66.99556089984253,Tasche,praktisch,"['Tasche', 'praktisch']",restudy_diff,1,"['Tasche', 'Fahrrad', 'Bürste', 'Socke', 'Lampe', 'Flasche', 'Brille', 'Kiste', 'Vase', 'Uhr', 'Telefon', 'Schere', 'Blume', 'Löffel', 'Eimer', 'Kerze', 'Jacke', 'Hammer', 'Würfel', 'Schlüssel', 'Stift', 'Tasse']",['praktisch'],3,1.7773513002321124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,67.00500819971785,,,,,,,,,,66.99620799999684,67.4873556997627,,,2,3.887299899943173,,,,,,,,,,,,,,,,,,,,,67.48736599972472,73.4955966998823,Fahrrad,glänzend,"['Fahrrad', 'glänzend']",restudy_diff,1,"['Tasche', 'Fahrrad', 'Bürste', 'Socke', 'Lampe', 'Flasche', 'Brille', 'Kiste', 'Vase', 'Uhr', 'Telefon', 'Schere', 'Blume', 'Löffel', 'Eimer', 'Kerze', 'Jacke', 'Hammer', 'Würfel', 'Schlüssel', 'Stift', 'Tasse']","['praktisch', 'glänzend']",2,3.887299899943173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,73.5050447001122,,,,,,,,,,73.49606700008735,73.98715770011768,,,1,2.254179199691862,,,,,,,,,,,,,,,,,,,,,73.98716779984534,79.99082090007141,Bürste,zart,"['Bürste', 'zart']",control,1,"['Tasche', 'Fahrrad', 'Bürste', 'Socke', 'Lampe', 'Flasche', 'Brille', 'Kiste', 'Vase', 'Uhr', 'Telefon', 'Schere', 'Blume', 'Löffel', 'Eimer', 'Kerze', 'Jacke', 'Hammer', 'Würfel', 'Schlüssel', 'Stift', 'Tasse']","['praktisch', 'glänzend', 'zart']",1,2.254179199691862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,80.00025160005316,,,,,,,,,,79.99139670003206,80.48219819972292,,,2,2.6457615001127124,,,,,,,,,,,,,,,,,,,,,80.48220840003341,86.48513650009409,Socke,hübsch,"['Socke', 'hübsch']",control,1,"['Tasche', 'Fahrrad', 'Bürste', 'Socke', 'Lampe', 'Flasche', 'Brille', 'Kiste', 'Vase', 'Uhr', 'Telefon', 'Schere', 'Blume', 'Löffel', 'Eimer', 'Kerze', 'Jacke', 'Hammer', 'Würfel', 'Schlüssel', 'Stift', 'Tasse']","['praktisch', 'glänzend', 'zart', 'hübsch']",2,2.6457615001127124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,86.49455859977752,,,,,,,,,,86.4856183999218,86.97666579997167,,,1,1.5916248001158237,,,,,,,,,,,,,,,,,,,,,86.97667609993368,92.97868799977005,Lampe,breit,"['Lampe', 'breit']",restudy_diff,1,"['Tasche', 'Fahrrad', 'Bürste', 'Socke', 'Lampe', 'Flasche', 'Brille', 'Kiste', 'Vase', 'Uhr', 'Telefon', 'Schere', 'Blume', 'Löffel', 'Eimer', 'Kerze', 'Jacke', 'Hammer', 'Würfel', 'Schlüssel', 'Stift', 'Tasse']","['praktisch', 'glänzend', 'zart', 'hübsch', 'breit']",1,1.5916248001158237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,92.9882171000354,,,,,,,,,,92.97917030006647,93.47027709987015,,,1,2.1070524998940527,,,,,,,,,,,,,,,,,,,,,93.4702877998352,99.47152779996395,Flasche,gut,"['Flasche', 'gut']",restudy_diff,1,"['Tasche', 'Fahrrad', 'Bürste', 'Socke', 'Lampe', 'Flasche', 'Brille', 'Kiste', 'Vase', 'Uhr', 'Telefon', 'Schere', 'Blume', 'Löffel', 'Eimer', 'Kerze', 'Jacke', 'Hammer', 'Würfel', 'Schlüssel', 'Stift', 'Tasse']","['praktisch', 'glänzend', 'zart', 'hübsch', 'breit', 'gut']",1,2.1070524998940527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-10_13h40.27.726,watkins1,2023.2.3,99.72565451617996,84,2024-01-10 13h40.44.718837 +0000,
