Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,207.7538451999426,,,,,,,,,,,,207.74494309991132,208.23597099992912,,,1,1.1794000000227243,,,,,,,,,,,,,,,,,,,,,208.23598199989647,214.23697549989447,Hammer,winzig,"['Hammer', 'winzig']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig']",1,1.1794000000227243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,214.24640099995304,,,,,,,,,,,,214.2375047999667,214.72844449989498,,,1,1.2706151000456885,,,,,,,,,,,,,,,,,,,,,214.72845539997797,220.7307468999643,Jacke,breit,"['Jacke', 'breit']",restudy,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit']",1,1.2706151000456885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,220.7401326999534,,,,,,,,,,,,220.73126649996266,221.22228399990126,,,2,3.248830399941653,,,,,,,,,,,,,,,,,,,,,221.22229489998426,227.22948270000052,Vase,strahlend,"['Vase', 'strahlend']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend']",2,3.248830399941653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,227.23890999995638,,,,,,,,,,,,227.2300138999708,227.7208502999274,,,3,4.278534399927594,,,,,,,,,,,,,,,,,,,,,227.72086099989247,233.72402239998337,Eimer,hohl,"['Eimer', 'hohl']",restudy,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl']",3,4.278534399927594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,233.73343989998102,,,,,,,,,,,,233.7245547999628,234.2155784999486,,,1,2.2323347999481484,,,,,,,,,,,,,,,,,,,,,234.21559009992052,240.2260848999722,Hut,flauschig,"['Hut', 'flauschig']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig']",1,2.2323347999481484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,240.2355782999657,,,,,,,,,,,,240.22660890000407,240.7177147999173,,,2,3.3460850999690592,,,,,,,,,,,,,,,,,,,,,240.7177257000003,246.71964759996627,Schlüssel,praktisch,"['Schlüssel', 'praktisch']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch']",2,3.3460850999690592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,246.7290738999145,,,,,,,,,,,,246.7201672999654,247.21108629996888,,,2,2.0210281000472605,,,,,,,,,,,,,,,,,,,,,247.21109719993547,253.2145394999534,Stift,robust,"['Stift', 'robust']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust']",2,2.0210281000472605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,253.22380349994637,,,,,,,,,,,,253.2150666998932,253.70603109989315,,,2,4.582178000011481,,,,,,,,,,,,,,,,,,,,,253.70604169997387,259.711668199976,Kamera,nachhaltig,"['Kamera', 'nachhaltig']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig']",2,4.582178000011481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,259.7210823999485,,,,,,,,,,,,259.7121929998975,260.2030979999108,,,2,3.532554000033997,,,,,,,,,,,,,,,,,,,,,260.2031096999999,266.20729349995963,Brille,hässlich,"['Brille', 'hässlich']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig', 'hässlich']",2,3.532554000033997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,266.2168138999259,,,,,,,,,,,,266.2078225999139,266.69929389993194,,,1,2.275728900101967,,,,,,,,,,,,,,,,,,,,,266.6993053999031,272.7012695999583,Geige,schwer,"['Geige', 'schwer']",restudy,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig', 'hässlich', 'schwer']",1,2.275728900101967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,272.71065719996113,,,,,,,,,,,,272.70180999999866,273.1928076999029,,,1,3.238919800030999,,,,,,,,,,,,,,,,,,,,,273.1928183999844,279.1979216999607,Tasse,sportlich,"['Tasse', 'sportlich']",restudy,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig', 'hässlich', 'schwer', 'sportlich']",1,3.238919800030999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,279.2074567999225,,,,,,,,,,,,279.19845169992186,279.6895189998904,,,2,3.4303483999101445,,,,,,,,,,,,,,,,,,,,,279.6895294999704,285.695572800003,Kette,schlicht,"['Kette', 'schlicht']",test_sub,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig', 'hässlich', 'schwer', 'sportlich', 'schlicht']",2,3.4303483999101445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,285.70513509993907,,,,,,,,,,,,285.6960976999253,286.1871795000043,,,2,2.6684380000224337,,,,,,,,,,,,,,,,,,,,,286.1871905999724,292.1908408999443,Blume,blass,"['Blume', 'blass']",restudy,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig', 'hässlich', 'schwer', 'sportlich', 'schlicht', 'blass']",2,2.6684380000224337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,292.20022020000033,,,,,,,,,,,,292.1913650999777,292.6823443999747,,,1,3.5978112999582663,,,,,,,,,,,,,,,,,,,,,292.68235479993746,298.6829631999135,Kiste,niedlich,"['Kiste', 'niedlich']",restudy,2,"['Socke', 'Schere', 'Trommel', 'Kerze', 'Flasche', 'Buch', 'Lampe', 'Löffel', 'Ring', 'Rucksack', 'Telefon', 'Tasche', 'Würfel', 'Bürste', 'Uhr', 'Fahrrad', 'Hammer', 'Jacke', 'Vase', 'Eimer', 'Hut', 'Schlüssel', 'Stift', 'Kamera', 'Brille', 'Geige', 'Tasse', 'Kette', 'Blume', 'Kiste']","['glatt', 'klobig', 'glänzend', 'biegsam', 'kratzig', 'kaputt', 'rustikal', 'zart', 'flach', 'schmutzig', 'durchsichtig', 'gestreift', 'gepunktet', 'kurz', 'verspielt', 'matt', 'winzig', 'breit', 'strahlend', 'hohl', 'flauschig', 'praktisch', 'robust', 'nachhaltig', 'hässlich', 'schwer', 'sportlich', 'schlicht', 'blass', 'niedlich']",1,3.5978112999582663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,298.69249919999857,,,,,,,,,,,,298.68381349998526,299.17456659988966,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Buch,kaputt,"['Buch', 'kaputt']",restudy,2,,,,,,298.68373689998407,298.6837863998953,"['Buch', 'Hut', 'Schere', 'Tasche', 'Tasse', 'Flasche', 'Kerze', 'Schlüssel', 'Telefon', 'Rucksack', 'Uhr', 'Eimer', 'Stift', 'Geige', 'Socke', 'Brille', 'Trommel', 'Hammer', 'Vase', 'Kette', 'Löffel', 'Würfel', 'Kamera', 'Fahrrad', 'Lampe', 'Blume', 'Bürste', 'Ring', 'Kiste', 'Jacke']",299.1745776999742,299.17728529998567,None,299.17746829998214,305.1810987999197,None,305.1812958999071,305.18392270000186,None,305.1840863999678,305.18514239997603,305.18515479995403,305.18633509997744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,305.19061749998946,,,,,,,,,,,,305.18662539997604,305.68268519989215,,,[],[],,,,,,,,,,,,0.10936389991547912,3.172089400002733,,,,,hut,,,,,Hut,flauschig,"['Hut', 'flauschig']",test_sub,2,,,,,,305.1865596999414,305.18659800000023,"['Buch', 'Hut', 'Schere', 'Tasche', 'Tasse', 'Flasche', 'Kerze', 'Schlüssel', 'Telefon', 'Rucksack', 'Uhr', 'Eimer', 'Stift', 'Geige', 'Socke', 'Brille', 'Trommel', 'Hammer', 'Vase', 'Kette', 'Löffel', 'Würfel', 'Kamera', 'Fahrrad', 'Lampe', 'Blume', 'Bürste', 'Ring', 'Kiste', 'Jacke']",305.6826961999759,305.68523009994533,None,305.68535349995364,305.686735700001,None,305.68684549990576,305.68813919997774,None,305.68824839999434,305.68927569990046,305.689288900001,311.69363369990606,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,311.7033862998942,,,,,,,,,,,,311.6939213000005,312.1856048000045,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Schere,klobig,"['Schere', 'klobig']",restudy,2,,,,,,311.6938544999575,311.6938922998961,"['Buch', 'Hut', 'Schere', 'Tasche', 'Tasse', 'Flasche', 'Kerze', 'Schlüssel', 'Telefon', 'Rucksack', 'Uhr', 'Eimer', 'Stift', 'Geige', 'Socke', 'Brille', 'Trommel', 'Hammer', 'Vase', 'Kette', 'Löffel', 'Würfel', 'Kamera', 'Fahrrad', 'Lampe', 'Blume', 'Bürste', 'Ring', 'Kiste', 'Jacke']",312.1856153999688,312.18840489990544,None,312.1885280999122,318.19357010000385,1,318.1939461999573,318.1966787999263,None,318.1967941999901,318.1979791999329,318.19799139990937,318.1994750999147,,4.315512600005604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,318.20310839999,,,,,,,,,,,,318.19975809997413,318.6951043999288,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Tasche,gestreift,"['Tasche', 'gestreift']",restudy,2,,,,,,318.1996923999395,318.1997316000052,"['Buch', 'Hut', 'Schere', 'Tasche', 'Tasse', 'Flasche', 'Kerze', 'Schlüssel', 'Telefon', 'Rucksack', 'Uhr', 'Eimer', 'Stift', 'Geige', 'Socke', 'Brille', 'Trommel', 'Hammer', 'Vase', 'Kette', 'Löffel', 'Würfel', 'Kamera', 'Fahrrad', 'Lampe', 'Blume', 'Bürste', 'Ring', 'Kiste', 'Jacke']",318.6951155998977,318.69779509992804,None,318.6979180999333,324.70501349994447,None,324.7051562999841,324.70790119993035,None,324.7080180000048,324.7091930999886,324.7092052999651,324.7110342999222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,324.7144472999498,,,,,,,,,,,,324.71132619993296,325.2064342999365,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Tasse,sportlich,"['Tasse', 'sportlich']",restudy,2,,,,,,324.71125920000486,324.7112989999587,"['Buch', 'Hut', 'Schere', 'Tasche', 'Tasse', 'Flasche', 'Kerze', 'Schlüssel', 'Telefon', 'Rucksack', 'Uhr', 'Eimer', 'Stift', 'Geige', 'Socke', 'Brille', 'Trommel', 'Hammer', 'Vase', 'Kette', 'Löffel', 'Würfel', 'Kamera', 'Fahrrad', 'Lampe', 'Blume', 'Bürste', 'Ring', 'Kiste', 'Jacke']",325.2064451999031,325.20934589998797,None,325.20947089989204,331.21301549999043,1,331.21332129999064,331.2161821000045,None,331.2162964999443,331.2174606999615,331.2174726999365,331.2187186999945,,4.782496299943887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,331.22242299991194,,,,,,,,,,,,331.2190034999512,331.7146092999028,,,[],[],,,,,,,,,,,,None,None,,,,,,,,,,Flasche,kratzig,"['Flasche', 'kratzig']",restudy,2,,,,,,331.2189377999166,331.21897649997845,"['Buch', 'Hut', 'Schere', 'Tasche', 'Tasse', 'Flasche', 'Kerze', 'Schlüssel', 'Telefon', 'Rucksack', 'Uhr', 'Eimer', 'Stift', 'Geige', 'Socke', 'Brille', 'Trommel', 'Hammer', 'Vase', 'Kette', 'Löffel', 'Würfel', 'Kamera', 'Fahrrad', 'Lampe', 'Blume', 'Bürste', 'Ring', 'Kiste', 'Jacke']",331.71461979998276,331.71756359993014,None,331.7176889999537,337.7239700999344,1,337.72428169997875,337.7270201999927,None,337.7271357999416,337.728338399902,337.72835019999184,337.729538399959,,1.1855744000058621,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-22_13h03.28.318,watkins1,2023.2.3,99.82122025094071,5,2023-11-22 13h03.39.890667 +0000,
