Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11826769995968789,0.11833389999810606,0.11834240006282926,3.244112499989569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2441602000035346,6.344580600038171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7.358147899969481,,,,,,,,6.344596700044349,7.348163299961016,13.84277160000056,14.334042500006035,7.840157200000249,13.84260820003692,2,2.797997000045143,None,14.334052599966526,20.344375199987553,2,2.797997000045143,None,20.34467040002346,20.835871399962343,20.835883100051433,26.8406471000053,vergnügt,None,None,26.8408726999769,26.840895800036378,26.84090319997631,26.840990100055933,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.84111080004368,31.009022900019772,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,32.02139680006076,,,,,,,,31.009039800032042,32.01141050003935,32.01186880003661,32.503321600030176,,,3,2.07210800005123,,,,,,,,,,,,,,,,,,,,,32.50333249999676,38.50581380003132,Uhr,flach,"['Uhr', 'flach']",restudy,3,"['Uhr', 'Tasche', 'Kerze', 'Löffel', 'Kamera', 'Kette', 'Blume', 'Jacke', 'Ring', 'Bürste', 'Hammer', 'Flasche', 'Fahrrad', 'Eimer', 'Schlüssel', 'Telefon', 'Vase', 'Hut', 'Socke', 'Brille', 'Geige', 'Lampe', 'Kiste', 'Tasse', 'Stift', 'Buch', 'Würfel', 'Schere', 'Rucksack', 'Trommel']",['flach'],3,2.07210800005123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,38.51532520004548,,,,,,,,,,38.50647809996735,38.99733439995907,,,2,2.4188746999716386,,,,,,,,,,,,,,,,,,,,,38.99734590004664,45.00021259998903,Tasche,glänzend,"['Tasche', 'glänzend']",test_adj,3,"['Uhr', 'Tasche', 'Kerze', 'Löffel', 'Kamera', 'Kette', 'Blume', 'Jacke', 'Ring', 'Bürste', 'Hammer', 'Flasche', 'Fahrrad', 'Eimer', 'Schlüssel', 'Telefon', 'Vase', 'Hut', 'Socke', 'Brille', 'Geige', 'Lampe', 'Kiste', 'Tasse', 'Stift', 'Buch', 'Würfel', 'Schere', 'Rucksack', 'Trommel']","['flach', 'glänzend']",2,2.4188746999716386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,45.00960330001544,,,,,,,,,,45.00073650002014,45.49156660004519,,,1,2.373450899962336,,,,,,,,,,,,,,,,,,,,,45.49157730001025,51.49794140004087,Kerze,schwer,"['Kerze', 'schwer']",test_adj,3,"['Uhr', 'Tasche', 'Kerze', 'Löffel', 'Kamera', 'Kette', 'Blume', 'Jacke', 'Ring', 'Bürste', 'Hammer', 'Flasche', 'Fahrrad', 'Eimer', 'Schlüssel', 'Telefon', 'Vase', 'Hut', 'Socke', 'Brille', 'Geige', 'Lampe', 'Kiste', 'Tasse', 'Stift', 'Buch', 'Würfel', 'Schere', 'Rucksack', 'Trommel']","['flach', 'glänzend', 'schwer']",1,2.373450899962336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,51.5074706999585,,,,,,,,,,51.49846889998298,51.98939200001769,,,1,1.427152800024487,,,,,,,,,,,,,,,,,,,,,51.98940239998046,57.99227599997539,Löffel,flauschig,"['Löffel', 'flauschig']",test_adj,3,"['Uhr', 'Tasche', 'Kerze', 'Löffel', 'Kamera', 'Kette', 'Blume', 'Jacke', 'Ring', 'Bürste', 'Hammer', 'Flasche', 'Fahrrad', 'Eimer', 'Schlüssel', 'Telefon', 'Vase', 'Hut', 'Socke', 'Brille', 'Geige', 'Lampe', 'Kiste', 'Tasse', 'Stift', 'Buch', 'Würfel', 'Schere', 'Rucksack', 'Trommel']","['flach', 'glänzend', 'schwer', 'flauschig']",1,1.427152800024487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,58.00170560006518,,,,,,,,,,57.992806400056,58.48375410004519,,,1,2.8537031000014395,,,,,,,,,,,,,,,,,,,,,58.48376490001101,64.48730989999603,Kamera,breit,"['Kamera', 'breit']",restudy,3,"['Uhr', 'Tasche', 'Kerze', 'Löffel', 'Kamera', 'Kette', 'Blume', 'Jacke', 'Ring', 'Bürste', 'Hammer', 'Flasche', 'Fahrrad', 'Eimer', 'Schlüssel', 'Telefon', 'Vase', 'Hut', 'Socke', 'Brille', 'Geige', 'Lampe', 'Kiste', 'Tasse', 'Stift', 'Buch', 'Würfel', 'Schere', 'Rucksack', 'Trommel']","['flach', 'glänzend', 'schwer', 'flauschig', 'breit']",1,2.8537031000014395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,64.49671680002939,,,,,,,,,,64.48784990003332,64.97889310005121,,,2,2.199149199994281,,,,,,,,,,,,,,,,,,,,,64.97890360001475,70.98072950006463,Kette,hässlich,"['Kette', 'hässlich']",restudy,3,"['Uhr', 'Tasche', 'Kerze', 'Löffel', 'Kamera', 'Kette', 'Blume', 'Jacke', 'Ring', 'Bürste', 'Hammer', 'Flasche', 'Fahrrad', 'Eimer', 'Schlüssel', 'Telefon', 'Vase', 'Hut', 'Socke', 'Brille', 'Geige', 'Lampe', 'Kiste', 'Tasse', 'Stift', 'Buch', 'Würfel', 'Schere', 'Rucksack', 'Trommel']","['flach', 'glänzend', 'schwer', 'flauschig', 'breit', 'hässlich']",2,2.199149199994281,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-04_09h19.59.808,watkins1,2023.2.3,99.76684487355958,39,2023-12-04 09h20.06.527777 +0000,
