Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11976560018956661,0.11983700003474951,0.11984550021588802,7.524912100052461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.524961200077087,72.7135235001333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,73.72692540008575,,,,,,,,72.7135421000421,73.71696570003405,80.21900430019014,80.71031650016084,74.2093778999988,80.21883470006287,2,3.592279300093651,None,80.71032750001177,86.71875340002589,2,3.592279300093651,None,86.71904780017212,87.21035860013217,87.21037050010636,93.21522650006227,verg,None,None,93.21544270007871,93.21546570002101,93.21547270007432,93.21555480011739,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.21567000006326,108.20924840006046,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,109.22331020003185,,,,,,,,108.20926490006968,109.21334540005773,109.21384300012141,109.70539310015738,,,1,2.5126139998901635,,,,,,,,,,,,,,,,,,,,,109.70540420012549,115.70907710003667,Rucksack,dunkel,"['Rucksack', 'dunkel']",restudy,3,"['Rucksack', 'Blume', 'Telefon', 'Hammer', 'Geige', 'Buch', 'Uhr', 'Flasche', 'Brille', 'Trommel', 'Fahrrad', 'Schlüssel', 'Tasche', 'Würfel', 'Ring', 'Kette', 'Tasse', 'Bürste', 'Kiste', 'Jacke', 'Löffel', 'Eimer', 'Kerze', 'Hut', 'Vase', 'Lampe', 'Kamera', 'Socke', 'Stift', 'Schere']",['dunkel'],1,2.5126139998901635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,115.71860380005091,,,,,,,,,,115.70972120016813,116.20056140003726,,,3,1.9394889001268893,,,,,,,,,,,,,,,,,,,,,116.2005722001195,122.20208980003372,Blume,bunt,"['Blume', 'bunt']",test_adj,3,"['Rucksack', 'Blume', 'Telefon', 'Hammer', 'Geige', 'Buch', 'Uhr', 'Flasche', 'Brille', 'Trommel', 'Fahrrad', 'Schlüssel', 'Tasche', 'Würfel', 'Ring', 'Kette', 'Tasse', 'Bürste', 'Kiste', 'Jacke', 'Löffel', 'Eimer', 'Kerze', 'Hut', 'Vase', 'Lampe', 'Kamera', 'Socke', 'Stift', 'Schere']","['dunkel', 'bunt']",3,1.9394889001268893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,122.21156250010245,,,,,,,,,,122.20262029999867,122.69488070020452,,,1,2.284296900033951,,,,,,,,,,,,,,,,,,,,,122.69489120016806,128.70059510017745,Telefon,schwer,"['Telefon', 'schwer']",restudy,3,"['Rucksack', 'Blume', 'Telefon', 'Hammer', 'Geige', 'Buch', 'Uhr', 'Flasche', 'Brille', 'Trommel', 'Fahrrad', 'Schlüssel', 'Tasche', 'Würfel', 'Ring', 'Kette', 'Tasse', 'Bürste', 'Kiste', 'Jacke', 'Löffel', 'Eimer', 'Kerze', 'Hut', 'Vase', 'Lampe', 'Kamera', 'Socke', 'Stift', 'Schere']","['dunkel', 'bunt', 'schwer']",1,2.284296900033951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,128.71007750020362,,,,,,,,,,128.70111280004494,129.19202530011535,,,2,2.811402600025758,,,,,,,,,,,,,,,,,,,,,129.19203620008193,135.19613100006245,Hammer,groß,"['Hammer', 'groß']",restudy,3,"['Rucksack', 'Blume', 'Telefon', 'Hammer', 'Geige', 'Buch', 'Uhr', 'Flasche', 'Brille', 'Trommel', 'Fahrrad', 'Schlüssel', 'Tasche', 'Würfel', 'Ring', 'Kette', 'Tasse', 'Bürste', 'Kiste', 'Jacke', 'Löffel', 'Eimer', 'Kerze', 'Hut', 'Vase', 'Lampe', 'Kamera', 'Socke', 'Stift', 'Schere']","['dunkel', 'bunt', 'schwer', 'groß']",2,2.811402600025758,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,135.20563300000504,,,,,,,,,,135.19665680010803,135.68765960005112,,,1,2.772239299956709,,,,,,,,,,,,,,,,,,,,,135.68767020013183,141.69209980010055,Geige,schlicht,"['Geige', 'schlicht']",restudy,3,"['Rucksack', 'Blume', 'Telefon', 'Hammer', 'Geige', 'Buch', 'Uhr', 'Flasche', 'Brille', 'Trommel', 'Fahrrad', 'Schlüssel', 'Tasche', 'Würfel', 'Ring', 'Kette', 'Tasse', 'Bürste', 'Kiste', 'Jacke', 'Löffel', 'Eimer', 'Kerze', 'Hut', 'Vase', 'Lampe', 'Kamera', 'Socke', 'Stift', 'Schere']","['dunkel', 'bunt', 'schwer', 'groß', 'schlicht']",1,2.772239299956709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,141.70160540007055,,,,,,,,,,141.69262840016745,142.18365290015936,,,2,3.8283742999192327,,,,,,,,,,,,,,,,,,,,,142.18366350000724,148.1847133000847,Buch,glänzend,"['Buch', 'glänzend']",test_adj,3,"['Rucksack', 'Blume', 'Telefon', 'Hammer', 'Geige', 'Buch', 'Uhr', 'Flasche', 'Brille', 'Trommel', 'Fahrrad', 'Schlüssel', 'Tasche', 'Würfel', 'Ring', 'Kette', 'Tasse', 'Bürste', 'Kiste', 'Jacke', 'Löffel', 'Eimer', 'Kerze', 'Hut', 'Vase', 'Lampe', 'Kamera', 'Socke', 'Stift', 'Schere']","['dunkel', 'bunt', 'schwer', 'groß', 'schlicht', 'glänzend']",2,3.8283742999192327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-30_09h55.53.301,watkins1,2023.2.3,99.73331331871356,101,2024-01-30 09h56.01.381190 +0000,
