Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,297.77430980000645,,,,,,,,,,,,297.7648427998647,298.25667400006205,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Eimer,lang,"['Eimer', 'lang']",restudy,2,,,,,,297.76477470016107,297.7648124997504,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",298.25668449979275,298.25976209994406,None,298.25988959986717,304.2639847001992,1,1.5459359004162252,None,304.2642946001142,304.26682880008593,None,304.2669416000135,304.26808980014175,304.2681013997644,304.26944239996374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,304.2733930000104,,,,,,,,,,,,304.2697251001373,304.76558970008045,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Rucksack,kratzig,"['Rucksack', 'kratzig']",restudy,2,,,,,,304.26965739997104,304.26969570014626,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",304.76560109993443,304.76819679979235,None,304.76832190016285,310.7705986001529,1,1.5013178000226617,None,310.77089230017737,310.77360250009224,None,310.77371439989656,310.7749338997528,310.77494530007243,310.7761325999163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,310.78005659999326,,,,,,,,,,,,310.77641330007464,311.27196610020474,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Uhr,flach,"['Uhr', 'flach']",restudy,2,,,,,,310.776348200161,310.7763867001049,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",311.2719769999385,311.2744919001125,None,311.2746158000082,317.28307860018685,2,2.6353875999338925,None,317.2833781000227,317.2858385001309,None,317.2859506001696,317.28695400012657,317.2869655000977,317.2881009001285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,317.29250600002706,,,,,,,,,,,,317.2883812999353,317.7844635001384,,,[],[],,,,,,,,,,2.0770732001401484,None,,,,,Farbe,,,,,Würfel,bunt,"['Würfel', 'bunt']",test_sub,2,,,,,,317.28831569990143,317.28835419984534,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",317.78447479987517,317.78731370018795,None,317.78744149999693,317.7888973997906,None,,,317.78900879994035,317.7904468001798,None,317.790556400083,317.7917304998264,317.79174300003797,323.7945297001861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,323.8044293001294,,,,,,,,,,,,323.79480759985745,324.2863741000183,,,[],[],,,,,,,,,,1.8775352002121508,None,,,,,lang,,,,,Ring,breit,"['Ring', 'breit']",test_sub,2,,,,,,323.79474140005186,323.79477869998664,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",324.2863843999803,324.28878549998626,None,324.28890829999,324.29115149984136,None,,,324.29126359988004,324.29350910009816,None,324.29361699987203,324.29476970015094,324.29478169977665,330.2994196000509,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,330.3093356997706,,,,,,,,,,,,330.299698300194,330.79126439988613,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Lampe,niedlich,"['Lampe', 'niedlich']",restudy,2,,,,,,330.2996316999197,330.2996694999747,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",330.7912749000825,330.7939531998709,None,330.79407940013334,336.7978469999507,1,1.0512864999473095,None,336.79815299995244,336.80088219977915,None,336.80101090017706,336.802313500084,336.8023251998238,336.8038526000455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,336.80730069987476,,,,,,,,,,,,336.8041397999041,337.2993322000839,,,[],[],,,,,,,,,,2.8799191997386515,None,,,,,Ökonomisc,,,,,Buch,nachhaltig,"['Buch', 'nachhaltig']",test_sub,2,,,,,,336.80407320009544,336.8041127999313,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",337.29934359993786,337.30196599988267,None,337.3020934998058,337.3033949001692,None,,,337.3035069000907,337.30480709997937,None,337.3049167999998,337.30595490010455,337.305967300199,343.3088106000796,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,343.3185514002107,,,,,,,,,,,,343.3090870999731,343.8006071001291,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Flasche,gepunktet,"['Flasche', 'gepunktet']",test_sub,2,,,,,,343.3090212000534,343.3090590997599,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",343.80061790021136,343.8034240999259,None,343.8035510000773,343.8061683997512,None,,,343.8062784001231,343.8091078000143,None,343.8092171000317,343.8105561998673,343.81056950008497,349.81695620017126,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,349.82676269998774,,,,,,,,,,,,349.81723769987,350.3087025000714,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Vase,strahlend,"['Vase', 'strahlend']",restudy,2,,,,,,349.81717009982094,349.8172087999992,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",350.3087136000395,350.31137470016256,None,350.3115012999624,356.31285119988024,2,2.430028600152582,None,356.31316789984703,356.3158010998741,None,356.3159149000421,356.3169641997665,356.316975499969,356.31822060002014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,356.32211589999497,,,,,,,,,,,,356.3185021998361,356.8142491998151,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Stift,dick,"['Stift', 'dick']",test_sub,2,,,,,,356.3184366999194,356.3184751002118,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",356.8142602001317,356.8170264000073,None,356.8171530999243,356.8185768998228,None,,,356.8186873998493,356.8201005998999,None,356.82021200004965,356.8215330000967,356.8215454998426,362.8246802999638,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,362.83454559976235,,,,,,,,,,,,362.8249559001997,363.3166195000522,,,[],[],,,,,,,,,,4.468563899863511,None,,,,,hell,,,,,Socke,dunkel,"['Socke', 'dunkel']",test_sub,2,,,,,,362.8248908999376,362.8249272997491,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",363.3166304999031,363.31918889982626,None,363.31931259995326,363.3216722998768,None,,,363.32178189978004,363.3241233001463,None,363.3242315999232,363.3253711001016,363.3253831998445,369.3301808000542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,369.3399887001142,,,,,,,,,,,,369.3304606000893,369.8220214000903,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Tasche,blass,"['Tasche', 'blass']",restudy,2,,,,,,369.33039439981803,369.33043200010434,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",369.822031899821,369.82474050018936,None,369.8248641001992,375.8257785998285,1,3.4767144001089036,None,375.8260750998743,375.8287301999517,None,375.82884409977123,375.830013200175,375.83002470014617,375.8314940999262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,375.8351849000901,,,,,,,,,,,,375.8317778999917,376.32758639985695,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Bürste,sauber,"['Bürste', 'sauber']",test_sub,2,,,,,,375.83171179983765,375.83175029978156,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",376.32759679993615,376.3302505998872,None,376.33037499990314,376.33179769990966,None,,,376.33190899994224,376.333332600072,None,376.33344089984894,376.33488880004734,376.3349016001448,382.33816820010543,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,382.3479570001364,,,,,,,,,,,,382.3384429998696,382.829976900015,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Trommel,elegant,"['Trommel', 'elegant']",test_sub,2,,,,,,382.3383776000701,382.33841429976746,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",382.8299873000942,382.8326631998643,None,382.83279639994726,382.8353042001836,None,,,382.8354138000868,382.8379283999093,None,382.8380372999236,382.83921210002154,382.8392243999988,388.84456080012023,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,388.8543718000874,,,,,,,,,,,,388.84484460018575,389.33618270000443,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Schere,gut,"['Schere', 'gut']",test_sub,2,,,,,,388.8447782997973,388.8448148998432,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",389.33619369985536,389.33894640021026,None,389.33906950009987,389.3416287000291,None,,,389.3417364000343,389.34427159978077,None,389.3443943997845,389.34555219998583,389.3455642000772,395.35067979991436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,395.36046769982204,,,,,,,,,,,,395.35096090007573,395.8424488999881,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Schlüssel,hohl,"['Schlüssel', 'hohl']",restudy,2,,,,,,395.3508954998106,395.35093190008774,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",395.8424599999562,395.8450608998537,None,395.84518649987876,401.84895360004157,1,2.6244183001108468,None,401.8492692001164,401.85186009993777,None,401.85197599977255,401.85321940016,401.853230800014,401.85424230014905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,401.8584170998074,,,,,,,,,,,,401.8545216000639,402.35045270016417,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Telefon,zart,"['Telefon', 'zart']",restudy,2,,,,,,401.8544576000422,401.85449510021135,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",402.3504630001262,402.3529646000825,None,402.353085400071,408.3614815999754,1,2.324829100165516,None,408.361779499799,408.36447269981727,None,408.36459359992296,408.3658024999313,408.36581410001963,408.3668514001183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,408.3711898000911,,,,,,,,,,,,408.36713520018384,408.86329329991713,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Tasse,groß,"['Tasse', 'groß']",restudy,2,,,,,,408.36706920014694,408.3671082002111,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",408.86330420011654,408.8658094997518,None,408.86593490000814,414.8761439998634,2,2.2437927001155913,None,414.87644700007513,414.8792463000864,None,414.8793624001555,414.8805109998211,414.88052270002663,414.8815468000248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,414.8856441001408,,,,,,,,,,,,414.8818276999518,415.3776365001686,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Fahrrad,flauschig,"['Fahrrad', 'flauschig']",test_sub,2,,,,,,414.8817627001554,414.88180080009624,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",415.3776471000165,415.38020600005984,None,415.38033120008186,415.38176660006866,None,,,415.3818781999871,415.38332069991156,None,415.38343069981784,415.38460480002686,415.3846171000041,421.3872835999355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,421.3971897000447,,,,,,,,,,,,421.387565900106,421.8789420998655,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Hut,nass,"['Hut', 'nass']",restudy,2,,,,,,421.3874952001497,421.3875318998471,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",421.8789527998306,421.88157460000366,None,421.8817012999207,427.8851737999357,2,2.964143800083548,None,427.88547379989177,427.88785760011524,None,427.88796930015087,427.8889814000577,427.8889929000288,427.89000550005585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,427.8947215001099,,,,,,,,,,,,427.890289099887,428.3867693999782,,,[],[],,,,,,,,,,None,None,,,,,,,,,,Jacke,kaputt,"['Jacke', 'kaputt']",test_sub,2,,,,,,427.89022420020774,427.8902624999173,"['Kamera', 'Kiste', 'Löffel', 'Blume', 'Hammer', 'Kerze', 'Geige', 'Kette', 'Brille', 'Eimer', 'Rucksack', 'Uhr', 'Würfel', 'Ring', 'Lampe', 'Buch', 'Flasche', 'Vase', 'Stift', 'Socke', 'Tasche', 'Bürste', 'Trommel', 'Schere', 'Schlüssel', 'Telefon', 'Tasse', 'Fahrrad', 'Hut', 'Jacke']",428.3867807001807,428.38930700020865,None,428.38943459978327,428.3910107999109,None,,,428.3911224999465,428.39251160016283,None,428.39261970017105,428.3937368001789,428.3937488999218,434.39623790001497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(9 x 5) - 9 = 36 ,Correct,button_correct,,,,,,,,,,,,,0,0,0,4,,,,,,,,,472.6502538002096,,,,,,,,,,471.61884950008243,472.6222643000074,,,,,['button_correct'],[5.676145599689335],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,472.63871630001813,472.6502538002096,478.3201176999137,[0.3],[-0.40555555555555556],[1],[0],[0],[5.676145599689335],['button_correct'],478.32079489994794,479.3237040997483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(6 x 3) + 10 = 27 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,1,1,8,,,,,,,,,479.33369340002537,,,,,,,,,,,,,,,,['button_incorrect'],[3.7325222003273666],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,479.32389539992437,479.33369340002537,483.059324500151,[-0.32314814814814813],[-0.41574074074074074],[1],[0],[0],[3.7325222003273666],['button_incorrect'],483.0597092001699,484.0629539000802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
