Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Schlüssel', 'Kerze', 'Rucksack', 'Lampe', 'Schere', 'Eimer', 'Socke', 'Brille', 'Geige', 'Blume', 'Bürste', 'Buch', 'Stift', 'Trommel', 'Kamera']","['Fahrrad', 'Flasche', 'Kette', 'Tasche', 'Hut', 'Jacke', 'Tasse', 'Kiste', 'Hammer', 'Ring', 'Löffel', 'Vase', 'Telefon', 'Würfel', 'Uhr']",0.11397770000621676,0.11404630006290972,0.1140542000066489,22.252167100086808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25221549998969,66.571521300124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,67.58382720011286,,,,,,,,,,66.57153800013475,67.57390550011769,74.07326370012015,74.56463819998316,68.06586749991402,74.07309860014357,1,1.714314900105819,None,74.56464860006236,80.57136719999835,1,1.714314900105819,None,80.57166550005786,80.57168980012648,80.5716967000626,80.57177509996109,,2.881776699796319,None,80.57193879992701,81.06281389994547,81.06282559991814,87.06745290011168,Hund,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0676148000639,90.190687000053,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,91.20412270002998,,,,,,,,,,90.19070279994048,91.19423189992085,91.19470959994942,91.68624219996855,,,1,3.540228100027889,,,,,,,,,,,,,,,,,,,,,91.68625220004469,97.69123540003784,Lampe,schlicht,"['Lampe', 'schlicht']",restudy,2,"['Lampe', 'Hut', 'Flasche', 'Tasse', 'Schere', 'Buch', 'Bürste', 'Rucksack', 'Kette', 'Löffel', 'Ring', 'Schlüssel', 'Kerze', 'Eimer', 'Trommel', 'Blume', 'Würfel', 'Vase', 'Telefon', 'Tasche', 'Kiste', 'Geige', 'Socke', 'Stift', 'Kamera', 'Hammer', 'Jacke', 'Uhr', 'Fahrrad', 'Brille']",['schlicht'],1,3.540228100027889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,97.70065689994954,,,,,,,,,,,,97.69189879996702,98.18246980011463,,,1,3.0780410000588745,,,,,,,,,,,,,,,,,,,,,98.18248039996251,104.1832533001434,Hut,gepunktet,"['Hut', 'gepunktet']",test_sub,2,"['Lampe', 'Hut', 'Flasche', 'Tasse', 'Schere', 'Buch', 'Bürste', 'Rucksack', 'Kette', 'Löffel', 'Ring', 'Schlüssel', 'Kerze', 'Eimer', 'Trommel', 'Blume', 'Würfel', 'Vase', 'Telefon', 'Tasche', 'Kiste', 'Geige', 'Socke', 'Stift', 'Kamera', 'Hammer', 'Jacke', 'Uhr', 'Fahrrad', 'Brille']","['schlicht', 'gepunktet']",1,3.0780410000588745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,104.19268839992583,,,,,,,,,,,,104.18378360010684,104.67471510008909,,,2,2.8582911000121385,,,,,,,,,,,,,,,,,,,,,104.67472460004501,110.68443399993703,Flasche,dunkel,"['Flasche', 'dunkel']",test_sub,2,"['Lampe', 'Hut', 'Flasche', 'Tasse', 'Schere', 'Buch', 'Bürste', 'Rucksack', 'Kette', 'Löffel', 'Ring', 'Schlüssel', 'Kerze', 'Eimer', 'Trommel', 'Blume', 'Würfel', 'Vase', 'Telefon', 'Tasche', 'Kiste', 'Geige', 'Socke', 'Stift', 'Kamera', 'Hammer', 'Jacke', 'Uhr', 'Fahrrad', 'Brille']","['schlicht', 'gepunktet', 'dunkel']",2,2.8582911000121385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,110.69387500011362,,,,,,,,,,,,110.68495919997804,111.17590290005319,,,2,2.7481201998889446,,,,,,,,,,,,,,,,,,,,,111.1759132000152,117.17729280004278,Tasse,glänzend,"['Tasse', 'glänzend']",test_sub,2,"['Lampe', 'Hut', 'Flasche', 'Tasse', 'Schere', 'Buch', 'Bürste', 'Rucksack', 'Kette', 'Löffel', 'Ring', 'Schlüssel', 'Kerze', 'Eimer', 'Trommel', 'Blume', 'Würfel', 'Vase', 'Telefon', 'Tasche', 'Kiste', 'Geige', 'Socke', 'Stift', 'Kamera', 'Hammer', 'Jacke', 'Uhr', 'Fahrrad', 'Brille']","['schlicht', 'gepunktet', 'dunkel', 'glänzend']",2,2.7481201998889446,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,117.18678400013596,,,,,,,,,,,,117.17782330000773,117.6687253001146,,,3,2.1688773999921978,,,,,,,,,,,,,,,,,,,,,117.6687354000751,123.67813690006733,Schere,lang,"['Schere', 'lang']",restudy,2,"['Lampe', 'Hut', 'Flasche', 'Tasse', 'Schere', 'Buch', 'Bürste', 'Rucksack', 'Kette', 'Löffel', 'Ring', 'Schlüssel', 'Kerze', 'Eimer', 'Trommel', 'Blume', 'Würfel', 'Vase', 'Telefon', 'Tasche', 'Kiste', 'Geige', 'Socke', 'Stift', 'Kamera', 'Hammer', 'Jacke', 'Uhr', 'Fahrrad', 'Brille']","['schlicht', 'gepunktet', 'dunkel', 'glänzend', 'lang']",3,2.1688773999921978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,123.6877083000727,,,,,,,,,,,,123.67866869992577,124.16974289994687,,,1,1.9232573001645505,,,,,,,,,,,,,,,,,,,,,124.16975330002606,130.17162350006402,Buch,nass,"['Buch', 'nass']",restudy,2,"['Lampe', 'Hut', 'Flasche', 'Tasse', 'Schere', 'Buch', 'Bürste', 'Rucksack', 'Kette', 'Löffel', 'Ring', 'Schlüssel', 'Kerze', 'Eimer', 'Trommel', 'Blume', 'Würfel', 'Vase', 'Telefon', 'Tasche', 'Kiste', 'Geige', 'Socke', 'Stift', 'Kamera', 'Hammer', 'Jacke', 'Uhr', 'Fahrrad', 'Brille']","['schlicht', 'gepunktet', 'dunkel', 'glänzend', 'lang', 'nass']",1,1.9232573001645505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-06_13h58.49.290,watkins1,2023.2.3,99.74942952239807,50,2023-12-06 13h58.58.461084 +0000,
