Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Geige', 'Brille', 'Schere', 'Bürste', 'Kiste', 'Kamera', 'Schlüssel', 'Tasse', 'Fahrrad', 'Eimer', 'Socke', 'Flasche', 'Jacke', 'Kette', 'Telefon']","['Rucksack', 'Hut', 'Trommel', 'Blume', 'Buch', 'Stift', 'Vase', 'Kerze', 'Tasche', 'Ring', 'Lampe', 'Würfel', 'Uhr', 'Löffel', 'Hammer']",0.11749419989064336,0.11756199994124472,0.11757069989107549,4.2857142998836935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.285761999897659,46.21261029993184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,47.22668240009807,,,,,,,,,,46.21262810006738,47.21659539989196,53.71437110006809,54.205701200058684,47.7087302999571,53.71420629997738,2,1.995630200020969,None,54.20571219990961,60.215630300110206,2,1.995630200020969,None,60.215925199911,60.21594929997809,60.21595639991574,60.21603889996186,,2.510465599829331,5.030729699879885,60.216204799944535,60.706887000007555,60.70689869998023,66.7116229000967,Vergnüge,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.71177690010518,69.73320630006492,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,70.74704380007461,,,,,,,,,,69.73322249995545,70.73705759993754,70.73752019996755,71.22903120005503,,,3,1.7356423998717219,,,,,,,,,,,,,,,,,,,,,71.22904250002466,77.23470359994099,Brille,groß,"['Brille', 'groß']",restudy,2,"['Brille', 'Rucksack', 'Telefon', 'Trommel', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Bürste', 'Kamera', 'Schere', 'Buch', 'Eimer', 'Tasse', 'Blume', 'Geige', 'Lampe', 'Würfel', 'Schlüssel', 'Vase', 'Kiste', 'Kerze', 'Fahrrad', 'Flasche', 'Tasche', 'Kette', 'Hut', 'Ring', 'Jacke', 'Hammer']",['groß'],3,1.7356423998717219,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,77.24412250006571,,,,,,,,,,,,77.23536480008624,77.72601199988276,,,1,1.6314511999953538,,,,,,,,,,,,,,,,,,,,,77.72602239996195,83.73496809997596,Rucksack,kurz,"['Rucksack', 'kurz']",test_sub,2,"['Brille', 'Rucksack', 'Telefon', 'Trommel', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Bürste', 'Kamera', 'Schere', 'Buch', 'Eimer', 'Tasse', 'Blume', 'Geige', 'Lampe', 'Würfel', 'Schlüssel', 'Vase', 'Kiste', 'Kerze', 'Fahrrad', 'Flasche', 'Tasche', 'Kette', 'Hut', 'Ring', 'Jacke', 'Hammer']","['groß', 'kurz']",1,1.6314511999953538,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,83.74438529997133,,,,,,,,,,,,83.73549570003524,84.22653739992529,,,1,1.4834877999965101,,,,,,,,,,,,,,,,,,,,,84.22654840000905,90.22737300000153,Telefon,hohl,"['Telefon', 'hohl']",restudy,2,"['Brille', 'Rucksack', 'Telefon', 'Trommel', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Bürste', 'Kamera', 'Schere', 'Buch', 'Eimer', 'Tasse', 'Blume', 'Geige', 'Lampe', 'Würfel', 'Schlüssel', 'Vase', 'Kiste', 'Kerze', 'Fahrrad', 'Flasche', 'Tasche', 'Kette', 'Hut', 'Ring', 'Jacke', 'Hammer']","['groß', 'kurz', 'hohl']",1,1.4834877999965101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,90.2368439999409,,,,,,,,,,,,90.22790549998172,90.71885739988647,,,2,1.7280367999337614,,,,,,,,,,,,,,,,,,,,,90.71886870008893,96.72030450007878,Trommel,rustikal,"['Trommel', 'rustikal']",test_sub,2,"['Brille', 'Rucksack', 'Telefon', 'Trommel', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Bürste', 'Kamera', 'Schere', 'Buch', 'Eimer', 'Tasse', 'Blume', 'Geige', 'Lampe', 'Würfel', 'Schlüssel', 'Vase', 'Kiste', 'Kerze', 'Fahrrad', 'Flasche', 'Tasche', 'Kette', 'Hut', 'Ring', 'Jacke', 'Hammer']","['groß', 'kurz', 'hohl', 'rustikal']",2,1.7280367999337614,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,96.72969159996137,,,,,,,,,,,,96.72085330006666,97.21179779991508,,,3,1.4428910999558866,,,,,,,,,,,,,,,,,,,,,97.21180949988775,103.21487980009988,Socke,flauschig,"['Socke', 'flauschig']",restudy,2,"['Brille', 'Rucksack', 'Telefon', 'Trommel', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Bürste', 'Kamera', 'Schere', 'Buch', 'Eimer', 'Tasse', 'Blume', 'Geige', 'Lampe', 'Würfel', 'Schlüssel', 'Vase', 'Kiste', 'Kerze', 'Fahrrad', 'Flasche', 'Tasche', 'Kette', 'Hut', 'Ring', 'Jacke', 'Hammer']","['groß', 'kurz', 'hohl', 'rustikal', 'flauschig']",3,1.4428910999558866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,103.22438860009424,,,,,,,,,,,,103.21542569994926,103.70639199996367,,,1,2.0926200000103563,,,,,,,,,,,,,,,,,,,,,103.70640229992568,109.7082764999941,Stift,klobig,"['Stift', 'klobig']",test_sub,2,"['Brille', 'Rucksack', 'Telefon', 'Trommel', 'Socke', 'Stift', 'Löffel', 'Uhr', 'Bürste', 'Kamera', 'Schere', 'Buch', 'Eimer', 'Tasse', 'Blume', 'Geige', 'Lampe', 'Würfel', 'Schlüssel', 'Vase', 'Kiste', 'Kerze', 'Fahrrad', 'Flasche', 'Tasche', 'Kette', 'Hut', 'Ring', 'Jacke', 'Hammer']","['groß', 'kurz', 'hohl', 'rustikal', 'flauschig', 'klobig']",1,2.0926200000103563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-05_10h52.14.970,watkins1,2023.2.3,99.75629539599242,43,2023-12-05 10h52.23.165582 +0000,
