Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12012969999341294,0.12019450002117082,0.12020280002616346,5.3270885000238195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.327136200037785,45.108090199995786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,46.121710999985225,,,,,,,,45.10810680000577,46.11173170001712,52.61070630000904,53.10164770000847,46.60470460000215,52.61054249998415,1,3.784923700033687,None,53.1016585000325,59.1088560000062,1,3.784923700033687,None,59.10914570000023,59.600381700030994,59.60039269999834,65.60546059999615,vergnügt,None,None,65.60568290000083,65.60570650000591,65.60571360000176,65.60579649999272,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.60591470001964,70.84708179999143,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,71.86083640001016,,,,,,,,70.84709759999532,71.85085660003824,71.8513131000218,72.34286869998323,,,3,2.187591699999757,,,,,,,,,,,,,,,,,,,,,72.3428794000065,78.34872459998587,Flasche,sauber,"['Flasche', 'sauber']",test_adj,3,"['Flasche', 'Uhr', 'Buch', 'Blume', 'Fahrrad', 'Löffel', 'Hut', 'Schlüssel', 'Tasche', 'Brille', 'Würfel', 'Bürste', 'Kerze', 'Rucksack', 'Socke', 'Geige', 'Kiste', 'Eimer', 'Tasse', 'Trommel', 'Vase', 'Hammer', 'Kamera', 'Schere', 'Lampe', 'Jacke', 'Telefon', 'Kette', 'Ring', 'Stift']",['sauber'],3,2.187591699999757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,78.35814120003488,,,,,,,,,,78.3493596999906,78.8401937999879,,,1,3.571753300027922,,,,,,,,,,,,,,,,,,,,,78.84020420000888,84.8462581000058,Uhr,blass,"['Uhr', 'blass']",restudy,3,"['Flasche', 'Uhr', 'Buch', 'Blume', 'Fahrrad', 'Löffel', 'Hut', 'Schlüssel', 'Tasche', 'Brille', 'Würfel', 'Bürste', 'Kerze', 'Rucksack', 'Socke', 'Geige', 'Kiste', 'Eimer', 'Tasse', 'Trommel', 'Vase', 'Hammer', 'Kamera', 'Schere', 'Lampe', 'Jacke', 'Telefon', 'Kette', 'Ring', 'Stift']","['sauber', 'blass']",1,3.571753300027922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,84.85565849998966,,,,,,,,,,84.84679450001568,85.33769880002365,,,3,2.202112799976021,,,,,,,,,,,,,,,,,,,,,85.33770889998414,91.33917450002627,Buch,schlicht,"['Buch', 'schlicht']",restudy,3,"['Flasche', 'Uhr', 'Buch', 'Blume', 'Fahrrad', 'Löffel', 'Hut', 'Schlüssel', 'Tasche', 'Brille', 'Würfel', 'Bürste', 'Kerze', 'Rucksack', 'Socke', 'Geige', 'Kiste', 'Eimer', 'Tasse', 'Trommel', 'Vase', 'Hammer', 'Kamera', 'Schere', 'Lampe', 'Jacke', 'Telefon', 'Kette', 'Ring', 'Stift']","['sauber', 'blass', 'schlicht']",3,2.202112799976021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,91.34855669998797,,,,,,,,,,91.33969190000789,91.83076109999092,,,2,2.460981099982746,,,,,,,,,,,,,,,,,,,,,91.8307710000081,97.83245689998148,Blume,gestreift,"['Blume', 'gestreift']",test_adj,3,"['Flasche', 'Uhr', 'Buch', 'Blume', 'Fahrrad', 'Löffel', 'Hut', 'Schlüssel', 'Tasche', 'Brille', 'Würfel', 'Bürste', 'Kerze', 'Rucksack', 'Socke', 'Geige', 'Kiste', 'Eimer', 'Tasse', 'Trommel', 'Vase', 'Hammer', 'Kamera', 'Schere', 'Lampe', 'Jacke', 'Telefon', 'Kette', 'Ring', 'Stift']","['sauber', 'blass', 'schlicht', 'gestreift']",2,2.460981099982746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,97.84191820002161,,,,,,,,,,97.8329914000351,98.32396579999477,,,1,2.2484026000020094,,,,,,,,,,,,,,,,,,,,,98.32397640001727,104.33026060002157,Fahrrad,lang,"['Fahrrad', 'lang']",restudy,3,"['Flasche', 'Uhr', 'Buch', 'Blume', 'Fahrrad', 'Löffel', 'Hut', 'Schlüssel', 'Tasche', 'Brille', 'Würfel', 'Bürste', 'Kerze', 'Rucksack', 'Socke', 'Geige', 'Kiste', 'Eimer', 'Tasse', 'Trommel', 'Vase', 'Hammer', 'Kamera', 'Schere', 'Lampe', 'Jacke', 'Telefon', 'Kette', 'Ring', 'Stift']","['sauber', 'blass', 'schlicht', 'gestreift', 'lang']",1,2.2484026000020094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,104.33971020003082,,,,,,,,,,104.33079690003069,104.8217491999967,,,1,4.325228700006846,,,,,,,,,,,,,,,,,,,,,104.82175900001312,110.82526369998232,Löffel,rustikal,"['Löffel', 'rustikal']",restudy,3,"['Flasche', 'Uhr', 'Buch', 'Blume', 'Fahrrad', 'Löffel', 'Hut', 'Schlüssel', 'Tasche', 'Brille', 'Würfel', 'Bürste', 'Kerze', 'Rucksack', 'Socke', 'Geige', 'Kiste', 'Eimer', 'Tasse', 'Trommel', 'Vase', 'Hammer', 'Kamera', 'Schere', 'Lampe', 'Jacke', 'Telefon', 'Kette', 'Ring', 'Stift']","['sauber', 'blass', 'schlicht', 'gestreift', 'lang', 'rustikal']",1,4.325228700006846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-19_13h34.51.969,watkins1,2023.2.3,99.73768987536029,71,2023-12-19 13h35.00.146042 +0000,
