Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,scale_answer_6.rt,scale_answer_6.duration,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_4.rt,scale_answer_4.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11168209998868406,0.11175170005299151,0.11175979999825358,9.673731799935922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.673779400065541,35.59166719997302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,36.60533610009588,,,,,,,,35.591683000093326,36.59535539988428,43.096127399941906,43.587610099930316,37.08732579997741,43.09596340009011,1,2.9050563001073897,None,43.587621100014076,49.59057129989378,1,2.9050563001073897,None,49.59086530003697,49.590889299986884,49.59089610003866,49.59098539990373,,None,None,49.591149599989876,49.591169900028035,49.59117679996416,49.591250699944794,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.591361900093034,53.28180900006555,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,54.295703399926424,,,,,,,,53.28182470006868,54.285766599932685,54.286204000003636,54.7777333999984,,,2,2.154277400113642,,,,,,,,,,,,,,,,,,,,,54.77774460008368,60.7804552000016,Kette,klobig,"['Kette', 'klobig']",control,1,"['Kette', 'Kiste', 'Uhr', 'Buch', 'Vase', 'Telefon', 'Socke', 'Fahrrad', 'Brille', 'Tasse', 'Löffel', 'Flasche', 'Bürste', 'Lampe', 'Tasche', 'Eimer', 'Hammer', 'Stift', 'Blume', 'Trommel', 'Geige', 'Würfel']",['klobig'],2,2.154277400113642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,60.78988149994984,,,,,,,,,,60.7810509998817,61.272013700101525,,,2,2.9531678000930697,,,,,,,,,,,,,,,,,,,,,61.27202429994941,67.27473619999364,Kiste,gestreift,"['Kiste', 'gestreift']",restudy_diff,1,"['Kette', 'Kiste', 'Uhr', 'Buch', 'Vase', 'Telefon', 'Socke', 'Fahrrad', 'Brille', 'Tasse', 'Löffel', 'Flasche', 'Bürste', 'Lampe', 'Tasche', 'Eimer', 'Hammer', 'Stift', 'Blume', 'Trommel', 'Geige', 'Würfel']","['klobig', 'gestreift']",2,2.9531678000930697,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,67.28416740009561,,,,,,,,,,67.27519589988515,67.76625139988028,,,1,1.4346887001302093,,,,,,,,,,,,,,,,,,,,,67.76626219996251,73.76950819999911,Uhr,gepunktet,"['Uhr', 'gepunktet']",restudy_diff,1,"['Kette', 'Kiste', 'Uhr', 'Buch', 'Vase', 'Telefon', 'Socke', 'Fahrrad', 'Brille', 'Tasse', 'Löffel', 'Flasche', 'Bürste', 'Lampe', 'Tasche', 'Eimer', 'Hammer', 'Stift', 'Blume', 'Trommel', 'Geige', 'Würfel']","['klobig', 'gestreift', 'gepunktet']",1,1.4346887001302093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,73.77907179994509,,,,,,,,,,73.76997609995306,74.26106039993465,,,2,4.716512999963015,,,,,,,,,,,,,,,,,,,,,74.26107080001384,80.26540019991808,Buch,biegsam,"['Buch', 'biegsam']",control,1,"['Kette', 'Kiste', 'Uhr', 'Buch', 'Vase', 'Telefon', 'Socke', 'Fahrrad', 'Brille', 'Tasse', 'Löffel', 'Flasche', 'Bürste', 'Lampe', 'Tasche', 'Eimer', 'Hammer', 'Stift', 'Blume', 'Trommel', 'Geige', 'Würfel']","['klobig', 'gestreift', 'gepunktet', 'biegsam']",2,4.716512999963015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,80.27440400002524,,,,,,,,,,80.26586679997854,80.75672430009581,,,1,2.293521400075406,,,,,,,,,,,,,,,,,,,,,80.75673500006087,86.75725560006686,Vase,blass,"['Vase', 'blass']",control,1,"['Kette', 'Kiste', 'Uhr', 'Buch', 'Vase', 'Telefon', 'Socke', 'Fahrrad', 'Brille', 'Tasse', 'Löffel', 'Flasche', 'Bürste', 'Lampe', 'Tasche', 'Eimer', 'Hammer', 'Stift', 'Blume', 'Trommel', 'Geige', 'Würfel']","['klobig', 'gestreift', 'gepunktet', 'biegsam', 'blass']",1,2.293521400075406,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,86.76683470001444,,,,,,,,,,86.75773159996606,87.24887309991755,,,2,2.6812982000410557,,,,,,,,,,,,,,,,,,,,,87.2488845998887,93.24993539997377,Telefon,rustikal,"['Telefon', 'rustikal']",restudy_diff,1,"['Kette', 'Kiste', 'Uhr', 'Buch', 'Vase', 'Telefon', 'Socke', 'Fahrrad', 'Brille', 'Tasse', 'Löffel', 'Flasche', 'Bürste', 'Lampe', 'Tasche', 'Eimer', 'Hammer', 'Stift', 'Blume', 'Trommel', 'Geige', 'Würfel']","['klobig', 'gestreift', 'gepunktet', 'biegsam', 'blass', 'rustikal']",2,2.6812982000410557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-11-28_11h12.50.307,watkins1,2023.2.3,99.73659575809017,27,2023-11-28 11h12.56.893835 +0000,
