Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10646169999381527,0.10652729999856092,0.1065359999993234,4.995544299999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.995591799997783,32.17476009999518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,33.18850999999995,,,,,,,,32.17477549999603,33.17852209999546,39.67245179999736,40.16381549999642,33.67059809999773,39.67228819999582,2,2.908214400005818,None,40.16382619999786,46.174306299995806,2,2.908214400005818,None,46.17460819999542,46.665685099993425,46.665695399999095,52.67037419999542,vergnügt,None,None,52.670602999998664,52.67062889999943,52.67063619999681,52.6707180999947,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.670839599995816,58.407219999993686,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,59.420899999997346,,,,,,,,58.4072359999991,59.410938199995144,59.411421199998586,59.90296059999673,,,3,3.131890700002259,,,,,,,,,,,,,,,,,,,,,59.90298449999682,65.90727440000046,Vase,flach,"['Vase', 'flach']",test_adj,3,"['Vase', 'Bürste', 'Hut', 'Jacke', 'Tasse', 'Kamera', 'Buch', 'Tasche', 'Ring', 'Uhr', 'Rucksack', 'Kette', 'Telefon', 'Eimer', 'Geige', 'Schere', 'Hammer', 'Schlüssel', 'Fahrrad', 'Kerze', 'Blume', 'Socke', 'Würfel', 'Trommel', 'Lampe', 'Stift', 'Löffel', 'Brille', 'Kiste', 'Flasche']",['flach'],3,3.131890700002259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,65.91678499999398,,,,,,,,,,65.90794359999563,66.39892459999828,,,3,4.013663500001712,,,,,,,,,,,,,,,,,,,,,66.39893499999744,72.40113229999406,Bürste,niedlich,"['Bürste', 'niedlich']",test_adj,3,"['Vase', 'Bürste', 'Hut', 'Jacke', 'Tasse', 'Kamera', 'Buch', 'Tasche', 'Ring', 'Uhr', 'Rucksack', 'Kette', 'Telefon', 'Eimer', 'Geige', 'Schere', 'Hammer', 'Schlüssel', 'Fahrrad', 'Kerze', 'Blume', 'Socke', 'Würfel', 'Trommel', 'Lampe', 'Stift', 'Löffel', 'Brille', 'Kiste', 'Flasche']","['flach', 'niedlich']",3,4.013663500001712,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,72.41057729999739,,,,,,,,,,72.40166989999852,72.8928986999963,,,2,5.735178100003395,,,,,,,,,,,,,,,,,,,,,72.89290939999773,78.89804749999894,Hut,groß,"['Hut', 'groß']",restudy,3,"['Vase', 'Bürste', 'Hut', 'Jacke', 'Tasse', 'Kamera', 'Buch', 'Tasche', 'Ring', 'Uhr', 'Rucksack', 'Kette', 'Telefon', 'Eimer', 'Geige', 'Schere', 'Hammer', 'Schlüssel', 'Fahrrad', 'Kerze', 'Blume', 'Socke', 'Würfel', 'Trommel', 'Lampe', 'Stift', 'Löffel', 'Brille', 'Kiste', 'Flasche']","['flach', 'niedlich', 'groß']",2,5.735178100003395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,78.90759379999508,,,,,,,,,,78.89858039999672,79.38966639999853,,,3,4.214786799995636,,,,,,,,,,,,,,,,,,,,,79.38967679999769,85.3964194999935,Jacke,dunkel,"['Jacke', 'dunkel']",restudy,3,"['Vase', 'Bürste', 'Hut', 'Jacke', 'Tasse', 'Kamera', 'Buch', 'Tasche', 'Ring', 'Uhr', 'Rucksack', 'Kette', 'Telefon', 'Eimer', 'Geige', 'Schere', 'Hammer', 'Schlüssel', 'Fahrrad', 'Kerze', 'Blume', 'Socke', 'Würfel', 'Trommel', 'Lampe', 'Stift', 'Löffel', 'Brille', 'Kiste', 'Flasche']","['flach', 'niedlich', 'groß', 'dunkel']",3,4.214786799995636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,85.40588629999547,,,,,,,,,,85.39695509999729,85.88787359999696,,,1,3.0608712999965064,,,,,,,,,,,,,,,,,,,,,85.88788449999993,91.89076249999925,Tasse,flauschig,"['Tasse', 'flauschig']",restudy,3,"['Vase', 'Bürste', 'Hut', 'Jacke', 'Tasse', 'Kamera', 'Buch', 'Tasche', 'Ring', 'Uhr', 'Rucksack', 'Kette', 'Telefon', 'Eimer', 'Geige', 'Schere', 'Hammer', 'Schlüssel', 'Fahrrad', 'Kerze', 'Blume', 'Socke', 'Würfel', 'Trommel', 'Lampe', 'Stift', 'Löffel', 'Brille', 'Kiste', 'Flasche']","['flach', 'niedlich', 'groß', 'dunkel', 'flauschig']",1,3.0608712999965064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,91.90015449999919,,,,,,,,,,91.89130669999577,92.38231959999393,,,None,[],,,,,,,,,,,,,,,,,,,,,92.38233039999614,98.38373799999681,Kamera,blass,"['Kamera', 'blass']",test_adj,3,"['Vase', 'Bürste', 'Hut', 'Jacke', 'Tasse', 'Kamera', 'Buch', 'Tasche', 'Ring', 'Uhr', 'Rucksack', 'Kette', 'Telefon', 'Eimer', 'Geige', 'Schere', 'Hammer', 'Schlüssel', 'Fahrrad', 'Kerze', 'Blume', 'Socke', 'Würfel', 'Trommel', 'Lampe', 'Stift', 'Löffel', 'Brille', 'Kiste', 'Flasche']","['flach', 'niedlich', 'groß', 'dunkel', 'flauschig', 'blass']",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-14_11h11.25.218,watkins1,2023.2.3,99.7310254240786,66,2023-12-14 11h11.32.949396 +0000,
