Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,correct,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bürste', 'Trommel', 'Kerze', 'Geige', 'Socke', 'Stift', 'Brille', 'Löffel', 'Uhr', 'Jacke', 'Kette', 'Buch', 'Eimer', 'Tasse', 'Tasche']","['Fahrrad', 'Kiste', 'Kamera', 'Hammer', 'Lampe', 'Blume', 'Telefon', 'Vase', 'Schlüssel', 'Würfel', 'Schere', 'Hut', 'Rucksack', 'Ring', 'Flasche']",0.1019867000868544,0.10205370001494884,0.10206230008043349,7.435571700101718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.435620700009167,41.0159910999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,42.02965750009753,,,,,,,,,,41.01600880001206,42.01956790010445,48.517901300103404,49.009179100045,42.51166950003244,48.517727600061335,2,2.789482499938458,None,49.00918940000702,55.01349410007242,2,2.789482499938458,None,55.01378969999496,55.01381350005977,55.01382079999894,55.013901800033636,,2.801764399977401,4.90041680005379,55.01406640000641,55.50508750008885,55.50509850005619,61.5102117001079,capslockhcapsl,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.510367000009865,67.68553720007185,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,68.69930740003474,,,,,,,,,,67.68555560009554,68.68934210005682,68.6898190000793,69.18138530000579,,,1,2.2856891999254003,,,,,,,,,,,,,,,,,,,,,69.18139570008498,75.18653639999684,Socke,durchsichtig,"['Socke', 'durchsichtig']",restudy,2,"['Socke', 'Tasse', 'Hut', 'Telefon', 'Hammer', 'Löffel', 'Buch', 'Kerze', 'Uhr', 'Fahrrad', 'Ring', 'Geige', 'Jacke', 'Kette', 'Schlüssel', 'Stift', 'Vase', 'Würfel', 'Kamera', 'Rucksack', 'Flasche', 'Kiste', 'Blume', 'Trommel', 'Eimer', 'Brille', 'Lampe', 'Schere', 'Tasche', 'Bürste']",['durchsichtig'],1,2.2856891999254003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,75.19598060008138,,,,,,,,,,,,75.18720220006071,75.67809160007164,,,2,3.014419800019823,,,,,,,,,,,,,,,,,,,,,75.67810260003898,81.6803170000203,Tasse,gut,"['Tasse', 'gut']",restudy,2,"['Socke', 'Tasse', 'Hut', 'Telefon', 'Hammer', 'Löffel', 'Buch', 'Kerze', 'Uhr', 'Fahrrad', 'Ring', 'Geige', 'Jacke', 'Kette', 'Schlüssel', 'Stift', 'Vase', 'Würfel', 'Kamera', 'Rucksack', 'Flasche', 'Kiste', 'Blume', 'Trommel', 'Eimer', 'Brille', 'Lampe', 'Schere', 'Tasche', 'Bürste']","['durchsichtig', 'gut']",2,3.014419800019823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,81.68976630002726,,,,,,,,,,,,81.6808474001009,82.17181670002174,,,1,3.680291200056672,,,,,,,,,,,,,,,,,,,,,82.17182740010321,88.17701220000163,Hut,schmutzig,"['Hut', 'schmutzig']",test_sub,2,"['Socke', 'Tasse', 'Hut', 'Telefon', 'Hammer', 'Löffel', 'Buch', 'Kerze', 'Uhr', 'Fahrrad', 'Ring', 'Geige', 'Jacke', 'Kette', 'Schlüssel', 'Stift', 'Vase', 'Würfel', 'Kamera', 'Rucksack', 'Flasche', 'Kiste', 'Blume', 'Trommel', 'Eimer', 'Brille', 'Lampe', 'Schere', 'Tasche', 'Bürste']","['durchsichtig', 'gut', 'schmutzig']",1,3.680291200056672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,88.18631620006636,,,,,,,,,,,,88.1775494000176,88.66834720002953,,,2,2.3680171000305563,,,,,,,,,,,,,,,,,,,,,88.66835769999307,94.67342180002015,Telefon,kurz,"['Telefon', 'kurz']",test_sub,2,"['Socke', 'Tasse', 'Hut', 'Telefon', 'Hammer', 'Löffel', 'Buch', 'Kerze', 'Uhr', 'Fahrrad', 'Ring', 'Geige', 'Jacke', 'Kette', 'Schlüssel', 'Stift', 'Vase', 'Würfel', 'Kamera', 'Rucksack', 'Flasche', 'Kiste', 'Blume', 'Trommel', 'Eimer', 'Brille', 'Lampe', 'Schere', 'Tasche', 'Bürste']","['durchsichtig', 'gut', 'schmutzig', 'kurz']",2,2.3680171000305563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,94.68288030009717,,,,,,,,,,,,94.67394850007258,95.16487740003504,,,1,2.0406362999929115,,,,,,,,,,,,,,,,,,,,,95.16488779999781,101.16658350010403,Hammer,hohl,"['Hammer', 'hohl']",test_sub,2,"['Socke', 'Tasse', 'Hut', 'Telefon', 'Hammer', 'Löffel', 'Buch', 'Kerze', 'Uhr', 'Fahrrad', 'Ring', 'Geige', 'Jacke', 'Kette', 'Schlüssel', 'Stift', 'Vase', 'Würfel', 'Kamera', 'Rucksack', 'Flasche', 'Kiste', 'Blume', 'Trommel', 'Eimer', 'Brille', 'Lampe', 'Schere', 'Tasche', 'Bürste']","['durchsichtig', 'gut', 'schmutzig', 'kurz', 'hohl']",1,2.0406362999929115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,101.17605580005329,,,,,,,,,,,,101.16711220005527,101.65809860010631,,,1,3.0022629000013694,,,,,,,,,,,,,,,,,,,,,101.65810930007137,107.66192139999475,Löffel,lang,"['Löffel', 'lang']",restudy,2,"['Socke', 'Tasse', 'Hut', 'Telefon', 'Hammer', 'Löffel', 'Buch', 'Kerze', 'Uhr', 'Fahrrad', 'Ring', 'Geige', 'Jacke', 'Kette', 'Schlüssel', 'Stift', 'Vase', 'Würfel', 'Kamera', 'Rucksack', 'Flasche', 'Kiste', 'Blume', 'Trommel', 'Eimer', 'Brille', 'Lampe', 'Schere', 'Tasche', 'Bürste']","['durchsichtig', 'gut', 'schmutzig', 'kurz', 'hohl', 'lang']",1,3.0022629000013694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-11-23_10h46.57.551,watkins1,2023.2.3,99.77968642425476,11,2023-11-23 10h47.05.365681 +0000,
