Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10737959999823943,0.10744730004807934,0.10745599999791011,2.7506432000081986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.750690200016834,32.02415230002953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,33.03772650001338,,,,,,,,32.024167600029614,33.027737400028855,39.52741810004227,40.01865690003615,33.51976920000743,39.527251599996816,3,2.3520409999764524,None,40.01866750000045,46.024950300052296,3,2.3520409999764524,None,46.02524510002695,46.516250400047284,46.51626100001158,52.52091670001391,vergnügt,None,None,52.52113560005091,52.52115790004609,52.521164800040424,52.521245300013106,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.521362900035456,57.10365650005406,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,58.117360300035216,,,,,,,,57.10367160005262,58.10728160000872,58.10773899999913,58.599334400030784,,,2,2.8794603000278585,,,,,,,,,,,,,,,,,,,,,58.599344700051006,64.60153800004628,Kette,schlicht,"['Kette', 'schlicht']",restudy,3,"['Kette', 'Ring', 'Bürste', 'Vase', 'Kiste', 'Kerze', 'Trommel', 'Kamera', 'Uhr', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Socke', 'Rucksack', 'Tasse', 'Jacke', 'Hut', 'Buch', 'Schere', 'Lampe', 'Flasche', 'Blume', 'Löffel', 'Fahrrad', 'Geige', 'Tasche', 'Schlüssel', 'Hammer', 'Telefon']",['schlicht'],2,2.8794603000278585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,64.61102190002566,,,,,,,,,,64.60219679999864,65.09294450003654,,,1,2.218792400031816,,,,,,,,,,,,,,,,,,,,,65.09295400005067,71.09398460004013,Ring,kurz,"['Ring', 'kurz']",test_adj,3,"['Kette', 'Ring', 'Bürste', 'Vase', 'Kiste', 'Kerze', 'Trommel', 'Kamera', 'Uhr', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Socke', 'Rucksack', 'Tasse', 'Jacke', 'Hut', 'Buch', 'Schere', 'Lampe', 'Flasche', 'Blume', 'Löffel', 'Fahrrad', 'Geige', 'Tasche', 'Schlüssel', 'Hammer', 'Telefon']","['schlicht', 'kurz']",1,2.218792400031816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,71.10344980005175,,,,,,,,,,71.09451360005187,71.58529230003478,,,1,2.534732999978587,,,,,,,,,,,,,,,,,,,,,71.58530269999756,77.59570490004262,Bürste,strahlend,"['Bürste', 'strahlend']",restudy,3,"['Kette', 'Ring', 'Bürste', 'Vase', 'Kiste', 'Kerze', 'Trommel', 'Kamera', 'Uhr', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Socke', 'Rucksack', 'Tasse', 'Jacke', 'Hut', 'Buch', 'Schere', 'Lampe', 'Flasche', 'Blume', 'Löffel', 'Fahrrad', 'Geige', 'Tasche', 'Schlüssel', 'Hammer', 'Telefon']","['schlicht', 'kurz', 'strahlend']",1,2.534732999978587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,77.60515330004273,,,,,,,,,,77.59623840003042,78.08712720003678,,,2,2.1451752999564633,,,,,,,,,,,,,,,,,,,,,78.08713790000184,84.09685120003996,Vase,klobig,"['Vase', 'klobig']",restudy,3,"['Kette', 'Ring', 'Bürste', 'Vase', 'Kiste', 'Kerze', 'Trommel', 'Kamera', 'Uhr', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Socke', 'Rucksack', 'Tasse', 'Jacke', 'Hut', 'Buch', 'Schere', 'Lampe', 'Flasche', 'Blume', 'Löffel', 'Fahrrad', 'Geige', 'Tasche', 'Schlüssel', 'Hammer', 'Telefon']","['schlicht', 'kurz', 'strahlend', 'klobig']",2,2.1451752999564633,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,84.10633460001554,,,,,,,,,,84.09738050005399,84.58832740003709,,,2,3.148880199994892,,,,,,,,,,,,,,,,,,,,,84.58833860000595,90.59754530002829,Kiste,nass,"['Kiste', 'nass']",restudy,3,"['Kette', 'Ring', 'Bürste', 'Vase', 'Kiste', 'Kerze', 'Trommel', 'Kamera', 'Uhr', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Socke', 'Rucksack', 'Tasse', 'Jacke', 'Hut', 'Buch', 'Schere', 'Lampe', 'Flasche', 'Blume', 'Löffel', 'Fahrrad', 'Geige', 'Tasche', 'Schlüssel', 'Hammer', 'Telefon']","['schlicht', 'kurz', 'strahlend', 'klobig', 'nass']",2,3.148880199994892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,90.60701690003043,,,,,,,,,,90.59808330005035,91.08889390004333,,,1,2.8883886000257917,,,,,,,,,,,,,,,,,,,,,91.08890360000078,97.09760700003244,Kerze,durchsichtig,"['Kerze', 'durchsichtig']",restudy,3,"['Kette', 'Ring', 'Bürste', 'Vase', 'Kiste', 'Kerze', 'Trommel', 'Kamera', 'Uhr', 'Brille', 'Stift', 'Eimer', 'Würfel', 'Socke', 'Rucksack', 'Tasse', 'Jacke', 'Hut', 'Buch', 'Schere', 'Lampe', 'Flasche', 'Blume', 'Löffel', 'Fahrrad', 'Geige', 'Tasche', 'Schlüssel', 'Hammer', 'Telefon']","['schlicht', 'kurz', 'strahlend', 'klobig', 'nass', 'durchsichtig']",1,2.8883886000257917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-27_09h31.08.509,watkins1,2023.2.3,99.78098072905604,14,2023-11-27 09h31.17.389019 +0000,
