Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12447199993766844,0.12454909994266927,0.12455730000510812,7.500173900043592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.500221400056034,64.66529719997197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,65.67866460001096,,,,,,,,64.66531500010751,65.66868000011891,72.16213740012608,72.6534700000193,66.1607749001123,72.16195870004594,2,2.4247811001259834,None,72.65348029998131,78.65938240010291,2,2.4247811001259834,None,78.65967720001936,79.15112109994516,79.15113150002435,85.16091730003245,vergnü,None,None,85.16114680003375,85.1611697000917,85.161176700145,85.16126050008461,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.16137779993005,92.58244629995897,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,93.59613740001805,,,,,,,,92.58246390009299,93.58616519998759,93.58666469994932,94.07807549997233,,,1,2.8513009001035243,,,,,,,,,,,,,,,,,,,,,94.07808590005152,100.08363880007528,Kette,hässlich,"['Kette', 'hässlich']",test_adj,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']",['hässlich'],1,2.8513009001035243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,100.09310870012268,,,,,,,,,,100.08430210012011,100.5751384999603,,,1,2.420450600096956,,,,,,,,,,,,,,,,,,,,,100.5751489000395,106.58010590006597,Hut,niedlich,"['Hut', 'niedlich']",restudy,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich']",1,2.420450600096956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,106.58967859996483,,,,,,,,,,106.58063380001113,107.07160990010016,,,1,2.4678376000374556,,,,,,,,,,,,,,,,,,,,,107.07162000006065,113.07618550001644,Fahrrad,kratzig,"['Fahrrad', 'kratzig']",test_adj,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich', 'kratzig']",1,2.4678376000374556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,113.08566260011867,,,,,,,,,,113.07671310007572,113.56815219996497,,,1,1.9722619999665767,,,,,,,,,,,,,,,,,,,,,113.56816280004568,119.57816449995153,Buch,zart,"['Buch', 'zart']",restudy,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich', 'kratzig', 'zart']",1,1.9722619999665767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,119.58769279997796,,,,,,,,,,119.57868000003509,120.07008250011131,,,2,2.7586669998709112,,,,,,,,,,,,,,,,,,,,,120.07009289995767,126.07943719998002,Kiste,lang,"['Kiste', 'lang']",test_adj,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich', 'kratzig', 'zart', 'lang']",2,2.7586669998709112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,126.08891279995441,,,,,,,,,,126.07996569992974,126.5708244999405,,,3,2.111771299969405,,,,,,,,,,,,,,,,,,,,,126.57083530002274,132.57435579993762,Telefon,praktisch,"['Telefon', 'praktisch']",restudy,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich', 'kratzig', 'zart', 'lang', 'praktisch']",3,2.111771299969405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,132.58382229995914,,,,,,,,,,132.57489649998024,133.06594380014576,,,2,2.1782356998883188,,,,,,,,,,,,,,,,,,,,,133.06595410010777,139.07598370010965,Kerze,robust,"['Kerze', 'robust']",test_adj,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich', 'kratzig', 'zart', 'lang', 'praktisch', 'robust']",2,2.1782356998883188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,139.08550689998083,,,,,,,,,,139.0765019999817,139.5675687000621,,,2,2.364976700162515,,,,,,,,,,,,,,,,,,,,,139.56757930014282,145.5683458999265,Trommel,kalt,"['Trommel', 'kalt']",test_adj,3,"['Kette', 'Hut', 'Fahrrad', 'Buch', 'Kiste', 'Telefon', 'Kerze', 'Trommel', 'Tasse', 'Löffel', 'Uhr', 'Blume', 'Vase', 'Hammer', 'Bürste', 'Brille', 'Flasche', 'Schlüssel', 'Eimer', 'Rucksack', 'Geige', 'Stift', 'Kamera', 'Schere', 'Tasche', 'Lampe', 'Ring', 'Socke', 'Jacke', 'Würfel']","['hässlich', 'niedlich', 'kratzig', 'zart', 'lang', 'praktisch', 'robust', 'kalt']",2,2.364976700162515,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-30_09h03.53.426,watkins1,2023.2.3,99.75370810059486,33,2023-11-30 09h04.00.727406 +0000,
