Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11848200019448996,0.11855500005185604,0.11856359988451004,5.096936400048435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.096985999960452,45.09746589977294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,46.11116039985791,,,,,,,,45.097482999786735,46.10112900007516,52.59683959977701,53.08781549986452,46.59309069998562,52.59667500015348,3,3.9768172004260123,None,53.087826299946755,59.09421239979565,3,3.9768172004260123,None,59.09450569981709,59.58585170004517,59.58586309989914,65.59068789985031,vergnügt,None,None,65.59090820001438,65.59093159995973,65.59093890013173,65.5910260998644,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5911468998529,72.17961600003764,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,73.1930808997713,,,,,,,,72.17963430006057,73.18309349985793,73.18355959979817,73.67534160008654,,,3,2.8086156998761,,,,,,,,,,,,,,,,,,,,,73.6753523000516,79.67897999985144,Geige,hohl,"['Geige', 'hohl']",test_adj,3,"['Geige', 'Rucksack', 'Uhr', 'Flasche', 'Eimer', 'Vase', 'Tasche', 'Hut', 'Jacke', 'Trommel', 'Kerze', 'Buch', 'Tasse', 'Löffel', 'Schlüssel', 'Stift', 'Kamera', 'Würfel', 'Lampe', 'Hammer', 'Telefon', 'Kiste', 'Schere', 'Blume', 'Ring', 'Brille', 'Bürste', 'Socke', 'Kette', 'Fahrrad']",['hohl'],3,2.8086156998761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,79.6884186998941,,,,,,,,,,79.67963160015643,80.17047300003469,,,2,3.1379844998009503,,,,,,,,,,,,,,,,,,,,,80.17048399988562,86.17573580006137,Rucksack,niedlich,"['Rucksack', 'niedlich']",restudy,3,"['Geige', 'Rucksack', 'Uhr', 'Flasche', 'Eimer', 'Vase', 'Tasche', 'Hut', 'Jacke', 'Trommel', 'Kerze', 'Buch', 'Tasse', 'Löffel', 'Schlüssel', 'Stift', 'Kamera', 'Würfel', 'Lampe', 'Hammer', 'Telefon', 'Kiste', 'Schere', 'Blume', 'Ring', 'Brille', 'Bürste', 'Socke', 'Kette', 'Fahrrad']","['hohl', 'niedlich']",2,3.1379844998009503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,86.18522370001301,,,,,,,,,,86.17633830010891,86.6669756998308,,,3,1.8416090998798609,,,,,,,,,,,,,,,,,,,,,86.66698649991304,92.66936310008168,Uhr,glänzend,"['Uhr', 'glänzend']",restudy,3,"['Geige', 'Rucksack', 'Uhr', 'Flasche', 'Eimer', 'Vase', 'Tasche', 'Hut', 'Jacke', 'Trommel', 'Kerze', 'Buch', 'Tasse', 'Löffel', 'Schlüssel', 'Stift', 'Kamera', 'Würfel', 'Lampe', 'Hammer', 'Telefon', 'Kiste', 'Schere', 'Blume', 'Ring', 'Brille', 'Bürste', 'Socke', 'Kette', 'Fahrrad']","['hohl', 'niedlich', 'glänzend']",3,1.8416090998798609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,92.67887290008366,,,,,,,,,,92.66989810019732,93.16101690009236,,,1,3.5727098998613656,,,,,,,,,,,,,,,,,,,,,93.16102749994025,99.16173989977688,Flasche,kurz,"['Flasche', 'kurz']",restudy,3,"['Geige', 'Rucksack', 'Uhr', 'Flasche', 'Eimer', 'Vase', 'Tasche', 'Hut', 'Jacke', 'Trommel', 'Kerze', 'Buch', 'Tasse', 'Löffel', 'Schlüssel', 'Stift', 'Kamera', 'Würfel', 'Lampe', 'Hammer', 'Telefon', 'Kiste', 'Schere', 'Blume', 'Ring', 'Brille', 'Bürste', 'Socke', 'Kette', 'Fahrrad']","['hohl', 'niedlich', 'glänzend', 'kurz']",1,3.5727098998613656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,99.17115949979052,,,,,,,,,,99.16227950016037,99.65345939993858,,,3,1.4154217997565866,,,,,,,,,,,,,,,,,,,,,99.65346990013495,105.6554224002175,Eimer,schwer,"['Eimer', 'schwer']",test_adj,3,"['Geige', 'Rucksack', 'Uhr', 'Flasche', 'Eimer', 'Vase', 'Tasche', 'Hut', 'Jacke', 'Trommel', 'Kerze', 'Buch', 'Tasse', 'Löffel', 'Schlüssel', 'Stift', 'Kamera', 'Würfel', 'Lampe', 'Hammer', 'Telefon', 'Kiste', 'Schere', 'Blume', 'Ring', 'Brille', 'Bürste', 'Socke', 'Kette', 'Fahrrad']","['hohl', 'niedlich', 'glänzend', 'kurz', 'schwer']",3,1.4154217997565866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,105.66491710022092,,,,,,,,,,105.65597379999235,106.14693729998544,,,3,1.7387162996456027,,,,,,,,,,,,,,,,,,,,,106.14694730006158,112.14766310015693,Vase,elegant,"['Vase', 'elegant']",test_adj,3,"['Geige', 'Rucksack', 'Uhr', 'Flasche', 'Eimer', 'Vase', 'Tasche', 'Hut', 'Jacke', 'Trommel', 'Kerze', 'Buch', 'Tasse', 'Löffel', 'Schlüssel', 'Stift', 'Kamera', 'Würfel', 'Lampe', 'Hammer', 'Telefon', 'Kiste', 'Schere', 'Blume', 'Ring', 'Brille', 'Bürste', 'Socke', 'Kette', 'Fahrrad']","['hohl', 'niedlich', 'glänzend', 'kurz', 'schwer', 'elegant']",3,1.7387162996456027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2024-01-16_11h33.06.343,watkins1,2023.2.3,99.78605882654837,91,2024-01-16 11h33.12.220084 +0000,
