Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,correct,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_5.rt,scale_answer_5.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12481130007654428,0.12488080002367496,0.12488929997198284,10.30356950010173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.303619100013748,50.61994050000794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,51.63348429999314,,,,,,,,50.61995880003087,51.62349639995955,58.12499319994822,58.61621639993973,52.115552300121635,58.124818600015715,1,1.7887808000668883,None,58.616228100145236,64.6206859999802,1,1.7887808000668883,None,64.6209947001189,65.11230699997395,65.11231840006076,71.11760800005868,vergnügt,None,None,71.11782649997622,71.11785000003874,71.11785740009509,71.1179404000286,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11805799999274,81.88143680011854,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,82.89516740012914,,,,,,,,81.88145470013842,82.88522920012474,82.88569390005432,83.37735530012287,,,1,1.3198239000048488,,,,,,,,,,,,,,,,,,,,,83.37736589997075,89.38162939995527,Schlüssel,lustig,"['Schlüssel', 'lustig']",test_adj,3,"['Schlüssel', 'Kette', 'Geige', 'Eimer', 'Socke', 'Vase', 'Schere', 'Tasche', 'Jacke', 'Würfel', 'Bürste', 'Rucksack', 'Flasche', 'Blume', 'Buch', 'Ring', 'Hut', 'Brille', 'Telefon', 'Löffel', 'Kamera', 'Stift', 'Tasse', 'Hammer', 'Trommel', 'Lampe', 'Kiste', 'Fahrrad', 'Uhr', 'Kerze']",['lustig'],1,1.3198239000048488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,89.39110130001791,,,,,,,,,,89.38229060010053,89.87350260000676,,,1,1.8488116001244634,,,,,,,,,,,,,,,,,,,,,89.87351389997639,95.87708080001175,Kette,dunkel,"['Kette', 'dunkel']",test_adj,3,"['Schlüssel', 'Kette', 'Geige', 'Eimer', 'Socke', 'Vase', 'Schere', 'Tasche', 'Jacke', 'Würfel', 'Bürste', 'Rucksack', 'Flasche', 'Blume', 'Buch', 'Ring', 'Hut', 'Brille', 'Telefon', 'Löffel', 'Kamera', 'Stift', 'Tasse', 'Hammer', 'Trommel', 'Lampe', 'Kiste', 'Fahrrad', 'Uhr', 'Kerze']","['lustig', 'dunkel']",1,1.8488116001244634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,95.8866642001085,,,,,,,,,,95.8776046000421,96.36880660010502,,,1,2.9854957000352442,,,,,,,,,,,,,,,,,,,,,96.36881690006703,102.37051260005683,Geige,lang,"['Geige', 'lang']",restudy,3,"['Schlüssel', 'Kette', 'Geige', 'Eimer', 'Socke', 'Vase', 'Schere', 'Tasche', 'Jacke', 'Würfel', 'Bürste', 'Rucksack', 'Flasche', 'Blume', 'Buch', 'Ring', 'Hut', 'Brille', 'Telefon', 'Löffel', 'Kamera', 'Stift', 'Tasse', 'Hammer', 'Trommel', 'Lampe', 'Kiste', 'Fahrrad', 'Uhr', 'Kerze']","['lustig', 'dunkel', 'lang']",1,2.9854957000352442,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,102.37992650014348,,,,,,,,,,102.37104979995638,102.86190879996866,,,3,4.148500599898398,,,,,,,,,,,,,,,,,,,,,102.86191940004937,108.86437959992327,Eimer,schlicht,"['Eimer', 'schlicht']",restudy,3,"['Schlüssel', 'Kette', 'Geige', 'Eimer', 'Socke', 'Vase', 'Schere', 'Tasche', 'Jacke', 'Würfel', 'Bürste', 'Rucksack', 'Flasche', 'Blume', 'Buch', 'Ring', 'Hut', 'Brille', 'Telefon', 'Löffel', 'Kamera', 'Stift', 'Tasse', 'Hammer', 'Trommel', 'Lampe', 'Kiste', 'Fahrrad', 'Uhr', 'Kerze']","['lustig', 'dunkel', 'lang', 'schlicht']",3,4.148500599898398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,108.87383499997668,,,,,,,,,,108.8649150999263,109.35594559996389,,,1,1.9659690998960286,,,,,,,,,,,,,,,,,,,,,109.35595640004613,115.36266510002315,Socke,glänzend,"['Socke', 'glänzend']",restudy,3,"['Schlüssel', 'Kette', 'Geige', 'Eimer', 'Socke', 'Vase', 'Schere', 'Tasche', 'Jacke', 'Würfel', 'Bürste', 'Rucksack', 'Flasche', 'Blume', 'Buch', 'Ring', 'Hut', 'Brille', 'Telefon', 'Löffel', 'Kamera', 'Stift', 'Tasse', 'Hammer', 'Trommel', 'Lampe', 'Kiste', 'Fahrrad', 'Uhr', 'Kerze']","['lustig', 'dunkel', 'lang', 'schlicht', 'glänzend']",1,1.9659690998960286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,115.37211779993959,,,,,,,,,,115.36319730011746,115.854116700124,,,1,2.6520359001588076,,,,,,,,,,,,,,,,,,,,,115.85412740008906,121.85675249993801,Vase,niedlich,"['Vase', 'niedlich']",restudy,3,"['Schlüssel', 'Kette', 'Geige', 'Eimer', 'Socke', 'Vase', 'Schere', 'Tasche', 'Jacke', 'Würfel', 'Bürste', 'Rucksack', 'Flasche', 'Blume', 'Buch', 'Ring', 'Hut', 'Brille', 'Telefon', 'Löffel', 'Kamera', 'Stift', 'Tasse', 'Hammer', 'Trommel', 'Lampe', 'Kiste', 'Fahrrad', 'Uhr', 'Kerze']","['lustig', 'dunkel', 'lang', 'schlicht', 'glänzend', 'niedlich']",1,2.6520359001588076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-12-05_10h02.04.226,watkins1,2023.2.3,99.72893668300219,42,2023-12-05 10h02.17.161804 +0000,
