Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10978439962491393,0.10986049985513091,0.10986860003322363,9.402319699991494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.402367699891329,53.37007029959932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,54.383670799899846,,,,,,,,53.370086199603975,54.3737152996473,60.87100399984047,61.3622955000028,54.86594759998843,60.870821999851614,2,3.4490110999904573,None,61.362305499613285,67.36540400004014,2,3.4490110999904573,None,67.36569539969787,67.36571999965236,67.36572699993849,67.3658049996011,,None,None,67.36596229998395,67.36599209997803,67.36599899968132,67.36607049964368,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3661799998954,71.45888899965212,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,72.4724713996984,,,,,,,,71.45890509989113,72.46249429974705,72.46294059976935,72.95511999959126,,,1,2.617765000090003,,,,,,,,,,,,,,,,,,,,,72.95513110002503,78.9646528000012,Hut,matt,"['Hut', 'matt']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']",['matt'],1,2.617765000090003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,78.97406739974394,,,,,,,,,,78.96523319976404,79.4560701996088,,,2,3.814650199841708,,,,,,,,,,,,,,,,,,,,,79.45608099969104,85.46334169991314,Blume,schwer,"['Blume', 'schwer']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer']",2,3.814650199841708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,85.47273479960859,,,,,,,,,,85.46382179995999,85.95481649972498,,,3,2.676924599800259,,,,,,,,,,,,,,,,,,,,,85.95482799969614,91.96489749988541,Ring,sportlich,"['Ring', 'sportlich']",control,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich']",3,2.676924599800259,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,91.97430929960683,,,,,,,,,,91.96537650004029,92.45642279973254,,,1,2.728345100302249,,,,,,,,,,,,,,,,,,,,,92.45643339958042,98.46419780002907,Schlüssel,lustig,"['Schlüssel', 'lustig']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig']",1,2.728345100302249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,98.47300109965727,,,,,,,,,,98.46471560001373,98.95562919974327,,,2,3.0447328998707235,,,,,,,,,,,,,,,,,,,,,98.95564009994268,104.96283059986308,Jacke,klobig,"['Jacke', 'klobig']",control,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig']",2,3.0447328998707235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,104.97229969967157,,,,,,,,,,104.96329799992964,105.45435949973762,,,1,3.338045900221914,,,,,,,,,,,,,,,,,,,,,105.45437079994008,111.461722899694,Kerze,flach,"['Kerze', 'flach']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach']",1,3.338045900221914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
