Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,111.47113729966804,,,,,,,,,,111.46221769973636,111.95320410002023,,,1,1.8328631999902427,,,,,,,,,,,,,,,,,,,,,111.9532162998803,117.96252479963005,Buch,winzig,"['Buch', 'winzig']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig']",1,1.8328631999902427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,117.97200409974903,,,,,,,,,,117.96299879997969,118.45400939974934,,,3,3.7551819998770952,,,,,,,,,,,,,,,,,,,,,118.45401959959418,124.45739719970152,Bürste,strahlend,"['Bürste', 'strahlend']",control,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend']",3,3.7551819998770952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,124.46673019975424,,,,,,,,,,124.45788150001317,124.94888099981472,,,1,3.7321180002763867,,,,,,,,,,,,,,,,,,,,,124.94889199966565,130.9501578998752,Rucksack,verspielt,"['Rucksack', 'verspielt']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt']",1,3.7321180002763867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,130.95963619975373,,,,,,,,,,130.95063429977745,131.4418493998237,,,1,3.151843899860978,,,,,,,,,,,,,,,,,,,,,131.44185999967158,137.45178439980373,Brille,nachhaltig,"['Brille', 'nachhaltig']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig']",1,3.151843899860978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,137.4612372997217,,,,,,,,,,137.45224320003763,137.94316499959677,,,3,1.9140964997932315,,,,,,,,,,,,,,,,,,,,,137.94317629979923,143.9519476997666,Tasse,praktisch,"['Tasse', 'praktisch']",control,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch']",3,1.9140964997932315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,143.96132420003414,,,,,,,,,,143.95242409966886,144.44330139970407,,,1,1.7183882999233902,,,,,,,,,,,,,,,,,,,,,144.44331229990348,150.44936480000615,Kamera,glatt,"['Kamera', 'glatt']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt']",1,1.7183882999233902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,150.45878799958155,,,,,,,,,,150.44983509974554,150.94079079991207,,,3,1.6681980998255312,,,,,,,,,,,,,,,,,,,,,150.94080189988017,156.94192119967192,Schere,groß,"['Schere', 'groß']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß']",3,1.6681980998255312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,156.95136309973896,,,,,,,,,,156.9423934998922,157.43326959991828,,,1,1.5197620997205377,,,,,,,,,,,,,,,,,,,,,157.43328009964898,163.43651369959116,Geige,kurz,"['Geige', 'kurz']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz']",1,1.5197620997205377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,163.4459250997752,,,,,,,,,,163.4369884999469,163.927885199897,,,1,1.4166309996508062,,,,,,,,,,,,,,,,,,,,,163.9278962998651,169.93432129966095,Eimer,hübsch,"['Eimer', 'hübsch']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz', 'hübsch']",1,1.4166309996508062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,169.9437392000109,,,,,,,,,,169.9348063999787,170.42577069997787,,,1,2.7362631000578403,,,,,,,,,,,,,,,,,,,,,170.42578159971163,176.43491899967194,Telefon,breit,"['Telefon', 'breit']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz', 'hübsch', 'breit']",1,2.7362631000578403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,176.44436910003424,,,,,,,,,,176.43539409991354,176.92633249983191,,,3,1.8186432998627424,,,,,,,,,,,,,,,,,,,,,176.92634349968284,182.92744500003755,Lampe,robust,"['Lampe', 'robust']",control,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz', 'hübsch', 'breit', 'robust']",3,1.8186432998627424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,182.93686269968748,,,,,,,,,,182.9279147000052,183.41994549985975,,,3,1.7410799995996058,,,,,,,,,,,,,,,,,,,,,183.419956299942,189.42381649976596,Vase,gepunktet,"['Vase', 'gepunktet']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz', 'hübsch', 'breit', 'robust', 'gepunktet']",3,1.7410799995996058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,189.43317649979144,,,,,,,,,,189.4242856996134,189.9152690996416,,,2,1.9907022002153099,,,,,,,,,,,,,,,,,,,,,189.91528009995818,195.92491899989545,Kiste,dick,"['Kiste', 'dick']",control,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz', 'hübsch', 'breit', 'robust', 'gepunktet', 'dick']",2,1.9907022002153099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,195.93433459987864,,,,,,,,,,195.92540539987385,196.41637909971178,,,3,1.5054919002577662,,,,,,,,,,,,,,,,,,,,,196.41638930002227,202.41824049968272,Stift,neu,"['Stift', 'neu']",restudy_diff,1,"['Hut', 'Blume', 'Ring', 'Schlüssel', 'Jacke', 'Kerze', 'Buch', 'Bürste', 'Rucksack', 'Brille', 'Tasse', 'Kamera', 'Schere', 'Geige', 'Eimer', 'Telefon', 'Lampe', 'Vase', 'Kiste', 'Stift', 'Löffel', 'Tasche']","['matt', 'schwer', 'sportlich', 'lustig', 'klobig', 'flach', 'winzig', 'strahlend', 'verspielt', 'nachhaltig', 'praktisch', 'glatt', 'groß', 'kurz', 'hübsch', 'breit', 'robust', 'gepunktet', 'dick', 'neu']",3,1.5054919002577662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2024-01-09_08h31.20.277,watkins1,2023.2.3,99.76873584248791,76,2024-01-09 08h31.28.358415 +0000,
