Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,scale_answer_3.rt,scale_answer_3.duration,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,scale_answer_4.rt,scale_answer_4.duration,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,scale_answer_6.rt,scale_answer_6.duration,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,correct,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_continue_2.rt,key_continue_2.duration,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11235680000390857,0.11242540000239387,0.11243380000814795,3.118434400006663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1184817999601364,29.373852299991995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,30.38758370000869,,,,,,,,29.373868599999696,30.37759729998652,36.87705959996674,37.368254099972546,30.86962329997914,36.87689580000006,2,2.4015951000037603,None,37.36826580000343,43.37806979997549,2,2.4015951000037603,None,43.378372900013346,43.3783967999625,43.378403900016565,43.378485699999146,,None,None,43.37865199998487,43.37867239996558,43.37867919995915,43.37875239999266,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37886699999217,46.62751149997348,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,47.64104319998296,,,,,,,,46.627527499978896,47.63104820001172,47.63149529998191,48.12308900000062,,,1,2.230263000004925,,,,,,,,,,,,,,,,,,,,,48.12309979996644,54.126875999965705,Telefon,flauschig,"['Telefon', 'flauschig']",control,1,"['Telefon', 'Buch', 'Schlüssel', 'Kamera', 'Geige', 'Uhr', 'Schere', 'Ring', 'Jacke', 'Hammer', 'Blume', 'Tasse', 'Tasche', 'Kerze', 'Vase', 'Eimer', 'Stift', 'Fahrrad', 'Flasche', 'Rucksack', 'Brille', 'Hut']",['flauschig'],1,2.230263000004925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,54.136282599996775,,,,,,,,,,54.12747349997517,54.61835790000623,,,2,2.0530644999817014,,,,,,,,,,,,,,,,,,,,,54.61836939997738,60.619318999990355,Buch,lang,"['Buch', 'lang']",control,1,"['Telefon', 'Buch', 'Schlüssel', 'Kamera', 'Geige', 'Uhr', 'Schere', 'Ring', 'Jacke', 'Hammer', 'Blume', 'Tasse', 'Tasche', 'Kerze', 'Vase', 'Eimer', 'Stift', 'Fahrrad', 'Flasche', 'Rucksack', 'Brille', 'Hut']","['flauschig', 'lang']",2,2.0530644999817014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,60.6287611000007,,,,,,,,,,60.61979530000826,61.11082579998765,,,1,1.7589834000100382,,,,,,,,,,,,,,,,,,,,,61.1108368000132,67.1180342999869,Schlüssel,durchsichtig,"['Schlüssel', 'durchsichtig']",restudy_diff,1,"['Telefon', 'Buch', 'Schlüssel', 'Kamera', 'Geige', 'Uhr', 'Schere', 'Ring', 'Jacke', 'Hammer', 'Blume', 'Tasse', 'Tasche', 'Kerze', 'Vase', 'Eimer', 'Stift', 'Fahrrad', 'Flasche', 'Rucksack', 'Brille', 'Hut']","['flauschig', 'lang', 'durchsichtig']",1,1.7589834000100382,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,67.12743419996696,,,,,,,,,,67.1185232999851,67.6095723999897,,,2,1.6459011999540962,,,,,,,,,,,,,,,,,,,,,67.60958360001678,73.61296639998909,Kamera,nass,"['Kamera', 'nass']",control,1,"['Telefon', 'Buch', 'Schlüssel', 'Kamera', 'Geige', 'Uhr', 'Schere', 'Ring', 'Jacke', 'Hammer', 'Blume', 'Tasse', 'Tasche', 'Kerze', 'Vase', 'Eimer', 'Stift', 'Fahrrad', 'Flasche', 'Rucksack', 'Brille', 'Hut']","['flauschig', 'lang', 'durchsichtig', 'nass']",2,1.6459011999540962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,73.62259599997196,,,,,,,,,,73.613448899996,74.10460989997955,,,1,1.6059639999875799,,,,,,,,,,,,,,,,,,,,,74.10462080000434,80.11095060000662,Geige,blass,"['Geige', 'blass']",restudy_diff,1,"['Telefon', 'Buch', 'Schlüssel', 'Kamera', 'Geige', 'Uhr', 'Schere', 'Ring', 'Jacke', 'Hammer', 'Blume', 'Tasse', 'Tasche', 'Kerze', 'Vase', 'Eimer', 'Stift', 'Fahrrad', 'Flasche', 'Rucksack', 'Brille', 'Hut']","['flauschig', 'lang', 'durchsichtig', 'nass', 'blass']",1,1.6059639999875799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,80.12034709996078,,,,,,,,,,80.11142749997089,80.60232750000432,,,2,1.9887310999911278,,,,,,,,,,,,,,,,,,,,,80.60233809996862,86.60402199998498,Uhr,hohl,"['Uhr', 'hohl']",restudy_diff,1,"['Telefon', 'Buch', 'Schlüssel', 'Kamera', 'Geige', 'Uhr', 'Schere', 'Ring', 'Jacke', 'Hammer', 'Blume', 'Tasse', 'Tasche', 'Kerze', 'Vase', 'Eimer', 'Stift', 'Fahrrad', 'Flasche', 'Rucksack', 'Brille', 'Hut']","['flauschig', 'lang', 'durchsichtig', 'nass', 'blass', 'hohl']",2,1.9887310999911278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2023-12-19_12h31.38.139,watkins1,2023.2.3,99.72108012789805,70,2023-12-19 12h31.48.696444 +0000,
