subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
28,1,0,cs8.bmp,neg,100,9007.jpg,1000,maske_2.bmp,500,maske_6.bmp,900,cs15.bmp,cs11.bmp,cs8.bmp,cs20.bmp,cs27.bmp,cs30.bmp,no,yes,no,no,no,no,60858,68967
28,1,1,cs28.bmp,neu,30,7490.jpg,1000,maske_1.bmp,500,maske_7.bmp,970,1121.jpg,2575.jpg,4631.JPG,5535.jpg,2372.jpg,7490.jpg,no,no,no,no,no,yes,71588,74818
28,1,2,cs3.bmp,neu,900,3550.2.jpg,1000,maske_8.bmp,500,maske_5.bmp,100,3550.2.jpg,7004.jpg,7000.jpg,2635.jpg,7504.jpg,5395.jpg,yes,no,no,no,no,no,77306,81542
28,1,3,cs19.bmp,neu,30,7004.jpg,1000,maske_6.bmp,500,maske_3.bmp,970,5510.jpg,5731.jpg,5395.jpg,7211.jpg,7004.jpg,5455.jpg,no,no,no,no,yes,no,84082,89011
28,1,4,cs20.bmp,neg,900,6311.jpg,1000,maske_8.bmp,500,maske_12.bmp,100,cs1.bmp,cs11.bmp,cs25.bmp,cs20.bmp,cs6.bmp,cs23.bmp,no,no,no,yes,no,no,91577,93781
28,1,5,cs24.bmp,neu,900,7187.jpg,1000,maske_8.bmp,500,maske_12.bmp,100,2487.jpg,7830.jpg,5920.JPG,7820.jpg,7187.jpg,1616.jpg,no,no,no,no,yes,no,96270,97358
28,1,6,cs2.bmp,pos,30,2040.jpg,1000,maske_1.bmp,500,maske_10.bmp,970,cs4.bmp,cs21.bmp,cs22.bmp,cs29.bmp,cs2.bmp,cs16.bmp,no,no,no,no,yes,no,99906,101314
28,1,7,cs12.bmp,pos,30,2050.jpg,1000,maske_4.bmp,500,maske_1.bmp,970,cs2.bmp,cs12.bmp,cs16.bmp,cs18.bmp,cs4.bmp,cs5.bmp,no,no,yes,no,no,no,103941,107639
28,1,8,cs30.bmp,neg,30,9290.jpg,1000,maske_2.bmp,500,maske_7.bmp,970,cs23.bmp,cs27.bmp,cs20.bmp,cs7.bmp,cs10.bmp,cs30.bmp,yes,no,no,no,no,no,110270,112960
28,1,9,cs1.bmp,neg,30,9530.JPG,1000,maske_3.bmp,500,maske_10.bmp,970,cs8.bmp,cs11.bmp,cs1.bmp,cs6.bmp,cs20.bmp,cs27.bmp,no,no,no,no,no,yes,115552,118672
28,1,10,cs29.bmp,pos,100,5830.JPG,1000,maske_6.bmp,500,maske_3.bmp,900,cs12.bmp,cs26.bmp,cs29.bmp,cs2.bmp,cs22.bmp,cs16.bmp,no,no,yes,no,no,no,121295,123021
28,1,11,cs26.bmp,pos,100,2058.jpg,1000,maske_3.bmp,500,maske_8.bmp,900,cs26.bmp,cs4.bmp,cs12.bmp,cs14.bmp,cs9.bmp,cs2.bmp,yes,no,no,no,no,no,125554,127631
28,1,12,cs30.bmp,neg,30,2053.JPG,1000,maske_3.bmp,500,maske_10.bmp,970,cs7.bmp,cs1.bmp,cs8.bmp,cs20.bmp,cs30.bmp,cs27.bmp,no,no,no,no,yes,no,130236,132437
