subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
50,1,0,cs18.bmp,neg,30,9561.jpg,1000,maske_3.bmp,500,maske_1.bmp,970,cs16.bmp,cs28.bmp,cs4.bmp,cs18.bmp,cs11.bmp,cs10.bmp,no,no,no,yes,no,no,93913,129031
50,1,1,cs21.bmp,neg,100,9611.jpg,1000,maske_2.bmp,500,maske_11.bmp,900,cs11.bmp,cs16.bmp,cs1.bmp,cs21.bmp,cs25.bmp,cs4.bmp,no,no,no,no,yes,no,131620,134920
50,1,2,cs26.bmp,neu,30,1121.jpg,1000,maske_7.bmp,500,maske_2.bmp,970,1121.jpg,7187.jpg,5455.jpg,7490.jpg,8211.jpg,2372.jpg,yes,no,no,no,no,no,137385,143202
50,1,3,cs22.bmp,neu,900,7620.JPG,1000,maske_10.bmp,500,maske_5.bmp,100,2487.jpg,5535.jpg,7620.JPG,7090.jpg,5920.JPG,7211.jpg,no,no,yes,no,no,no,145656,148330
50,1,4,cs30.bmp,pos,100,5910.JPG,1000,maske_2.bmp,500,maske_1.bmp,900,cs5.bmp,cs29.bmp,cs19.bmp,cs13.bmp,cs17.bmp,cs30.bmp,yes,no,no,no,no,no,150785,154196
50,1,5,cs26.bmp,neu,30,7830.jpg,1000,maske_2.bmp,500,maske_11.bmp,970,5395.jpg,7830.jpg,7640.jpg,7233.jpg,7211.jpg,7090.jpg,no,yes,no,no,no,no,156656,158706
50,1,6,cs24.bmp,neu,30,7187.jpg,1000,maske_5.bmp,500,maske_6.bmp,970,5510.jpg,7187.jpg,5920.JPG,7233.jpg,5535.jpg,7830.jpg,no,yes,no,no,no,no,161162,162471
50,1,7,cs28.bmp,neg,30,2141.jpg,1000,maske_3.bmp,500,maske_11.bmp,970,cs1.bmp,cs18.bmp,cs7.bmp,cs15.bmp,cs28.bmp,cs23.bmp,no,no,no,no,yes,no,164926,166431
50,1,8,cs26.bmp,neu,30,7080.jpg,1000,maske_1.bmp,500,maske_7.bmp,970,5920.JPG,7080.jpg,2372.jpg,7504.jpg,5731.jpg,5535.jpg,no,yes,no,no,no,no,168892,170325
50,1,9,cs12.bmp,pos,30,1999.jpg,1000,maske_1.bmp,500,maske_3.bmp,970,cs27.bmp,cs12.bmp,cs19.bmp,cs3.bmp,cs14.bmp,cs29.bmp,no,no,no,yes,no,no,172786,175905
50,1,10,cs17.bmp,pos,30,4626.jpg,1000,maske_7.bmp,500,maske_3.bmp,970,cs14.bmp,cs17.bmp,cs20.bmp,cs19.bmp,cs29.bmp,cs13.bmp,no,no,no,no,no,yes,178374,179837
50,1,11,cs23.bmp,neg,30,2141.jpg,1000,maske_9.bmp,500,maske_5.bmp,970,cs18.bmp,cs15.bmp,cs23.bmp,cs7.bmp,cs21.bmp,cs10.bmp,no,no,yes,no,no,no,182291,186511
50,1,12,cs16.bmp,neg,30,9530.JPG,1000,maske_11.bmp,500,maske_5.bmp,970,cs15.bmp,cs16.bmp,cs28.bmp,cs4.bmp,cs18.bmp,cs1.bmp,no,no,no,no,no,yes,188974,194249
50,1,13,cs8.bmp,neu,900,1935.jpg,1000,maske_3.bmp,500,maske_6.bmp,100,7830.jpg,2635.jpg,8211.jpg,5920.JPG,2220.jpg,1935.jpg,no,no,no,no,no,yes,196716,198350
50,1,14,cs20.bmp,pos,100,8461.jpg,1000,maske_8.bmp,500,maske_3.bmp,900,cs20.bmp,cs6.bmp,cs17.bmp,cs30.bmp,cs13.bmp,cs27.bmp,yes,no,no,no,no,no,200810,202381
50,1,15,cs19.bmp,pos,30,8461.jpg,1000,maske_1.bmp,500,maske_7.bmp,970,cs30.bmp,cs13.bmp,cs5.bmp,cs3.bmp,cs19.bmp,cs6.bmp,no,no,no,no,no,yes,204845,206408
50,1,16,cs6.bmp,pos,30,8420.JPG,1000,maske_10.bmp,500,maske_1.bmp,970,cs19.bmp,cs13.bmp,cs6.bmp,cs29.bmp,cs17.bmp,cs30.bmp,no,no,no,no,no,yes,208880,212518
50,1,17,cs7.bmp,neg,100,9280.jpg,1000,maske_10.bmp,500,maske_9.bmp,900,cs10.bmp,cs15.bmp,cs7.bmp,cs25.bmp,cs11.bmp,cs21.bmp,no,no,no,no,yes,no,214975,218409
50,1,18,cs7.bmp,neg,100,9320.jpg,1000,maske_4.bmp,500,maske_10.bmp,900,cs4.bmp,cs23.bmp,cs28.bmp,cs10.bmp,cs7.bmp,cs21.bmp,no,no,no,yes,no,no,220869,223625
50,1,19,cs10.bmp,neg,30,9180.JPG,1000,maske_10.bmp,500,maske_7.bmp,970,cs10.bmp,cs7.bmp,cs11.bmp,cs16.bmp,cs28.bmp,cs15.bmp,no,no,no,no,no,yes,226092,229918
50,1,20,cs9.bmp,neu,100,1121.jpg,1000,maske_10.bmp,500,maske_3.bmp,900,7620.JPG,5455.jpg,1121.jpg,4631.JPG,1313.jpg,2575.jpg,no,no,no,no,yes,no,232387,236698
50,1,21,cs22.bmp,neu,900,7211.jpg,1000,maske_2.bmp,500,maske_1.bmp,100,5395.jpg,7503.JPG,7640.jpg,7233.jpg,7090.jpg,7211.jpg,no,no,no,no,no,yes,239164,240430
50,1,22,cs27.bmp,pos,900,2340.JPG,1000,maske_1.bmp,500,maske_4.bmp,100,cs30.bmp,cs6.bmp,cs20.bmp,cs17.bmp,cs19.bmp,cs27.bmp,no,no,no,no,no,yes,242905,244070
50,1,23,cs16.bmp,neg,30,2141.jpg,1000,maske_2.bmp,500,maske_12.bmp,970,cs10.bmp,cs18.bmp,cs16.bmp,cs28.bmp,cs11.bmp,cs15.bmp,no,no,no,yes,no,no,246528,250125
50,1,24,cs4.bmp,neg,900,2750.jpg,1000,maske_3.bmp,500,maske_4.bmp,100,cs11.bmp,cs16.bmp,cs7.bmp,cs4.bmp,cs1.bmp,cs15.bmp,no,no,no,yes,no,no,252587,254078
50,1,25,cs24.bmp,neu,30,3550.2.jpg,1000,maske_9.bmp,500,maske_12.bmp,970,2487.jpg,3550.2.jpg,2372.jpg,7187.jpg,1313.jpg,5740.jpg,no,yes,no,no,no,no,256540,258020
50,1,26,cs28.bmp,neg,30,9432.jpg,1000,maske_10.bmp,500,maske_12.bmp,970,cs21.bmp,cs4.bmp,cs28.bmp,cs1.bmp,cs16.bmp,cs23.bmp,no,no,no,no,no,yes,260481,262911
50,1,27,cs4.bmp,neg,900,9180.JPG,1000,maske_4.bmp,500,maske_11.bmp,100,cs7.bmp,cs15.bmp,cs18.bmp,cs21.bmp,cs4.bmp,cs25.bmp,no,no,no,no,yes,no,265376,266176
50,1,28,cs20.bmp,pos,100,1460.JPG,1000,maske_6.bmp,500,maske_12.bmp,900,cs14.bmp,cs19.bmp,cs12.bmp,cs20.bmp,cs13.bmp,cs27.bmp,no,no,no,yes,no,no,268646,270066
