subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
12,1,0,cs22.bmp,neu,900,7090.jpg,1000,maske_8.bmp,500,maske_4.bmp,100,7233.jpg,4631.JPG,7550.jpg,7090.jpg,7211.jpg,7187.jpg,no,no,no,yes,no,no,100487,104031
12,1,1,cs4.bmp,neg,30,2750.jpg,1000,maske_1.bmp,500,maske_2.bmp,970,cs12.bmp,cs4.bmp,cs3.bmp,cs15.bmp,cs21.bmp,cs5.bmp,yes,no,no,no,no,no,106720,114223
12,1,2,cs17.bmp,pos,900,2050.jpg,1000,maske_11.bmp,500,maske_9.bmp,100,cs17.bmp,cs27.bmp,cs28.bmp,cs1.bmp,cs30.bmp,cs24.bmp,yes,no,no,no,no,no,116812,118871
12,1,3,cs16.bmp,neu,30,5920.JPG,1000,maske_9.bmp,500,maske_12.bmp,970,5920.JPG,2580.jpg,1935.jpg,5740.jpg,5731.jpg,2220.jpg,yes,no,no,no,no,no,121457,123383
12,1,4,cs23.bmp,neg,900,9430.JPG,1000,maske_11.bmp,500,maske_10.bmp,100,cs15.bmp,cs4.bmp,cs23.bmp,cs21.bmp,cs20.bmp,cs5.bmp,no,no,yes,no,no,no,125973,127454
12,1,5,cs19.bmp,pos,30,2209.jpg,1000,maske_4.bmp,500,maske_1.bmp,970,cs28.bmp,cs10.bmp,cs9.bmp,cs27.bmp,cs19.bmp,cs6.bmp,no,no,yes,no,no,no,130042,134215
12,1,6,cs28.bmp,pos,30,2071.jpg,1000,maske_7.bmp,500,maske_5.bmp,970,cs9.bmp,cs28.bmp,cs24.bmp,cs6.bmp,cs14.bmp,cs30.bmp,no,no,no,yes,no,no,136805,145166
12,1,7,cs11.bmp,neg,30,3220.JPG,1000,maske_8.bmp,500,maske_5.bmp,970,cs29.bmp,cs8.bmp,cs5.bmp,cs23.bmp,cs20.bmp,cs11.bmp,no,no,no,no,no,yes,147755,153615
12,1,8,cs24.bmp,pos,100,1721.jpg,1000,maske_9.bmp,500,maske_12.bmp,900,cs9.bmp,cs10.bmp,cs6.bmp,cs24.bmp,cs28.bmp,cs27.bmp,no,no,no,yes,no,no,156505,157735
12,1,9,cs2.bmp,neu,30,1616.jpg,1000,maske_2.bmp,500,maske_4.bmp,970,5395.jpg,1313.jpg,1616.jpg,7640.jpg,1121.jpg,3550.2.jpg,no,no,yes,no,no,no,160327,162638
12,1,10,cs2.bmp,neu,30,7187.jpg,1000,maske_1.bmp,500,maske_3.bmp,970,5740.jpg,2575.jpg,5455.jpg,7000.jpg,7187.jpg,7233.jpg,no,no,no,no,yes,no,165232,166039
12,1,11,cs15.bmp,neg,100,9000.jpg,1000,maske_10.bmp,500,maske_1.bmp,900,cs12.bmp,cs3.bmp,cs11.bmp,cs8.bmp,cs15.bmp,cs23.bmp,no,no,no,no,yes,no,168631,170575
12,1,12,cs2.bmp,neu,30,4631.JPG,1000,maske_11.bmp,500,maske_6.bmp,970,7504.jpg,1616.jpg,2575.jpg,2620.jpg,2635.jpg,4631.JPG,no,no,no,no,no,yes,173158,174999
12,1,13,cs10.bmp,pos,30,1460.JPG,1000,maske_8.bmp,500,maske_10.bmp,970,cs14.bmp,cs27.bmp,cs17.bmp,cs28.bmp,cs10.bmp,cs19.bmp,no,no,no,yes,no,no,177592,183527
12,1,14,cs13.bmp,pos,30,2216.jpg,1000,maske_10.bmp,500,maske_2.bmp,970,cs27.bmp,cs1.bmp,cs17.bmp,cs13.bmp,cs10.bmp,cs28.bmp,no,yes,no,no,no,no,186155,190095
12,1,15,cs13.bmp,pos,30,2345.jpg,1000,maske_1.bmp,500,maske_6.bmp,970,cs24.bmp,cs19.bmp,cs28.bmp,cs13.bmp,cs27.bmp,cs10.bmp,no,no,no,no,no,yes,192682,200079
12,1,16,cs29.bmp,neg,30,6311.jpg,1000,maske_7.bmp,500,maske_8.bmp,970,cs11.bmp,cs20.bmp,cs23.bmp,cs21.bmp,cs29.bmp,cs25.bmp,no,no,no,yes,no,no,202655,209687
12,1,17,cs16.bmp,neu,30,3550.2.jpg,1000,maske_7.bmp,500,maske_9.bmp,970,5455.jpg,3550.2.jpg,7090.jpg,7830.jpg,7004.jpg,7820.jpg,no,yes,no,no,no,no,212275,213782
12,1,18,cs8.bmp,neg,30,9342.jpg,1000,maske_7.bmp,500,maske_8.bmp,970,cs29.bmp,cs25.bmp,cs8.bmp,cs5.bmp,cs12.bmp,cs23.bmp,yes,no,no,no,no,no,216368,221007
12,1,19,cs7.bmp,neu,100,3550.2.jpg,1000,maske_12.bmp,500,maske_11.bmp,900,5510.jpg,3550.2.jpg,1935.jpg,2487.jpg,7820.jpg,7080.jpg,no,yes,no,no,no,no,223602,229871
12,1,20,cs1.bmp,pos,900,1750.JPG,1000,maske_7.bmp,500,maske_6.bmp,100,cs17.bmp,cs1.bmp,cs19.bmp,cs27.bmp,cs30.bmp,cs9.bmp,no,yes,no,no,no,no,232516,233726
12,1,21,cs3.bmp,neg,900,6831.jpg,1000,maske_12.bmp,500,maske_3.bmp,100,cs21.bmp,cs8.bmp,cs23.bmp,cs15.bmp,cs4.bmp,cs3.bmp,no,no,no,no,no,yes,236316,237423
12,1,22,cs4.bmp,neg,30,9320.jpg,1000,maske_12.bmp,500,maske_9.bmp,970,cs3.bmp,cs4.bmp,cs11.bmp,cs25.bmp,cs29.bmp,cs15.bmp,no,no,no,yes,no,no,240008,243047
