subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
11,1,0,cs14.bmp,pos,30,2091.jpg,1000,maske_8.bmp,500,maske_5.bmp,970,cs30.bmp,cs23.bmp,cs5.bmp,cs4.bmp,cs17.bmp,cs14.bmp,no,no,no,no,yes,no,78390,89084
11,1,1,cs13.bmp,neu,100,7080.jpg,1000,maske_11.bmp,500,maske_10.bmp,900,1935.jpg,5395.jpg,7080.jpg,7620.JPG,7000.jpg,2635.jpg,no,no,yes,no,no,no,91649,92988
11,1,2,cs15.bmp,pos,30,2216.jpg,1000,maske_6.bmp,500,maske_12.bmp,970,cs3.bmp,cs12.bmp,cs28.bmp,cs14.bmp,cs15.bmp,cs17.bmp,no,no,no,no,yes,no,95479,113117
11,1,3,cs28.bmp,pos,30,1710.JPG,1000,maske_7.bmp,500,maske_10.bmp,970,cs5.bmp,cs8.bmp,cs4.bmp,cs28.bmp,cs10.bmp,cs23.bmp,no,no,no,no,yes,no,115568,121189
11,1,4,cs19.bmp,neg,100,9830.jpg,1000,maske_7.bmp,500,maske_2.bmp,900,cs26.bmp,cs29.bmp,cs24.bmp,cs21.bmp,cs2.bmp,cs19.bmp,no,no,no,no,no,yes,123628,125812
11,1,5,cs20.bmp,neu,100,7000.jpg,1000,maske_2.bmp,500,maske_7.bmp,900,7211.jpg,1313.jpg,2575.jpg,7550.jpg,7000.jpg,7080.jpg,no,no,no,no,yes,no,128247,131453
11,1,6,cs16.bmp,neu,30,3550.2.jpg,1000,maske_12.bmp,500,maske_4.bmp,970,7640.jpg,5920.JPG,3550.2.jpg,7820.jpg,5455.jpg,7503.JPG,no,no,yes,no,no,no,133898,135453
11,1,7,cs3.bmp,pos,900,8461.jpg,1000,maske_1.bmp,500,maske_10.bmp,100,cs5.bmp,cs17.bmp,cs4.bmp,cs12.bmp,cs23.bmp,cs3.bmp,no,no,no,no,no,yes,137927,138941
11,1,8,cs7.bmp,neu,30,7490.jpg,1000,maske_2.bmp,500,maske_7.bmp,970,2580.jpg,1121.jpg,7490.jpg,5740.jpg,2487.jpg,1616.jpg,no,no,yes,no,no,no,141397,146500
11,1,9,cs17.bmp,pos,30,2345.jpg,1000,maske_5.bmp,500,maske_2.bmp,970,cs5.bmp,cs17.bmp,cs14.bmp,cs30.bmp,cs15.bmp,cs23.bmp,no,no,no,no,no,yes,148938,151141
