ECOsub7 [12-2013]
 60   1
 20   1   2   1 MEDIENPSYCHO
Stimuli
StimNr, wort, istwort, uspositiv
  1              godacht   1   0  23   5   6  16   5  13  17   4   9  10 
  2               muoror   1   0   7   9   5  13   7  22   1   0  14   6 
  3               ikzunt   1   0  21   8  19  12  19  13   2  20  14  17 
  4               doscho   1   0  13  17   0  15  17   2  22   5  10  18 
  5              baigbur   1   0   2  11  14  22  14  18   3   5  20  21 
  6              emkruas   1   0   3   3   3  17   3  10  21   5  23  11 
  7              stodeen   1   0   1  10  21   3   3  11   9  15   5   4 
  8              fehrrid   1   0   0   1   1   5   0   4  16  12   3  10 
  9               raggun   1   0  11  14   8   1   1  10   3  16  20   2 
 10              faloilo   1   0   8   2  23   9   8  15  18  16   1  21 
 11               gowann   1   0  15  18  13   7  13   3  17   2   8   5 
 12               banzon   1   0  19  12  15  20  12  23  13  10  22   5 
 13              kumutoa   1   1  11   6   9  10  11   8   1  16  23  14 
 14              fanstur   1   1  20  16   0  11  16  19  14  21  13  12 
 15              oesgubi   1   1   7   3  22   4   7   1  13   2  16   0 
 16              plistuk   1   1   6  23   6  12  23  10  18  16   3   1 
 17               kibono   1   1  18   8   3  13  13   1   6  14  15   7 
 18              ompfing   1   1  15   9  10  18  18   5  11  17   1  23 
 19               orsutz   1   1  22   5  19  23   5   6  17   0   7   8 
 20               offukt   1   1   9  15   8   6   9  10  19   5  20  16 
 21              kantikt   1   1   3  22  12  15  12  20  21  16  19   9 
 22               uhnong   1   1   0  19  20   0  20  12  13   4   2   6 
 23               zefill   1   1  12  20  18  16  18  14  13  15   8   7 
 24               polust   1   1   1  10  17   3   1   8   4  23  12  13 
 25               virlog   1  -1   0   0   0   0   9  16   2   1  12  14 
 26              misukor   1  -1   0   0   0   0   6  10   1  14   8   2 
 27              sebjukt   1  -1   0   0   0   0   7   2  12  19  23  22 
 28              trupfan   1  -1   0   0   0   0   2   7  17   3   4  11 
 29               novuui   1  -1   0   0   0   0   1  12  23  20  15   8 
 30               plonim   1  -1   0   0   0   0  13   5  17   2  22  19 
 31             PM04.bmp   0   0  12  14  12  19  12  22  16  17  10  13 
 32              W07.bmp   0   0  18   3  20  13   3   4  16  14  23   5 
 33          Mneu20_.bmp   0   0   6  20   2  14   2   0  17   7   8  11 
 34              W03.bmp   0   0   5  18  17   5   5  14  11   0  19   4 
 35              M13.bmp   0   0  17  17   7   8  17   4  23   3  13   5 
 36              W20.bmp   0   0  22   1  11  10  11   3   0   5   4   7 
 37          Mneu24_.bmp   0   0  10  10  10  12  10   4   7  17  22  11 
 38          Mneu18_.bmp   0   0   4   2   4   7   4  10  21  11   9  13 
 39              W15.bmp   0   0  20  11  16  18  16  14   9  15   0  13 
 40             M02_.bmp   0   0   9   6   9  21   6  14  16  12  19  22 
 41              M12.bmp   0   0  14   0  18  15  18  10   1   6  19   4 
 42              M18.bmp   0   0  16   9  22  17  16  15   3  14   6  18 
 43              W02.bmp   0   1  14  21  13  12  12  15   2  23   4   8 
 44              M14.bmp   0   1  17   2   7   8  17  13   9  18   3  19 
 45             M16_.bmp   0   1  23   1   5  14  14   2  19  22  15  16 
