ECOsub7 [12-2013]
 29   1
 26   1   1   1 LASONDERPDAG
Stimuli
StimNr, wort, istwort, uspositiv
  1               zefill   1   0  22   4   3   7   4   5  21  12  14   2 
  2               polust   1   0   6  23   0  15  23  21  16  18  12   8 
  3              trupfan   1   0  21  19   4  16  16   0  15  13   8  10 
  4               uhnong   1   0  13  22  18  11  18   9   6  17   2   1 
  5               ikzunt   1   0  10  18  19  21  21   1  23  14   6  11 
  6              stodeen   1   0  11   7   2  10   7  21  19  22   4  13 
  7              oesgubi   1   0  18   2  11   6  18  17  13   7   4   3 
  8               orsutz   1   0   2   6  17  17  17  21  16  13   7   8 
  9              fanstur   1   0  14   5  15   2  14  12   0   9  18  20 
 10              fehrrid   1   0   5  20   8   3   8  23   9  17   7  11 
 11               muoror   1   0   4   3  12   0   4   9   6  15   2  20 
 12              misukor   1   0  12   1  22  12  12  15  20   3  19  23 
 13               kibono   1   1  12  14  20  16  12   7  11   6   5  19 
 14               raggun   1   1   8   5   3   4   5   6  13   1  22  18 
 15              emkruas   1   1   3  18  19  15  15  13  16  10  21   7 
 16               virlog   1   1  23   4  23  17   4  16  22   7   9  11 
 17               gowann   1   1   0   6   1  12   0   3   9   7  15   2 
 18              faloilo   1   1   1  21  16   7  16  19   6  22  23  10 
 19              plistuk   1   1  17  23   7   8   7   0   9  13   6  15 
 20              godacht   1   1   5   1   4  22  22  17   2   7  23  19 
 21              sebjukt   1   1  18   9  21   2   2  20  15   8   0  11 
 22              baigbur   1   1  19   8  12  23  12   0  21  17  13  22 
 23               offukt   1   1   9  20   0  11   0  12  23   5  21   3 
 24               doscho   1   1   7  16   6   0   7   8  18  11   1  13 
 25              kumutoa   1  -1   0   0   0   0   1   6   9  19   7  12 
 26               plonim   1  -1   0   0   0   0  20  15  16   5  12   8 
 27               novuui   1  -1   0   0   0   0  12  19  23   5   8   4 
 28              kantikt   1  -1   0   0   0   0  15   6  17  20  19   3 
 29              ompfing   1  -1   0   0   0   0   1  13  17  14   8   5 
 30               banzon   1  -1   0   0   0   0   8   3  13  12   1   7 
 31              W03.bmp   0   0  20  14  20  23  23  18   8  21   4  13 
 32              W12.bmp   0   0   8   4  21   3   3   0   9  23   7   6 
 33          Mneu11_.bmp   0   0  16   3  14   1   3  19   0  10   6   9 
 34          Wneu01_.bmp   0   0  23  23  23  14  23  10   0  12  16   3 
 35          Mneu24_.bmp   0   0   9  22   1  16  16  17  13  19  18  11 
 36              M18.bmp   0   0  17   7  16   8   7  21   9  14  18  13 
 37              W17.bmp   0   0  15   9   5  17   5   7   8   6   2  11 
 38              W20.bmp   0   0   3   6   7  19  19  18  16  20   4  22 
 39              W16.bmp   0   0  19  10   6   0  19  23  11  16  20   2 
 40             PM04.bmp   0   0   0  16   9  22   0  20  11   2   3   7 
 41              W02.bmp   0   0   7  11  13  10  11   6  21   1  16   5 
 42              M07.bmp   0   0   1  20  10   9   1   7   0   5  14  16 
 43              M14.bmp   0   1  22  14   5  20  14  11   9   2  19  23 
 44          Mneu05_.bmp   0   1  15   8   9  15  15  17  16   6   4  22 
 45          Mneu01_.bmp   0   1  21  10  11  16  10   0  22   8  15   3 
 46          Mneu18_.bmp   0   1  20  19   8  10   8  21  11   2  14  16 
 47          Wneu02_.bmp   0   1  13   2  17   2   2   3  14   1   0   5 
 48             M02_.bmp   0   1  16  17  18   8  17  10  13  22   1   4 
 49              W19.bmp   0   1  10   1  14   7   1   2  17  18   0  15 
 50             M16_.bmp   0   1   2  18  15  11  18  21  20   7  23   3 
 51              M13.bmp   0   1  14   0  10   0  10  23   1   5  18  15 
 52          Wneu05_.bmp   0   1   4  21  13   6   4   3   1   0  11   9 
 53              W15.bmp   0   1   6  12   2   9   9  21   8  17  11  13 
 54          Mneu20_.bmp   0   1  11  15  22   4  22   6  21  18   8   3 
 55              M12.bmp   0  -1   0   0   0   0   7  18  12   1  11  22 
 56          Wneu03_.bmp   0  -1   0   0   0   0   5   2  16  11  17  22 
 57          Mneu25_.bmp   0  -1   0   0   0   0   9   7  19  20   3   2 
 58              W04.bmp   0  -1   0   0   0   0   1  16   7  12  10  22 
 59              W07.bmp   0  -1   0   0   0   0  18   8  13  14  19  17 
 60          Mneu04_.bmp   0  -1   0   0   0   0  13  23  17  18  20   3 
 61             cs24.bmp   0   0  21   0   8  20  21  22  15   1  18   2 
