ECOsub7 [12-2013]
 11   1
 19   1   1   1 MEDIENWISSEN
Stimuli
StimNr, wort, istwort, uspositiv
  1               polust   1   0   9  16  20  10  10  12   7  15  11   3 
  2               doscho   1   0  12   6   7   9   6   8   3  16  22  19 
  3              sebjukt   1   0  22  20  13   1  22  11  23   7  18   5 
  4              plistuk   1   0  10   4  12   0   4   3  17   7  22  14 
  5               novuui   1   0   7   7  10   3   3   1  15   6   9  14 
  6              godacht   1   0  18   2   3   5   5  13  12   8   9  20 
  7               virlog   1   0  16  12   2  13  13  15  20   7  21  18 
  8              fehrrid   1   0  14  11  18  21  18   8  23  15   7  13 
  9               plonim   1   0   4  10  21  11   4  15   7  17   5   1 
 10               raggun   1   0   8  19   4  22  22  12  17   7  10  11 
 11              ompfing   1   0  23  23   8  19   8  18   9   4   0   7 
 12              stodeen   1   0  17  13   6  20   6   7   9  12  14   2 
 13               banzon   1   1   2   4  14   9  14  20  11  12   8  18 
 14              misukor   1   1  19   6   6   6   6  14   9  16   3  18 
 15               zefill   1   1  20  15  16  19  15   8   7   1  21  11 
 16               muoror   1   1  21   7  19  20  21   5  14   8  23  15 
 17               offukt   1   1  23  17   5   3   5  20   6  10  22  18 
 18              fanstur   1   1  18  11  22   4  18   6  16   5   7  14 
 19              kumutoa   1   1  17   3  15   2  17  20  18  14  21  16 
 20              emkruas   1   1   5   0  10  21  10  22   4   7  16  14 
 21              oesgubi   1   1  11   8   3   5   5  15  10  22  20  18 
 22               orsutz   1   1   1  19   0  13  19  21  20  10  18  22 
 23              faloilo   1   1  15  12   4  17  12   5   7   9  21  11 
 24               gowann   1   1  13  14   1  22  13  23  20   3  16   5 
 25               uhnong   1  -1   0   0   0   0  18  20  14   7  11  15 
 26              kantikt   1  -1   0   0   0   0  13  14   4  16   9  11 
 27              trupfan   1  -1   0   0   0   0   6  13  20  18   2  14 
 28               kibono   1  -1   0   0   0   0  20  18   5  14  13  16 
 29              baigbur   1  -1   0   0   0   0   4   1   7  10  18  16 
 30               ikzunt   1  -1   0   0   0   0   5   1   3  23   8   9 
 31          Mneu24_.bmp   0   0   1   9  11   0   0  22  13  23   7   4 
 32              W07.bmp   0   0   2  16   5  19   2   3  11  20   6   1 
 33              W20.bmp   0   0  21  15  15  17  15  10   2   4  11  23 
 34          Mneu11_.bmp   0   0  19   6   1  21   1  15   8  13   4   3 
 35          Mneu20_.bmp   0   0  11  10  16  12  12   0  21  20  19  14 
 36          Mneu04_.bmp   0   0   3   7  23  15  23  11  16   0  14  12 
 37              W17.bmp   0   0   0  14  17   3   3   7   1   8   5  18 
 38              M14.bmp   0   0  13  19  19  11  19  16   4  12  17   2 
 39              M07.bmp   0   0   5  23   0  18   5   1  22   8  19   6 
 40             M16_.bmp   0   0  15   2  14  20   2  23  11   6   3   9 
 41              M12.bmp   0   0  20  20  22   2  20   5  14   3   0   8 
 42          Mneu01_.bmp   0   0   6   4   9  14   4   7  13  19  11   1 
 43              W04.bmp   0   1   6  18  23   0   0   4  14  16  20   5 
