ECOsub7 [12-2013]
 43   1
 26   2   1   1 SOOPNDERPAEDA
Stimuli
StimNr, wort, istwort, uspositiv
  1               banzon   1   0   8   7   9  13   9  14  15  16  20  23 
  2               raggun   1   0  18   6  17   8   6  10  12  19   5   0 
  3              misukor   1   0   5  23  16  12   5  15  21  11  17   7 
  4               uhnong   1   0  15  18   2   5   2  17  13  16  11  12 
  5              ompfing   1   0   3  19   7  21   3   2   8  10   5   6 
  6              plistuk   1   0  17   3   0  18  17  20  19  12  14  21 
  7              sebjukt   1   0  16   0   6   7   6  12   9  15   2   8 
  8               kibono   1   0  22  20   1  15  20   9  14   2   4  13 
  9              baigbur   1   0  14  16  20  10  10  22   0  23  19  11 
 10              emkruas   1   0   2  12  19  11   2   1  17   5  16  22 
 11              fanstur   1   0   4  17  10   4  17  22  15  14   3   6 
 12               virlog   1   0   7   4  14   9   7  23  11  13   2  21 
 13              godacht   1   1  19  23   7  17  17   6  10   3   0  21 
 14              stodeen   1   1   8  12   5  14  12  23  16  15  18  19 
 15               orsutz   1   1   0  13   8   4   0   2   5  23  14  18 
 16               offukt   1   1   1  10  23  21   1  18   4  14  15  11 
 17               plonim   1   1  11  14   2   7  14  16  12  22  23   6 
 18               muoror   1   1  10   0  21  13   0   2  15   9  18  16 
 19               doscho   1   1  18  16   9  18   9  11  21  20   1  12 
 20               zefill   1   1  20   3   3   2   2   8  18   4   0  17 
 21               novuui   1   1   3   7  16  22   7   9  10  14   4   8 
 22              faloilo   1   1  22  19  11  20  11   1  21  14   0   9 
 23              oesgubi   1   1  15   1  19   5   1  10   4   9  12  13 
 24               polust   1   1  21  20  14  23  23  17   5  22   0   1 
 25               gowann   1  -1   0   0   0   0   6  12   4   9  14   3 
 26               ikzunt   1  -1   0   0   0   0  23  14  19   7  22   8 
 27              kantikt   1  -1   0   0   0   0  21   1  23  15  18  22 
 28              kumutoa   1  -1   0   0   0   0   5  12  17  22  10   2 
 29              trupfan   1  -1   0   0   0   0  14   9  17   6   3   8 
 30              fehrrid   1  -1   0   0   0   0  22   3   8  21  12   5 
 31             M16_.bmp   0   0   0  12  18   6  12   3  15  13   1   9 
 32              W02.bmp   0   0  10  13   4  22  22  14  19  12   3  18 
