ECOsub7 [12-2013]
 41   1
 25   1   1   1 LEHRSAMT
Stimuli
StimNr, wort, istwort, uspositiv
  1               banzon   1   0   3   9   7  14   7  22  20  10   0   4 
  2               muoror   1   0  15   3   3   3   3  19  12   7   5  10 
  3               zefill   1   0  10  21   1   9   1   4  13  16  15  14 
  4               gowann   1   0   9   1  13  11  13  16   6   7  15  10 
  5               raggun   1   0   1  10   2  22  10  18  12  15   5   6 
  6              stodeen   1   0  20   0   5   2   5  22   4   1   6   8 
  7               novuui   1   0   7  19  20   1  20   9  21   6   4  14 
  8               virlog   1   0   8   8  11  13  11   3  15   6   0   4 
  9               kibono   1   0   0   2  14  10  14  16  23   8   4  20 
 10              kantikt   1   0   6  11  16  17  11   1  23   8   7  12 
 11              oesgubi   1   0  12  15  23  18  18  20  10   4  16   7 
 12              plistuk   1   0  18  16  21  12  18   8  11   4   6  15 
 13              fehrrid   1   1  17   6  22   6  17  20   2   7  19  13 
 14               orsutz   1   1  19   7   5  22   5   0   6   4  14  17 
 15               offukt   1   1   4   8  10  14  14  18  13  22  19  16 
 16              fanstur   1   1   8   0  11   4   0  17  18   5  20  22 
 17              faloilo   1   1   9  17  12   2   9   4   3   5  22  11 
 18               polust   1   1  23   4   7  21   4  20   2  10   5  12 
 19              emkruas   1   1  10  14  14   0  10  15  12   2  21   9 
 20               plonim   1   1   2   2  18  10  10   7  20   4   3   6 
 21              misukor   1   1   3  19  19   7   7  21   5  23   8  15 
 22               ikzunt   1   1   6  21   4  23   4   2   9   7  20  10 
 23               doscho   1   1   7   1  21  18   1   6   9   3   0   4 
 24              trupfan   1   1  21  22  23  15  23  13  18  20   8  19 
 25               uhnong   1  -1   0   0   0   0  22  17   3  23  18  11 
 26              godacht   1  -1   0   0   0   0  19  20   7  14   1  21 
 27              baigbur   1  -1   0   0   0   0   2   1  20  13   8  11 
 28              sebjukt   1  -1   0   0   0   0  17  18   3  11  14   4 
 29              ompfing   1  -1   0   0   0   0  22  17  21   6   9  23 
 30              kumutoa   1  -1   0   0   0   0  11  17  21   8  22  15 
 31          Wneu02_.bmp   0   0  11   4  22  12  22   2   1  18  14   7 
 32              W12.bmp   0   0   5   6  10  17   5   7  16  21  15   8 
 33              W17.bmp   0   0  21  22   0  22  22   4   5   8  23  13 
 34          Mneu05_.bmp   0   0  14   1  19   7   7   2  23  15   0  10 
 35          Wneu03_.bmp   0   0  17  14  17   2  14  23   5   3   9  12 
 36              W19.bmp   0   0  13  21   6  11  21  10  16   5   2  23 
 37              M13.bmp   0   0  23  18   9  16  16   5  12  13  15  11 
 38              W04.bmp   0   0   4  17   8   3   3   1  22   9   6  10 
 39              M18.bmp   0   0  22   9  15  21  21  14  23  18  10  19 
 40          Mneu01_.bmp   0   0  19  11  18  15  18   8   0   4   2  22 
 41          Wneu05_.bmp   0   0  16  13   4   8  16   1  11  22   2   9 
 42          Mneu25_.bmp   0   0   2  20  12   5   2   7  14   6  19   4 
 43          Mneu18_.bmp   0   1  18  17  20   7  17  21   6   9   0  10 
 44              M12.bmp   0   1  16   8   8   6   8  13  11  12   9  18 
 45          Mneu11_.bmp   0   1  22  12   6  11   6   3   8  20  19  10 
 46             M16_.bmp   0   1  12   2  17  20  17  22   1  18   0  14 
 47          Mneu20_.bmp   0   1   0   6   3   9   6  15  11  22  18  17 
 48             M02_.bmp   0   1  11  13  16  10  11  12  19  18  17  23 
 49              W20.bmp   0   1  13  15  15   4  15   1   7  22  23  14 
 50              W16.bmp   0   1  14   9   0   8   8  18  13  15   1   5 
 51              W03.bmp   0   1   5  18   9  16   9   4  23  22   0   1 
