ECOsub7 [12-2013]
 20   1
 30   2   1   1 GERMANISTIK
Stimuli
StimNr, wort, istwort, uspositiv
  1              kumutoa   1   0   5   0   5   2   5  18   8  14   6  12 
  2               offukt   1   0  23  23  14   3  23   9  22  16   1  21 
  3               novuui   1   0  19  10   2  12  12   5  18   9  17  22 
  4              faloilo   1   0  11   7  12   5  11   3  23  13  14  15 
  5              kantikt   1   0  21  15   8   9  21  13   1  17  20  18 
  6               plonim   1   0   0  18  13  23   0  22  15   8  16   6 
  7               doscho   1   0  18  14  11  16  16  13   3   4   0   1 
  8               banzon   1   0  14   6   0  14  14   7   8  21   1  16 
  9               muoror   1   0  12  21  21  15  21  10  17   9  19  13 
 10              ompfing   1   0  13  19   6  21  19  10   1   9  20   3 
 11              baigbur   1   0   2   9   7   8   9  21   3  22  14  13 
 12              godacht   1   0  22   4   1   6  22   5  11  23  18  13 
 13              fehrrid   1   1  22  19   7  13  19   0  10   3  20   2 
 14               virlog   1   1   2   6  14  20  14   5  10  17   0   8 
 15               orsutz   1   1  11  14  18   3  18   5  23  16   9  15 
 16               gowann   1   1  16  17  23  12  23  22   1  14   9  13 
 17               raggun   1   1  23  15  22   0   0   7  12   2  21   5 
 18               polust   1   1  19  20  16   1   1  10  17   8  11   3 
 19              misukor   1   1   0   1   3  16   1  14   4  20  21  10 
 20              sebjukt   1   1  14   3   5   5  14  17  22  23  19   7 
 21              plistuk   1   1  21   8   2  17  21  10   6   0  22  20 
 22               zefill   1   1   8   5  13   9   5  22  10   0  15  21 
 23               uhnong   1   1   5  10  10   6  10  19   1  11   2  12 
 24              fanstur   1   1  12  21  11   2  21  20   6  15   9   3 
 25               ikzunt   1  -1   0   0   0   0  21  18  13  11  14  16 
 26               kibono   1  -1   0   0   0   0  18  15  22  23   3  11 
 27              stodeen   1  -1   0   0   0   0  23  19  17   9  13   6 
 28              trupfan   1  -1   0   0   0   0  11   3  21   9   7   6 
 29              emkruas   1  -1   0   0   0   0  18   3   4  12   5  20 
 30              oesgubi   1  -1   0   0   0   0   1   8  11  22   2   4 
 31              M14.bmp   0   0  16   8  10  12  10   0  22  19   9  15 
 32             M02_.bmp   0   0   9   9  15  19   9   1   6   4   7  13 
 33              W20.bmp   0   0  17   2   9  18  18   7  20  11   6  21 
 34          Mneu18_.bmp   0   0   4  11  18  20  18   0   2   1  10  17 
 35          Mneu25_.bmp   0   0  10   1  22  15  15   2  18   4   6   0 
 36              W19.bmp   0   0  20  23  20  21  20  19   8  22  16   7 
 37          Wneu05_.bmp   0   0   7  13  23   0  13  17   8  22  18  21 
 38              M07.bmp   0   0  15  22   4  10  22  17   9  18  23   3 
 39              W15.bmp   0   0   3  16  16  13  16  12   5  11   0  17 
 40          Wneu03_.bmp   0   0   1   3   3   3   1   4  14   5  22   8 
 41          Mneu04_.bmp   0   0   6  20  19   6  20   0   5  14  21  17 
 42              W12.bmp   0   0   8  10  17   8  17   7  18   6  12   3 
 43              M18.bmp   0   1   7  19   0  16  16   8   4  20  10  23 
 44              W07.bmp   0   1   1   4  15  11  15  10   5  22   7  13 
 45              W04.bmp   0   1  13   6  12  14  13  23  16  19  11  18 
 46          Mneu05_.bmp   0   1  18  20  17  15  17  10  22  12   5   9 
 47             M16_.bmp   0   1   9  15  21   8   9  19  23   3   4   5 
 48              W02.bmp   0   1  10   9   4   6   9  15  22  12   3  11 
 49              M13.bmp   0   1   3  17   1  18   3  23  20  10   0   4 
 50             PM04.bmp   0   1  15   7   6   3  15   5  10  19  14  18 
 51          Wneu01_.bmp   0   1  17  23   9  12   9   1  20  14   7   6 
 52          Mneu20_.bmp   0   1   4  12  19  20  19  17  16  18  23   9 
 53          Wneu02_.bmp   0   1   6  11  20  19  19  17  10   3  13  21 
 54          Mneu01_.bmp   0   1  20  21   8   5   8   1   0  23   9  11 
 55              W03.bmp   0  -1   0   0   0   0  23   6  14   2   5  10 
 56          Mneu11_.bmp   0  -1   0   0   0   0  18  19  21   4  20   7 
 57              W16.bmp   0  -1   0   0   0   0   9   2  14  21  23   8 
 58          Mneu24_.bmp   0  -1   0   0   0   0  14  11   6  15  20   7 
 59              W17.bmp   0  -1   0   0   0   0   1   9  16  14  18   8 
 60              M12.bmp   0  -1   0   0   0   0  20  18   4  11  16  23 
 61              cs9.bmp   0   0  17  17  13   1  13   3   6  16  10  23 
 62              cs6.bmp   0   0  20  19  18  11  18   9  21  13  23   2 
 63             cs28.bmp   0   0   1  21  17   4   4  23   5   0   8   2 
 64              cs4.bmp   0   0   2  15   7   5  15  16  22  14   3  21 
 65             cs19.bmp   0   0   5  14  20  16  16  15  21  13   0  10 
 66             cs27.bmp   0   0  12  12  22  22  22  11  21  13   9   3 
 67             cs30.bmp   0   0  11   7   4   2   4   0  23  16  13   3 
 68             cs12.bmp   0   0  22   4   0  17  22  15  16  23  20   6 
 69             cs18.bmp   0   0  16  18  19  14  19   4  10   2   5   9 
 70              cs1.bmp   0   0  13   6  11   7  13   9  21   5  12   0 
 71             cs11.bmp   0   0   3   5   1   9   5  21  19  14  10   0 
 72             cs17.bmp   0   0   8   0  10  23  23  16  18   7  22  13 
 73             cs22.bmp   0   1  16   8   7  13  13  10  20   6  18  15 
 74           cs7neu.bmp   0   1   2   1  15   7  15   4   8  22  10  18 
 75             cs21.bmp   0   1  22  18  10   1  10   3  12  19  21   7 
 76          cs16neu.bmp   0   1   9  13  21  22  21  10   4  17   7   8 
 77              cs3.bmp   0   1  12   2  11  10  11   7   3  18   8  19 
