phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,526,eval_first,global,3.png,neutral,extinction,15
globalratings,526,eval_first,global,10.png,extinction,neutral,12
globalratings,526,eval_first,global,5.png,extinction,negative,16
globalratings,526,eval_first,global,11.png,extinction,positive,15
globalratings,526,eval_first,global,8.png,positive,extinction,16
globalratings,526,eval_first,global,18.png,extinction,negative,11
globalratings,526,eval_first,global,1.png,neutral,extinction,13
globalratings,526,eval_first,global,20.png,extinction,positive,14
globalratings,526,eval_first,global,9.png,extinction,positive,16
globalratings,526,eval_first,global,24.png,neutral,extinction,12
globalratings,526,eval_first,global,17.png,extinction,neutral,7
globalratings,526,eval_first,global,21.png,negative,extinction,5
globalratings,526,eval_first,global,23.png,extinction,neutral,17
globalratings,526,eval_first,global,12.png,positive,extinction,16
globalratings,526,eval_first,global,4.png,extinction,negative,5
globalratings,526,eval_first,global,14.png,positive,extinction,9
globalratings,526,eval_first,global,26.png,negative,extinction,7
globalratings,526,eval_first,global,7.png,negative,extinction,13
