phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,522,eval_first,c2,18.png,negative,extinction,14
c2ratings,522,eval_first,c2,21.png,neutral,extinction,15
c2ratings,522,eval_first,c2,17.png,extinction,positive,18
c2ratings,522,eval_first,c2,20.png,neutral,extinction,9
c2ratings,522,eval_first,c2,11.png,extinction,negative,3
c2ratings,522,eval_first,c2,23.png,neutral,extinction,14
c2ratings,522,eval_first,c2,3.png,extinction,negative,14
c2ratings,522,eval_first,c2,9.png,extinction,positive,18
c2ratings,522,eval_first,c2,8.png,extinction,neutral,11
c2ratings,522,eval_first,c2,1.png,extinction,negative,9
c2ratings,522,eval_first,c2,5.png,positive,extinction,18
c2ratings,522,eval_first,c2,26.png,negative,extinction,13
c2ratings,522,eval_first,c2,12.png,extinction,positive,18
c2ratings,522,eval_first,c2,24.png,positive,extinction,14
c2ratings,522,eval_first,c2,10.png,positive,extinction,13
c2ratings,522,eval_first,c2,7.png,negative,extinction,12
c2ratings,522,eval_first,c2,14.png,extinction,neutral,18
c2ratings,522,eval_first,c2,4.png,extinction,neutral,14
