phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,565,expect_first,global,24.png,extinction,negative,0
globalratings,565,expect_first,global,17.png,extinction,neutral,4
globalratings,565,expect_first,global,4.png,extinction,neutral,13
globalratings,565,expect_first,global,12.png,neutral,extinction,18
globalratings,565,expect_first,global,14.png,neutral,extinction,18
globalratings,565,expect_first,global,11.png,extinction,neutral,18
globalratings,565,expect_first,global,5.png,extinction,positive,18
globalratings,565,expect_first,global,1.png,negative,extinction,7
globalratings,565,expect_first,global,20.png,negative,extinction,7
globalratings,565,expect_first,global,9.png,positive,extinction,7
globalratings,565,expect_first,global,26.png,positive,extinction,16
globalratings,565,expect_first,global,7.png,extinction,negative,16
globalratings,565,expect_first,global,10.png,positive,extinction,0
globalratings,565,expect_first,global,8.png,extinction,negative,10
globalratings,565,expect_first,global,23.png,negative,extinction,10
globalratings,565,expect_first,global,21.png,extinction,positive,10
globalratings,565,expect_first,global,18.png,neutral,extinction,18
globalratings,565,expect_first,global,3.png,extinction,positive,18
