phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,393,expect_first,c2,21.png,extinction,negative,2
c2ratings,393,expect_first,c2,26.png,neutral,extinction,2
c2ratings,393,expect_first,c2,9.png,extinction,negative,12
c2ratings,393,expect_first,c2,3.png,extinction,neutral,9
c2ratings,393,expect_first,c2,20.png,extinction,negative,7
c2ratings,393,expect_first,c2,18.png,extinction,positive,16
c2ratings,393,expect_first,c2,17.png,extinction,neutral,9
c2ratings,393,expect_first,c2,8.png,extinction,positive,1
c2ratings,393,expect_first,c2,14.png,negative,extinction,11
c2ratings,393,expect_first,c2,7.png,extinction,positive,18
c2ratings,393,expect_first,c2,12.png,neutral,extinction,18
c2ratings,393,expect_first,c2,23.png,neutral,extinction,18
c2ratings,393,expect_first,c2,11.png,negative,extinction,12
c2ratings,393,expect_first,c2,4.png,extinction,neutral,8
c2ratings,393,expect_first,c2,1.png,positive,extinction,10
c2ratings,393,expect_first,c2,5.png,positive,extinction,16
c2ratings,393,expect_first,c2,10.png,positive,extinction,14
c2ratings,393,expect_first,c2,24.png,negative,extinction,13
