phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,588,eval_first,c2,11.png,extinction,negative,12
c2ratings,588,eval_first,c2,7.png,negative,extinction,18
c2ratings,588,eval_first,c2,17.png,extinction,negative,14
c2ratings,588,eval_first,c2,18.png,neutral,extinction,9
c2ratings,588,eval_first,c2,14.png,extinction,positive,15
c2ratings,588,eval_first,c2,26.png,extinction,neutral,12
c2ratings,588,eval_first,c2,23.png,positive,extinction,14
c2ratings,588,eval_first,c2,9.png,neutral,extinction,16
c2ratings,588,eval_first,c2,5.png,extinction,negative,13
c2ratings,588,eval_first,c2,3.png,positive,extinction,11
c2ratings,588,eval_first,c2,24.png,neutral,extinction,6
c2ratings,588,eval_first,c2,4.png,negative,extinction,9
c2ratings,588,eval_first,c2,20.png,extinction,positive,5
c2ratings,588,eval_first,c2,8.png,extinction,neutral,7
c2ratings,588,eval_first,c2,21.png,extinction,neutral,17
c2ratings,588,eval_first,c2,12.png,negative,extinction,18
c2ratings,588,eval_first,c2,10.png,positive,extinction,10
c2ratings,588,eval_first,c2,1.png,extinction,positive,8
