phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,609,expect_first,global,23.png,positive,extinction,15
globalratings,609,expect_first,global,3.png,negative,extinction,2
globalratings,609,expect_first,global,21.png,neutral,extinction,5
globalratings,609,expect_first,global,17.png,positive,extinction,2
globalratings,609,expect_first,global,4.png,extinction,negative,12
globalratings,609,expect_first,global,8.png,extinction,positive,5
globalratings,609,expect_first,global,18.png,extinction,positive,10
globalratings,609,expect_first,global,9.png,negative,extinction,9
globalratings,609,expect_first,global,12.png,extinction,positive,14
globalratings,609,expect_first,global,11.png,negative,extinction,14
globalratings,609,expect_first,global,26.png,extinction,neutral,1
globalratings,609,expect_first,global,20.png,extinction,negative,15
globalratings,609,expect_first,global,1.png,neutral,extinction,16
globalratings,609,expect_first,global,14.png,neutral,extinction,8
globalratings,609,expect_first,global,10.png,extinction,negative,5
globalratings,609,expect_first,global,5.png,extinction,neutral,16
globalratings,609,expect_first,global,7.png,extinction,neutral,16
globalratings,609,expect_first,global,24.png,positive,extinction,17
