phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,629,eval_first,global,9.png,extinction,negative,16
globalratings,629,eval_first,global,17.png,positive,extinction,18
globalratings,629,eval_first,global,11.png,extinction,neutral,3
globalratings,629,eval_first,global,10.png,negative,extinction,18
globalratings,629,eval_first,global,7.png,neutral,extinction,16
globalratings,629,eval_first,global,4.png,extinction,negative,17
globalratings,629,eval_first,global,14.png,extinction,positive,5
globalratings,629,eval_first,global,1.png,negative,extinction,9
globalratings,629,eval_first,global,3.png,extinction,neutral,17
globalratings,629,eval_first,global,12.png,extinction,positive,11
globalratings,629,eval_first,global,23.png,extinction,neutral,9
globalratings,629,eval_first,global,18.png,positive,extinction,16
globalratings,629,eval_first,global,20.png,neutral,extinction,4
globalratings,629,eval_first,global,24.png,neutral,extinction,16
globalratings,629,eval_first,global,5.png,extinction,positive,17
globalratings,629,eval_first,global,26.png,positive,extinction,0
globalratings,629,eval_first,global,21.png,extinction,negative,11
globalratings,629,eval_first,global,8.png,negative,extinction,15
