phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,472,eval_first,global,3.png,extinction,negative,2
globalratings,472,eval_first,global,26.png,extinction,positive,0
globalratings,472,eval_first,global,17.png,extinction,neutral,3
globalratings,472,eval_first,global,4.png,negative,extinction,3
globalratings,472,eval_first,global,20.png,positive,extinction,6
globalratings,472,eval_first,global,10.png,extinction,positive,5
globalratings,472,eval_first,global,21.png,positive,extinction,6
globalratings,472,eval_first,global,23.png,extinction,neutral,8
globalratings,472,eval_first,global,14.png,extinction,negative,4
globalratings,472,eval_first,global,8.png,extinction,positive,5
globalratings,472,eval_first,global,12.png,extinction,negative,5
globalratings,472,eval_first,global,7.png,neutral,extinction,6
globalratings,472,eval_first,global,11.png,positive,extinction,6
globalratings,472,eval_first,global,24.png,extinction,neutral,6
globalratings,472,eval_first,global,9.png,neutral,extinction,6
globalratings,472,eval_first,global,1.png,negative,extinction,6
globalratings,472,eval_first,global,5.png,neutral,extinction,6
globalratings,472,eval_first,global,18.png,negative,extinction,7
