phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,360,eval_first,c2,9.png,extinction,neutral,13
c2ratings,360,eval_first,c2,5.png,extinction,neutral,13
c2ratings,360,eval_first,c2,21.png,extinction,negative,1
c2ratings,360,eval_first,c2,20.png,negative,extinction,11
c2ratings,360,eval_first,c2,18.png,extinction,positive,9
c2ratings,360,eval_first,c2,26.png,extinction,positive,1
c2ratings,360,eval_first,c2,1.png,extinction,neutral,1
c2ratings,360,eval_first,c2,23.png,negative,extinction,9
c2ratings,360,eval_first,c2,8.png,negative,extinction,0
c2ratings,360,eval_first,c2,17.png,neutral,extinction,1
c2ratings,360,eval_first,c2,3.png,positive,extinction,1
c2ratings,360,eval_first,c2,7.png,extinction,negative,10
c2ratings,360,eval_first,c2,4.png,extinction,negative,5
c2ratings,360,eval_first,c2,11.png,positive,extinction,9
c2ratings,360,eval_first,c2,10.png,positive,extinction,5
c2ratings,360,eval_first,c2,24.png,neutral,extinction,6
c2ratings,360,eval_first,c2,14.png,neutral,extinction,9
c2ratings,360,eval_first,c2,12.png,extinction,positive,13
