phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,513,expect_first,c2,9.png,extinction,neutral,6
c2ratings,513,expect_first,c2,18.png,extinction,positive,3
c2ratings,513,expect_first,c2,20.png,positive,extinction,18
c2ratings,513,expect_first,c2,3.png,extinction,neutral,8
c2ratings,513,expect_first,c2,12.png,positive,extinction,3
c2ratings,513,expect_first,c2,5.png,extinction,neutral,2
c2ratings,513,expect_first,c2,17.png,negative,extinction,10
c2ratings,513,expect_first,c2,26.png,neutral,extinction,1
c2ratings,513,expect_first,c2,1.png,extinction,positive,6
c2ratings,513,expect_first,c2,23.png,negative,extinction,14
c2ratings,513,expect_first,c2,14.png,neutral,extinction,4
c2ratings,513,expect_first,c2,8.png,extinction,positive,11
c2ratings,513,expect_first,c2,11.png,extinction,negative,0
c2ratings,513,expect_first,c2,24.png,positive,extinction,3
c2ratings,513,expect_first,c2,7.png,negative,extinction,5
c2ratings,513,expect_first,c2,21.png,extinction,negative,10
c2ratings,513,expect_first,c2,10.png,neutral,extinction,7
c2ratings,513,expect_first,c2,4.png,extinction,negative,5
