phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,614,expect_first,global,23.png,extinction,neutral,18
globalratings,614,expect_first,global,14.png,positive,extinction,15
globalratings,614,expect_first,global,5.png,extinction,neutral,16
globalratings,614,expect_first,global,12.png,neutral,extinction,18
globalratings,614,expect_first,global,8.png,neutral,extinction,9
globalratings,614,expect_first,global,11.png,extinction,positive,13
globalratings,614,expect_first,global,9.png,positive,extinction,9
globalratings,614,expect_first,global,17.png,extinction,negative,17
globalratings,614,expect_first,global,24.png,extinction,negative,9
globalratings,614,expect_first,global,3.png,negative,extinction,12
globalratings,614,expect_first,global,10.png,extinction,neutral,11
globalratings,614,expect_first,global,26.png,extinction,positive,7
globalratings,614,expect_first,global,1.png,positive,extinction,13
globalratings,614,expect_first,global,21.png,neutral,extinction,13
globalratings,614,expect_first,global,7.png,negative,extinction,11
globalratings,614,expect_first,global,18.png,extinction,negative,10
globalratings,614,expect_first,global,4.png,extinction,positive,9
globalratings,614,expect_first,global,20.png,negative,extinction,11
