phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,435,expect_first,c2,18.png,neutral,extinction,0
c2ratings,435,expect_first,c2,11.png,positive,extinction,6
c2ratings,435,expect_first,c2,14.png,extinction,negative,6
c2ratings,435,expect_first,c2,23.png,negative,extinction,12
c2ratings,435,expect_first,c2,9.png,extinction,negative,8
c2ratings,435,expect_first,c2,10.png,neutral,extinction,3
c2ratings,435,expect_first,c2,4.png,extinction,neutral,4
c2ratings,435,expect_first,c2,20.png,extinction,positive,6
c2ratings,435,expect_first,c2,3.png,extinction,neutral,9
c2ratings,435,expect_first,c2,12.png,negative,extinction,3
c2ratings,435,expect_first,c2,17.png,extinction,neutral,10
c2ratings,435,expect_first,c2,24.png,negative,extinction,11
c2ratings,435,expect_first,c2,5.png,extinction,positive,14
c2ratings,435,expect_first,c2,21.png,neutral,extinction,3
c2ratings,435,expect_first,c2,8.png,positive,extinction,11
c2ratings,435,expect_first,c2,26.png,positive,extinction,16
c2ratings,435,expect_first,c2,7.png,extinction,negative,13
c2ratings,435,expect_first,c2,1.png,extinction,positive,6
