phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,373,expect_first,global,12.png,neutral,extinction,13
globalratings,373,expect_first,global,5.png,extinction,positive,18
globalratings,373,expect_first,global,14.png,extinction,negative,9
globalratings,373,expect_first,global,11.png,extinction,negative,5
globalratings,373,expect_first,global,4.png,neutral,extinction,16
globalratings,373,expect_first,global,26.png,extinction,neutral,1
globalratings,373,expect_first,global,8.png,extinction,neutral,17
globalratings,373,expect_first,global,21.png,extinction,positive,17
globalratings,373,expect_first,global,24.png,extinction,negative,7
globalratings,373,expect_first,global,1.png,neutral,extinction,18
globalratings,373,expect_first,global,23.png,negative,extinction,18
globalratings,373,expect_first,global,9.png,positive,extinction,18
globalratings,373,expect_first,global,7.png,positive,extinction,18
globalratings,373,expect_first,global,10.png,extinction,positive,18
globalratings,373,expect_first,global,18.png,negative,extinction,9
globalratings,373,expect_first,global,20.png,extinction,neutral,5
globalratings,373,expect_first,global,3.png,negative,extinction,13
globalratings,373,expect_first,global,17.png,positive,extinction,13
