phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,529,expect_first,global,20.png,extinction,negative,16
globalratings,529,expect_first,global,5.png,neutral,extinction,16
globalratings,529,expect_first,global,23.png,negative,extinction,12
globalratings,529,expect_first,global,11.png,extinction,neutral,2
globalratings,529,expect_first,global,14.png,extinction,neutral,4
globalratings,529,expect_first,global,9.png,negative,extinction,6
globalratings,529,expect_first,global,3.png,positive,extinction,4
globalratings,529,expect_first,global,26.png,neutral,extinction,12
globalratings,529,expect_first,global,8.png,positive,extinction,6
globalratings,529,expect_first,global,12.png,extinction,neutral,12
globalratings,529,expect_first,global,17.png,extinction,negative,4
globalratings,529,expect_first,global,18.png,negative,extinction,4
globalratings,529,expect_first,global,24.png,extinction,positive,4
globalratings,529,expect_first,global,1.png,neutral,extinction,13
globalratings,529,expect_first,global,7.png,extinction,positive,13
globalratings,529,expect_first,global,21.png,extinction,positive,8
globalratings,529,expect_first,global,4.png,positive,extinction,12
globalratings,529,expect_first,global,10.png,extinction,negative,8
