phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,598,eval_first,global,11.png,neutral,extinction,15
globalratings,598,eval_first,global,9.png,positive,extinction,11
globalratings,598,eval_first,global,3.png,extinction,negative,17
globalratings,598,eval_first,global,20.png,negative,extinction,12
globalratings,598,eval_first,global,4.png,extinction,positive,18
globalratings,598,eval_first,global,26.png,extinction,negative,16
globalratings,598,eval_first,global,17.png,negative,extinction,6
globalratings,598,eval_first,global,1.png,neutral,extinction,18
globalratings,598,eval_first,global,5.png,positive,extinction,18
globalratings,598,eval_first,global,12.png,negative,extinction,7
globalratings,598,eval_first,global,24.png,positive,extinction,16
globalratings,598,eval_first,global,7.png,neutral,extinction,18
globalratings,598,eval_first,global,21.png,extinction,positive,15
globalratings,598,eval_first,global,18.png,extinction,negative,7
globalratings,598,eval_first,global,23.png,extinction,neutral,18
globalratings,598,eval_first,global,14.png,extinction,neutral,12
globalratings,598,eval_first,global,8.png,extinction,neutral,14
globalratings,598,eval_first,global,10.png,extinction,positive,15
