phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,577,expect_first,global,3.png,extinction,neutral,6
globalratings,577,expect_first,global,1.png,extinction,positive,11
globalratings,577,expect_first,global,24.png,extinction,negative,12
globalratings,577,expect_first,global,20.png,negative,extinction,9
globalratings,577,expect_first,global,21.png,neutral,extinction,4
globalratings,577,expect_first,global,7.png,positive,extinction,13
globalratings,577,expect_first,global,4.png,neutral,extinction,0
globalratings,577,expect_first,global,10.png,neutral,extinction,0
globalratings,577,expect_first,global,18.png,negative,extinction,4
globalratings,577,expect_first,global,9.png,extinction,neutral,4
globalratings,577,expect_first,global,17.png,extinction,negative,0
globalratings,577,expect_first,global,14.png,positive,extinction,1
globalratings,577,expect_first,global,26.png,extinction,neutral,0
globalratings,577,expect_first,global,12.png,extinction,positive,10
globalratings,577,expect_first,global,23.png,negative,extinction,16
globalratings,577,expect_first,global,5.png,positive,extinction,7
globalratings,577,expect_first,global,11.png,extinction,negative,3
globalratings,577,expect_first,global,8.png,extinction,positive,2
