phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,608,expect_first,global,12.png,positive,extinction,5
globalratings,608,expect_first,global,1.png,extinction,neutral,6
globalratings,608,expect_first,global,26.png,neutral,extinction,10
globalratings,608,expect_first,global,7.png,negative,extinction,9
globalratings,608,expect_first,global,18.png,extinction,negative,12
globalratings,608,expect_first,global,9.png,negative,extinction,13
globalratings,608,expect_first,global,3.png,extinction,positive,15
globalratings,608,expect_first,global,4.png,extinction,neutral,11
globalratings,608,expect_first,global,10.png,positive,extinction,12
globalratings,608,expect_first,global,14.png,extinction,positive,17
globalratings,608,expect_first,global,20.png,extinction,neutral,9
globalratings,608,expect_first,global,17.png,neutral,extinction,6
globalratings,608,expect_first,global,11.png,extinction,negative,5
globalratings,608,expect_first,global,24.png,positive,extinction,15
globalratings,608,expect_first,global,21.png,negative,extinction,10
globalratings,608,expect_first,global,23.png,neutral,extinction,7
globalratings,608,expect_first,global,8.png,extinction,negative,7
globalratings,608,expect_first,global,5.png,extinction,positive,12
