phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,544,eval_first,global,8.png,negative,extinction,4
globalratings,544,eval_first,global,7.png,neutral,extinction,12
globalratings,544,eval_first,global,24.png,extinction,positive,6
globalratings,544,eval_first,global,4.png,negative,extinction,15
globalratings,544,eval_first,global,20.png,positive,extinction,16
globalratings,544,eval_first,global,26.png,positive,extinction,2
globalratings,544,eval_first,global,21.png,extinction,neutral,9
globalratings,544,eval_first,global,23.png,extinction,neutral,17
globalratings,544,eval_first,global,5.png,neutral,extinction,7
globalratings,544,eval_first,global,1.png,positive,extinction,9
globalratings,544,eval_first,global,9.png,neutral,extinction,7
globalratings,544,eval_first,global,3.png,extinction,neutral,6
globalratings,544,eval_first,global,14.png,extinction,positive,13
globalratings,544,eval_first,global,11.png,extinction,positive,11
globalratings,544,eval_first,global,18.png,negative,extinction,11
globalratings,544,eval_first,global,10.png,extinction,negative,6
globalratings,544,eval_first,global,17.png,extinction,negative,1
globalratings,544,eval_first,global,12.png,extinction,negative,15
