phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,606,expect_first,global,24.png,extinction,positive,10
globalratings,606,expect_first,global,26.png,extinction,negative,4
globalratings,606,expect_first,global,1.png,neutral,extinction,7
globalratings,606,expect_first,global,4.png,extinction,neutral,6
globalratings,606,expect_first,global,5.png,extinction,neutral,10
globalratings,606,expect_first,global,11.png,extinction,negative,4
globalratings,606,expect_first,global,18.png,positive,extinction,7
globalratings,606,expect_first,global,17.png,positive,extinction,4
globalratings,606,expect_first,global,8.png,negative,extinction,3
globalratings,606,expect_first,global,7.png,negative,extinction,11
globalratings,606,expect_first,global,14.png,neutral,extinction,7
globalratings,606,expect_first,global,10.png,extinction,neutral,4
globalratings,606,expect_first,global,21.png,extinction,positive,10
globalratings,606,expect_first,global,12.png,neutral,extinction,4
globalratings,606,expect_first,global,23.png,negative,extinction,15
globalratings,606,expect_first,global,3.png,extinction,positive,5
globalratings,606,expect_first,global,9.png,positive,extinction,12
globalratings,606,expect_first,global,20.png,extinction,negative,16
