phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,583,expect_first,global,1.png,positive,extinction,13
globalratings,583,expect_first,global,14.png,neutral,extinction,10
globalratings,583,expect_first,global,3.png,neutral,extinction,8
globalratings,583,expect_first,global,12.png,extinction,neutral,3
globalratings,583,expect_first,global,11.png,negative,extinction,9
globalratings,583,expect_first,global,4.png,extinction,positive,15
globalratings,583,expect_first,global,24.png,extinction,negative,9
globalratings,583,expect_first,global,21.png,negative,extinction,7
globalratings,583,expect_first,global,5.png,extinction,positive,12
globalratings,583,expect_first,global,18.png,extinction,positive,8
globalratings,583,expect_first,global,17.png,extinction,neutral,5
globalratings,583,expect_first,global,7.png,extinction,neutral,14
globalratings,583,expect_first,global,23.png,extinction,negative,14
globalratings,583,expect_first,global,26.png,negative,extinction,3
globalratings,583,expect_first,global,9.png,neutral,extinction,5
globalratings,583,expect_first,global,8.png,extinction,negative,3
globalratings,583,expect_first,global,10.png,positive,extinction,14
globalratings,583,expect_first,global,20.png,positive,extinction,16
