phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,556,eval_first,global,12.png,extinction,positive,18
globalratings,556,eval_first,global,7.png,extinction,negative,7
globalratings,556,eval_first,global,8.png,extinction,positive,3
globalratings,556,eval_first,global,9.png,extinction,neutral,18
globalratings,556,eval_first,global,14.png,extinction,neutral,18
globalratings,556,eval_first,global,1.png,positive,extinction,2
globalratings,556,eval_first,global,5.png,negative,extinction,18
globalratings,556,eval_first,global,18.png,positive,extinction,18
globalratings,556,eval_first,global,24.png,negative,extinction,18
globalratings,556,eval_first,global,3.png,neutral,extinction,15
globalratings,556,eval_first,global,4.png,positive,extinction,12
globalratings,556,eval_first,global,26.png,neutral,extinction,4
globalratings,556,eval_first,global,20.png,extinction,positive,18
globalratings,556,eval_first,global,21.png,neutral,extinction,9
globalratings,556,eval_first,global,10.png,extinction,neutral,6
globalratings,556,eval_first,global,11.png,extinction,negative,16
globalratings,556,eval_first,global,17.png,extinction,negative,7
globalratings,556,eval_first,global,23.png,negative,extinction,18
