phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,481,expect_first,global,23.png,negative,extinction,16
globalratings,481,expect_first,global,20.png,extinction,negative,12
globalratings,481,expect_first,global,10.png,extinction,positive,10
globalratings,481,expect_first,global,17.png,extinction,positive,15
globalratings,481,expect_first,global,3.png,positive,extinction,12
globalratings,481,expect_first,global,4.png,extinction,negative,11
globalratings,481,expect_first,global,26.png,extinction,neutral,8
globalratings,481,expect_first,global,8.png,positive,extinction,15
globalratings,481,expect_first,global,21.png,extinction,positive,10
globalratings,481,expect_first,global,7.png,negative,extinction,14
globalratings,481,expect_first,global,5.png,extinction,negative,15
globalratings,481,expect_first,global,9.png,neutral,extinction,14
globalratings,481,expect_first,global,11.png,extinction,neutral,4
globalratings,481,expect_first,global,24.png,neutral,extinction,14
globalratings,481,expect_first,global,18.png,extinction,neutral,0
globalratings,481,expect_first,global,1.png,neutral,extinction,18
globalratings,481,expect_first,global,14.png,positive,extinction,10
globalratings,481,expect_first,global,12.png,negative,extinction,8
