phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,430,eval_first,global,23.png,neutral,extinction,11
globalratings,430,eval_first,global,12.png,extinction,negative,14
globalratings,430,eval_first,global,8.png,extinction,neutral,4
globalratings,430,eval_first,global,5.png,negative,extinction,5
globalratings,430,eval_first,global,18.png,extinction,negative,18
globalratings,430,eval_first,global,21.png,negative,extinction,3
globalratings,430,eval_first,global,26.png,positive,extinction,9
globalratings,430,eval_first,global,3.png,extinction,negative,6
globalratings,430,eval_first,global,14.png,extinction,neutral,1
globalratings,430,eval_first,global,10.png,positive,extinction,10
globalratings,430,eval_first,global,24.png,extinction,positive,12
globalratings,430,eval_first,global,4.png,extinction,positive,9
globalratings,430,eval_first,global,9.png,extinction,positive,8
globalratings,430,eval_first,global,7.png,positive,extinction,16
globalratings,430,eval_first,global,11.png,neutral,extinction,14
globalratings,430,eval_first,global,1.png,extinction,neutral,9
globalratings,430,eval_first,global,17.png,neutral,extinction,5
globalratings,430,eval_first,global,20.png,negative,extinction,5
