phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,394,eval_first,global,21.png,extinction,positive,8
globalratings,394,eval_first,global,23.png,extinction,neutral,9
globalratings,394,eval_first,global,8.png,extinction,positive,11
globalratings,394,eval_first,global,1.png,extinction,neutral,6
globalratings,394,eval_first,global,3.png,positive,extinction,14
globalratings,394,eval_first,global,5.png,negative,extinction,18
globalratings,394,eval_first,global,7.png,extinction,negative,16
globalratings,394,eval_first,global,9.png,negative,extinction,16
globalratings,394,eval_first,global,11.png,negative,extinction,18
globalratings,394,eval_first,global,18.png,neutral,extinction,12
globalratings,394,eval_first,global,14.png,extinction,negative,14
globalratings,394,eval_first,global,20.png,positive,extinction,9
globalratings,394,eval_first,global,4.png,positive,extinction,11
globalratings,394,eval_first,global,24.png,neutral,extinction,18
globalratings,394,eval_first,global,26.png,neutral,extinction,13
globalratings,394,eval_first,global,17.png,extinction,positive,11
globalratings,394,eval_first,global,12.png,extinction,neutral,9
globalratings,394,eval_first,global,10.png,extinction,negative,9
