phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,610,expect_first,global,12.png,extinction,neutral,8
globalratings,610,expect_first,global,21.png,extinction,neutral,14
globalratings,610,expect_first,global,11.png,negative,extinction,14
globalratings,610,expect_first,global,23.png,extinction,negative,14
globalratings,610,expect_first,global,7.png,extinction,negative,17
globalratings,610,expect_first,global,10.png,neutral,extinction,6
globalratings,610,expect_first,global,8.png,positive,extinction,1
globalratings,610,expect_first,global,14.png,positive,extinction,9
globalratings,610,expect_first,global,18.png,extinction,neutral,17
globalratings,610,expect_first,global,1.png,extinction,positive,9
globalratings,610,expect_first,global,9.png,neutral,extinction,9
globalratings,610,expect_first,global,20.png,positive,extinction,17
globalratings,610,expect_first,global,5.png,negative,extinction,17
globalratings,610,expect_first,global,4.png,extinction,positive,3
globalratings,610,expect_first,global,24.png,neutral,extinction,14
globalratings,610,expect_first,global,17.png,negative,extinction,5
globalratings,610,expect_first,global,3.png,extinction,positive,14
globalratings,610,expect_first,global,26.png,extinction,negative,14
