phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,454,eval_first,global,26.png,positive,extinction,12
globalratings,454,eval_first,global,7.png,extinction,positive,12
globalratings,454,eval_first,global,9.png,extinction,neutral,11
globalratings,454,eval_first,global,24.png,extinction,positive,15
globalratings,454,eval_first,global,4.png,negative,extinction,6
globalratings,454,eval_first,global,20.png,extinction,negative,11
globalratings,454,eval_first,global,3.png,negative,extinction,8
globalratings,454,eval_first,global,18.png,neutral,extinction,15
globalratings,454,eval_first,global,17.png,negative,extinction,3
globalratings,454,eval_first,global,23.png,extinction,negative,17
globalratings,454,eval_first,global,5.png,positive,extinction,16
globalratings,454,eval_first,global,10.png,neutral,extinction,10
globalratings,454,eval_first,global,11.png,neutral,extinction,11
globalratings,454,eval_first,global,12.png,positive,extinction,12
globalratings,454,eval_first,global,1.png,extinction,negative,12
globalratings,454,eval_first,global,14.png,extinction,neutral,9
globalratings,454,eval_first,global,21.png,extinction,positive,15
globalratings,454,eval_first,global,8.png,extinction,neutral,12
