phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,611,expect_first,global,21.png,positive,extinction,16
globalratings,611,expect_first,global,5.png,extinction,positive,15
globalratings,611,expect_first,global,18.png,positive,extinction,11
globalratings,611,expect_first,global,7.png,negative,extinction,8
globalratings,611,expect_first,global,12.png,extinction,negative,14
globalratings,611,expect_first,global,23.png,neutral,extinction,15
globalratings,611,expect_first,global,24.png,extinction,neutral,15
globalratings,611,expect_first,global,3.png,extinction,negative,13
globalratings,611,expect_first,global,9.png,extinction,negative,16
globalratings,611,expect_first,global,8.png,extinction,positive,7
globalratings,611,expect_first,global,10.png,negative,extinction,12
globalratings,611,expect_first,global,20.png,extinction,neutral,10
globalratings,611,expect_first,global,26.png,extinction,neutral,8
globalratings,611,expect_first,global,14.png,negative,extinction,17
globalratings,611,expect_first,global,11.png,positive,extinction,14
globalratings,611,expect_first,global,1.png,neutral,extinction,11
globalratings,611,expect_first,global,4.png,neutral,extinction,13
globalratings,611,expect_first,global,17.png,extinction,positive,10
