phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,605,expect_first,global,14.png,neutral,extinction,17
globalratings,605,expect_first,global,20.png,extinction,neutral,18
globalratings,605,expect_first,global,5.png,neutral,extinction,17
globalratings,605,expect_first,global,4.png,positive,extinction,15
globalratings,605,expect_first,global,24.png,extinction,negative,15
globalratings,605,expect_first,global,26.png,extinction,negative,18
globalratings,605,expect_first,global,1.png,negative,extinction,14
globalratings,605,expect_first,global,21.png,neutral,extinction,13
globalratings,605,expect_first,global,11.png,extinction,neutral,13
globalratings,605,expect_first,global,12.png,extinction,positive,17
globalratings,605,expect_first,global,17.png,extinction,positive,14
globalratings,605,expect_first,global,23.png,positive,extinction,18
globalratings,605,expect_first,global,10.png,extinction,negative,13
globalratings,605,expect_first,global,9.png,negative,extinction,18
globalratings,605,expect_first,global,18.png,extinction,positive,12
globalratings,605,expect_first,global,3.png,positive,extinction,16
globalratings,605,expect_first,global,7.png,extinction,neutral,17
globalratings,605,expect_first,global,8.png,negative,extinction,16
