phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,567,expect_first,c2,12.png,negative,extinction,17
c2ratings,567,expect_first,c2,17.png,extinction,negative,14
c2ratings,567,expect_first,c2,4.png,positive,extinction,17
c2ratings,567,expect_first,c2,7.png,neutral,extinction,18
c2ratings,567,expect_first,c2,9.png,extinction,positive,16
c2ratings,567,expect_first,c2,1.png,positive,extinction,16
c2ratings,567,expect_first,c2,3.png,negative,extinction,17
c2ratings,567,expect_first,c2,14.png,extinction,neutral,17
c2ratings,567,expect_first,c2,23.png,extinction,neutral,18
c2ratings,567,expect_first,c2,8.png,extinction,negative,11
c2ratings,567,expect_first,c2,11.png,positive,extinction,14
c2ratings,567,expect_first,c2,21.png,extinction,negative,14
c2ratings,567,expect_first,c2,18.png,extinction,positive,16
c2ratings,567,expect_first,c2,5.png,neutral,extinction,18
c2ratings,567,expect_first,c2,24.png,extinction,positive,14
c2ratings,567,expect_first,c2,20.png,negative,extinction,14
c2ratings,567,expect_first,c2,26.png,extinction,neutral,14
c2ratings,567,expect_first,c2,10.png,neutral,extinction,15
