phase,subject_nr,dv_order,context,cs_filename,cs_type_1,cs_type_2,eval_rating
c2ratings,390,eval_first,c2,18.png,extinction,negative,4
c2ratings,390,eval_first,c2,20.png,positive,extinction,8
c2ratings,390,eval_first,c2,12.png,extinction,neutral,3
c2ratings,390,eval_first,c2,11.png,extinction,neutral,13
c2ratings,390,eval_first,c2,4.png,negative,extinction,8
c2ratings,390,eval_first,c2,3.png,neutral,extinction,16
c2ratings,390,eval_first,c2,23.png,extinction,neutral,16
c2ratings,390,eval_first,c2,9.png,positive,extinction,17
c2ratings,390,eval_first,c2,8.png,negative,extinction,8
c2ratings,390,eval_first,c2,1.png,neutral,extinction,14
c2ratings,390,eval_first,c2,10.png,negative,extinction,7
c2ratings,390,eval_first,c2,17.png,extinction,positive,18
c2ratings,390,eval_first,c2,21.png,extinction,negative,4
c2ratings,390,eval_first,c2,26.png,extinction,positive,16
c2ratings,390,eval_first,c2,14.png,neutral,extinction,17
c2ratings,390,eval_first,c2,24.png,extinction,negative,12
c2ratings,390,eval_first,c2,5.png,extinction,positive,17
c2ratings,390,eval_first,c2,7.png,positive,extinction,18
